"id","me","frente","verso","tags","especialidade"
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-35","ME1","Quais fatores aumentam e quais diminuem a CAM?","Aumentam CAM (maior necessidade): hipertermia, hipernatremia, alcoolismo crônico, hipertireoidismo, crianças (pico aos 1–6 meses), anfetaminas agudas, cocaína aguda.Diminuem CAM: idade avançada (↓0,6%/ano após 40a), hipotermia, hipotensão grave, anemia grave, gravidez, opioides, benzodiazepínicos, cetamina, hipotireoidismo, álcool agudo, α2-agonistas, hipóxia, hiponatremia.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-36","ME1","Defina coeficiente de partição sangue/gás e sua relação com velocidade de indução.","Razão das concentrações do anestésico entre sangue e gás alveolar no equilíbrio.Coeficiente alto → maior solubilidade no sangue → mais droga precisa ser ""carregada"" para elevar a pressão parcial alveolar → indução mais lenta.Coeficiente baixo → pouco se dissolve no sangue → pressão parcial alveolar sobe rapidamente → indução mais rápida.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-37","ME1","Quais são os coeficientes sangue/gás e valores de CAM dos principais inalatórios?","Desflurano: coef. sangue/gás = 0,42; CAM = 6–7%
          Sevoflurano: coef. = 0,65; CAM = 1,7–2%
          N₂O: coef. = 0,47; CAM = ~105%
          Isoflurano: coef. = 1,46; CAM = 1,15%
          Halotano: coef. = 2,4; CAM = 0,75%
          Éter: coef. = 12; CAM = 1,9%
        
        Ordem crescente de velocidade de indução: Halotano < Isoflurano < Sevoflurano ≈ N₂O < Desflurano.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-38","ME1","Sevoflurano: características farmacológicas, indicações e efeitos adversos específicos.","CAM: 1,7–2% (adulto), 2,5% (criança).Coef. sangue/gás: 0,65 → indução/recuperação rápidas.Vantagens: não pungente (indução inalatória em crianças), broncodilatador leve, baixa toxicidade hepática.Efeitos adversos:
        
          Composto A (produto de degradação com CO₂ absorbente seco e cal sodada quente) → potencialmente nefrotóxico em ratos; em humanos: fluxo de gás fresco ≥2 L/min recomendado.
          Agitação no despertar em crianças (emergence delirium)
          Hipotensão dependente de dose","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-39","ME1","Desflurano: vantagens, desvantagens e por que não é usado para indução inalatória?","CAM: 6–7% (adulto).Coef. sangue/gás: 0,42 → recuperação mais rápida de todos.Vantagens: recuperação ultra-rápida, mínimo metabolismo (<0,02%), ótimo para obesos e cirurgias longas.Desvantagens:
        
          Pungente → laringoespasmo/broncoespasmo → não usar para indução
          Requer vaporizador aquecido-pressurizado especial (PA vapor = 88 kPa)
          Estimula SNS com concentrações crescentes rápidas (↑FC, ↑PA)
          Alto potencial de aquecimento global","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-4","ME1","O que é volume de distribuição (Vd) e o que valores altos indicam?","Vd = Dose / Concentração plasmática. Valores altos (>1 L/kg) indicam grande distribuição tecidual (drogas lipofílicas, como fentanil ~4 L/kg). Valores baixos indicam confinamento ao plasma.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-40","ME1","Isoflurano: perfil cardiovascular, metabolismo e indicações atuais.","CAM: 1,15%.Coef. sangue/gás: 1,46 → indução/recuperação intermediárias.Cardiovascular: vasodilatação periférica (↓RVP), manutenção do DC, taquicardia reflexa leve; ""roubo coronariano"" (controvertido).Metabolismo: ~0,2% (mínimo).Indicações: ainda usado por custo; manutenção anestesia; neuroproteção (pré-condicionamento).Não é pungente como desflurano, mas mais que sevoflurano.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-41","ME1","Óxido nitroso (N₂O): CAM, mecanismo, usos e contraindicações.","CAM: ~105% (não pode ser anestésico único em ar atmosférico).Mecanismo: antagonismo NMDA (principalmente), ↑opioides endógenos.Usos: adjuvante (reduz CAM dos halogenados em ~0,6 × FiN₂O), analgesia para procedimentos.Contraindicações (difunde para espaços com gás):
        
          Pneumotórax, pneumoperitônio
          Cirurgia de orelha média (expansão de bolha de ar)
          Embolia gasosa venosa
          Obstrução intestinal (distende alças)
          Cirurgia ocular com tamponamento a gás (SF6, C3F8)
          Deficiência de vitamina B12/B12 (inativa metionina sintase)","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-42","ME1","O que é o efeito de concentração e o efeito do segundo gás?","Efeito de concentração: quanto maior a concentração inspirada de N₂O, mais rapidamente sua FA (fração alveolar) se equilibra com a FI (fração inspirada). Ocorre porque a grande captação do N₂O ""concentra"" os gases restantes no alvéolo e aumenta o fluxo de gás para dentro do pulmão.Efeito do segundo gás: a captação massiva de N₂O aumenta a concentração alveolar de um segundo inalatório administrado simultaneamente (ex.: sevoflurano), acelerando sua indução.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-43","ME1","Como os anestésicos inalatórios afetam o sistema cardiovascular? (efeitos gerais)","Todos causam depressão miocárdica dose-dependente (↓contratilidade)
        Vasodilatação periférica (↓RVP) → ↓PA
        Depressão da resposta barorreceptora
        Halotano: maior depressão miocárdica, bradicardia, sensitiza miocárdio às catecolaminas
        Isoflurano/desflurano: taquicardia reflexa
        Sevoflurano: menor efeito cronotrópico, mais estável
        Pré-condicionamento isquêmico (proteção miocárdica) com todos os halogenados","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-44","ME1","Como os inalatórios afetam a ventilação e a vasomotricidade pulmonar?","Depressão respiratória dose-dependente (↓VT, ↑FR → ↑PaCO₂)
        Atenuam a resposta ventilatória à hipercapnia e hipóxia
        Broncodilatação (sevoflurano > isoflurano > desflurano)
        Inibição da vasoconstricção pulmonar hipóxica (VPH) → pode piorar shunt em toracoscopia com ventilação unipulmonar (menos com doses <1 CAM)
        Relaxamento do útero gravídico (dose-dependente)","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-45","ME1","O que é hepatite por halotano? Mecanismo, fatores de risco e frequência.","Metabolismo do halotano: ~20% metabolizado no fígado; via oxidativa (CYP2E1) → ácido trifluoroacético (TFA) que se liga a proteínas hepáticas → haptenização → resposta imune.Hepatite halotano leve (transitória, 20–30%): aumento de transaminases.Hepatite fulminante (grave, imunomediada): 1:10.000 a 1:35.000 exposições; mortalidade ~50%.Fatores de risco: exposições repetidas (<28 dias), sexo feminino, obesidade, meia-idade, histórico familiar.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-46","ME1","O que é hipertermia maligna (HM)? Quais anestésicos desencadeiam? Tratamento?","HM: crise hipermetabólica genética (mutação RYR1/CACNA1S) desencadeada por inalatórios halogenados e succinilcolina → liberação descontrolada de Ca²⁺ do retículo sarcoplasmático → rigidez muscular, hipertermia (↑1–2°C/h), acidose, rabdomiólise.Gatilhos: todos os halogenados (halotano, sevoflurano, isoflurano, desflurano) + succinilcolina.Tratamento: suspender gatilho, dantrolene 2,5 mg/kg IV (repetir até 10 mg/kg), resfriamento ativo, correção acidose/hipercalemia, hiperventilação com O₂ 100%.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-47","ME1","Como os inalatórios afetam a pressão intracraniana e o fluxo sanguíneo cerebral?","Todos os halogenados:
        
          ↑FSC (vasodilatação cerebral) → potencial ↑PIC, exceto sevoflurano (menor vasodilatação)
          ↓CMRO₂ (consumo metabólico cerebral de O₂)
          Preservam autoregulação cerebral em doses ≤1 CAM (sevoflurano > isoflurano)
          N₂O: também ↑FSC e ↑CMRO₂ → evitar em PIC elevada
        
        Recomendação em neurocirurgia: sevoflurano ≤0,5–1 CAM + hiperventilação (PaCO₂ 35 mmHg).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-48","ME1","O que é o ""overpressure technique"" (técnica de sobrepressão) e quando é usada?","Técnica de indução inalatória que usa concentrações inspiradas acima do alvo para acelerar a captação alveolar e o equilíbrio sangue-alveolar, especialmente para agentes mais solúveis (ex.: isoflurano). Ex.: iniciar com 3–5% de sevoflurano para indução rápida e depois reduzir para manutenção (1,5–2%). Permite compensar parcialmente a solubilidade mais alta e acelerar a indução.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-49","ME1","Compare sevoflurano vs. desflurano em cirurgia ambulatorial: qual é preferível e por quê?","Desflurano: coef. sangue/gás mais baixo (0,42) → despertar mais rápido, retorno da orientação mais precoce, alta hospitalar mais ágil. Ideal para cirurgias longas ou obesos.Sevoflurano: indução inalatória mais suave (não pungente), sem necessidade de vaporizador especial, perfil similar para cirurgias curtas. Mais usado em pediátricos e para indução inalatória.Na prática ambulatorial curta: diferença clínica pequena; para cirurgias >2h ou obesidade: desflurano vantajoso.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-5","ME1","Quais são as fases do metabolismo hepático (fase I e fase II)?","Fase I: Reações de oxidação, redução e hidrólise (sistema citocromo P450 — CYP3A4 principal). Geralmente tornam a molécula mais polar.Fase II: Reações de conjugação (glucuronidação, sulfatação, acetilação). Produzem metabólitos hidrossolúveis para excreção renal/biliar.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-50","ME1","Qual é o mecanismo de ação dos anestésicos locais (AL)?","Bloqueio de canais de sódio voltagem-dependentes (Nav) na membrana neuronal.A forma catiônica (protonada, BH⁺) liga-se ao sítio intracelular do canal Nav durante o estado aberto ou inativado.Impede despolarização (bloqueia potencial de ação) → bloqueio de condução nervosa.Maior afinidade pelo canal em estado aberto/inativado (bloqueio uso-dependente).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-51","ME1","Qual é a estrutura química dos AL e como se classificam em ésteres e amidas?","Estrutura: anel aromático lipofílico — cadeia intermediária — amina terciária hidrofílica.Ésteres (ligação -CO-O-): cocaína, procaína, tetracaína, cloroprocaína, benzocaína. Metabolizados por pseudocolinesterase plasmática; metabólito ácido para-aminobenzóico (PABA) — alergênico.Amidas (ligação -NH-CO-): lidocaína, bupivacaína, ropivacaína, levobupivacaína, mepivacaína, prilocaína. Metabolismo hepático (CYP3A4). Menor potencial alergênico.
      Mnemônico amidas: todas têm ""i"" antes de ""caína"" no nome (LIdocaína, BupIvacaína, etc.).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-52","ME1","O que determina a potência, o início de ação e a duração dos AL?","Potência: lipossolubilidade (partição octanol/água). Maior lipossolubilidade → maior potência (bupivacaína > lidocaína > procaína).Início de ação: pKa. AL com pKa próximo ao pH fisiológico (7,4) → maior fração não-ionizada → penetra membrana mais rápido → início mais rápido. Cloroprocaína (pKa 8,7) → início lento; lidocaína (pKa 7,7) → mais rápido.Duração: ligação proteica. Maior ligação à alfa-1-glicoproteína ácida → maior duração. Bupivacaína (95% ligação) → longa duração.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-53","ME1","Sequência de bloqueio das fibras nervosas pelos AL: qual ordem é perdida?","Ordem de bloqueio (do mais sensível ao menos sensível):
        
          Dor (fibras C e Aδ) — pequenas
          Temperatura
          Tato
          Pressão profunda
          Propriocepção
          Motor (fibras Aα) — maiores
        
        Fibras mielinizadas de pequeno diâmetro são bloqueadas primeiro. Pré-gânglio autonômico (B) também bloqueado cedo → vasodilatação.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-54","ME1","Lidocaína: dose máxima sem e com adrenalina. Outras indicações clínicas.","Dose máxima infiltração: 4,5 mg/kg sem adrenalina; 7 mg/kg com adrenalina.Início: rápido (pKa 7,7); duração: intermediária (~60–120 min).Outras indicações:
        
          Antiarrítmico classe IB (IV, 1–1,5 mg/kg FV/TV refratária)
          IV em bolus (1 mg/kg) antes da IOT para atenuar reflexos cardiovasculares/PIC
          Infusão IV (1,5–3 mg/kg/h) — analgesia sistêmica, redução de opioides","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-55","ME1","Bupivacaína: dose máxima, cardiotoxicidade e por que é mais tóxica que outros AL?","Dose máxima: 2,5 mg/kg sem adrenalina; 3 mg/kg com adrenalina.Cardiotoxicidade: maior que lidocaína — liga-se fortemente ao canal Nav cardíaco (estado inativo) → prolongamento do QRS, arritmias ventriculares malignas, FV refratária à ressuscitação.Razão maior toxicidade: alta lipossolubilidade e alta ligação proteica → acúmulo no miocárdio; dissociação lenta do canal (""fast in, slow out""). Atenção: injeção intravascular acidental → colapso cardiovascular fulminante.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-56","ME1","Ropivacaína e levobupivacaína: vantagens sobre bupivacaína racêmica.","Ropivacaína: enantiômero S(-) puro; menor cardiotoxicidade (menor afinidade pelo Nav cardíaco), menor bloqueio motor (maior seletividade sensitiva). Dose máx: 3 mg/kg. Concentrações: 0,2% (peridural analgesia) a 0,75% (bloqueios periféricos).Levobupivacaína: enantiômero S(-) da bupivacaína; menor toxicidade cardíaca e no SNC que o racêmico, potência similar. Onde disponível, preferida à bupivacaína racêmica.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-57","ME1","O que é LAST (Local Anesthetic Systemic Toxicity)? Sinais/sintomas progressivos.","LAST: toxicidade sistêmica por absorção excessiva ou injeção intravascular acidental de AL.Progressão (SNC → cardiovascular):
        
          SNC inicial: gosto metálico, dormência lingual, acufenos, agitação, desorientação
          SNC excitação: tremores, mioclonias, convulsões
          SNC depressão: coma, apneia
          Cardiovascular: hipertensão → hipotensão → arritmias → bloqueio AV → FV → parada
        
        (Com bupivacaína: colapso CV pode preceder convulsões)","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-58","ME1","Tratamento da LAST: protocolo com emulsão lipídica 20%. Doses.","Tratamento LAST:
        
          Chamar ajuda; O₂ 100%, via aérea (parar convulsão com BZD/propofol em dose mínima)
          Emulsão lipídica 20% (Intralipid®):
            
              Bolus: 1,5 mL/kg IV em 1 min (≈100 mL para 70 kg)
              Manutenção: 0,25 mL/kg/min por 30–60 min
              Se persistência: repetir bolus e dobrar infusão
              Dose máxima: 10–12 mL/kg na primeira hora
            
          
          Evitar: propofol (altas doses), vasopressina, bloqueadores Ca, betabloqueadores
          Se FV: adrenalina em doses baixas (≤1 µg/kg); ACLS padrão
          Bypass cardiopulmonar se refratário","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-59","ME1","Como a adrenalina é usada como adjuvante nos AL? Mecanismo e efeitos.","Mecanismo: vasoconstrição local (agonismo α₁) → reduz absorção sistêmica do AL → maior duração, menor toxicidade sistêmica, melhor qualidade do bloqueio.Concentração usual: 1:200.000 (5 µg/mL); máx 1:100.000.Efeitos: ↑duração em 30–50%, ↑potência, ↓sangramento local, marcador de injeção intravascular (↑FC >20 bpm → dose-teste positiva).Contraindicações relativas: extremidades (dedos, pênis, orelha — isquemia), cardiopatia grave, uso de IMAOs, hipertireoidismo.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-6","ME1","O que é clearance (Cl) e qual é a relação com meia-vida?","Clearance = volume de plasma depurado do fármaco por unidade de tempo (L/h ou mL/min). Relação: t½ = 0,693 × Vd / Cl. Meia-vida aumenta com maior Vd ou menor clearance.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-60","ME1","Quais outros adjuvantes são usados com AL? Mecanismos e efeitos.","Adrenalina: vasoconstricção → ↑duração (já detalhado)
        Clonidina (α₂-agonista): prolonga bloqueio sensitivo e motor, analgesia por ação espinhal; 75–150 µg peridural/perineural
        Dexmedetomidina: semelhante à clonidina, maior seletividade α₂; prolonga bloqueios periféricos
        Bicarbonato de sódio: alcaliniza a solução → ↑fração não-ionizada → mais rápido início de ação
        Opioides (morfina, fentanil): ação espinhal em receptores µ (peridural/raqui)
        Dexametasona: prolonga bloqueios periféricos por mecanismo incerto","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-61","ME1","Prilocaína: qual é sua toxicidade específica e em qual situação evitar?","Toxicidade específica: meta-hemoglobinemia.Metabólito ortotoluidina oxida hemoglobina a meta-hemoglobina (Hb Fe³⁺ — não carrega O₂).Clínica: cianose, SpO₂ falsamente baixa, sangue chocolate.Evitar: grávidas (feto mais suscetível), neonatos (menor capacidade redutora), pacientes com deficiência de G6PD, anemia.Tratamento: azul de metileno 1–2 mg/kg IV (reduz meta-Hb).Dose máxima prilocaína: 6 mg/kg (sem adrenalina); 8 mg/kg (com adrenalina).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-62","ME1","Cloroprocaína: características, vantagem e limitação histórica.","Éster. Metabolismo ultra-rápido por pseudocolinesterase → baixa toxicidade sistêmica → seguro em gestante (baixa passagem plaplacentária e rápida degradação).Início: rápido; duração: curta.Indicação: reativação de peridural em cesárea de urgência.Limitação histórica: formulações antigas com metabissulfito de sódio (conservante) causavam neurotoxicidade (síndrome de cauda equina). Formulações modernas sem preservante são seguras.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-63","ME1","O que é o bloqueio diferencial e qual é sua importância clínica em anestesia regional?","Fenômeno pelo qual diferentes concentrações de AL bloqueiam seletivamente fibras diferentes. Em concentrações baixas, bloqueia fibras finas (dor, temperatura — Aδ, C) sem bloquear fibras motoras (Aα).Importância clínica: permite analgesia peridural de parto com mobilidade (walking epidural) usando bupivacaína 0,0625–0,1% + opioide. Ropivacaína tem maior bloqueio diferencial que bupivacaína (maior seletividade sensitiva).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-64","ME1","O que é síndrome de cauda equina e TNS (Transient Neurological Symptoms) em raquianestesia?","Síndrome de cauda equina: déficit neurológico persistente (paraplegia, perda esfincteriana) por distribuição mal uniforme de AL hiperbárico concentrado em cateter raqui → dano isquêmico/tóxico às raízes sacras. Associada a microcateteres e lidocaína hipertônica 5%.TNS (Sintomas Neurológicos Transitórios): dor em nádegas/MMII irradiando para coxas após raquianestesia com lidocaína 5% hiperbárica, sem déficit motor/sensitivo; autolimitado (<72h). Incidência: 4–37% com lidocaína. Alternativa: bupivacaína hiperbárica.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-65","ME1","Por que AL não funcionam bem em tecido infectado/inflamado?","Tecido infectado tem pH ácido (acúmulo de ácido lático por metabolismo bacteriano/inflamação).Em meio ácido, a forma ionizada (BH⁺) predomina e a forma não-ionizada (B) — que atravessa a membrana lipídica — diminui.Resultado: menos AL penetra na célula nervosa → bloqueio ineficaz.Estratégia: alcalinizar solução (bicarbonato) ou usar volumes maiores ao redor da área (bloqueio de campo a distância).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-66","ME1","Quais são as etapas da transmissão neuromuscular na junção neuromuscular (JNM), do potencial de ação ao contração muscular?","Potencial de ação chega ao terminal nervoso motor
        Canais de Ca²⁺ voltagem-dependentes abrem → influxo de Ca²⁺
        Vesículas de ACh fundem com membrana pré-sináptica → exocitose de ACh
        ACh difunde pela fenda sináptica (50 nm)
        ACh liga-se a receptores nicotínicos (nAChR) pós-sinápticos (α₁β₁δε) → abertura canal iônico → influxo Na⁺/K⁺ → despolarização (placa motora)
        Potencial de placa → potencial de ação muscular → contração
        ACh degradada por acetilcolinesterase → colina + acetato (colina re-captada)","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-67","ME1","Quais são os dois tipos de bloqueio neuromuscular? Defina cada um.","Bloqueio despolarizante: o BNM age como agonista no receptor nicotínico → despolarização persistente da placa motora (fasciculações iniciais, depois paralisia flácida). O canal permanece aberto mas inativado. Ex.: succinilcolina.Bloqueio não-despolarizante (competitivo): o BNM compete com ACh pelo receptor nicotínico sem ativá-lo → impede despolarização. Fasciculações ausentes. Ex.: rocurônio, vecurônio, atracúrio, cisatracúrio, pancurônio.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-68","ME1","Succinilcolina: mecanismo, dose, onset, duração e indicações.","Mecanismo: agonista nicotínico (dois acetilcolinas unidos) → despolarização sustentada (fase I → fase II com doses repetidas).Dose: 1–1,5 mg/kg IV; 4 mg/kg IM (criança, sem acesso).Onset: 45–60 segundos.Duração: 8–12 minutos (pseudocolinesterase plasmática).Indicações: intubação de sequência rápida (ISR), laringoespasmo, impossibilidade de intubar/ventilar (resgate).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-69","ME1","Quais são os efeitos adversos e contraindicações da succinilcolina?","Efeitos adversos:
        
          Hipercalemia (↑K⁺ 0,5 mEq/L normal; catastrófico em grandes queimados, denervação, imobilização prolongada, sepse → FV)
          Fasciculações (dor muscular pós-op)
          Bradicardia / assistolia (especialmente crianças, dose repetida)
          Aumento da PIO, PIC, PIG
          Gatilho de hipertermia maligna
          Bloqueio prolongado em deficiência de pseudocolinesterase (dibucaine number)
        
        Contraindicações absolutas: HM, hipercalemia, denervação/imobilização >48h, grandes queimados (>24h), distrofias musculares, rabdomiólise.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-7","ME1","O que é a meia-vida sensível ao contexto (context-sensitive half-time) e por que é mais relevante que a meia-vida de eliminação para infusões contínuas?","Tempo para a concentração plasmática cair 50% após interrupção de infusão contínua, em função da duração da infusão. Importante para drogas com alta redistribuição (ex.: fentanil tem meia-vida sensível ao contexto muito maior que a t½ de eliminação após infusões longas).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-70","ME1","Rocurônio: doses, onset, duração e indicação na ISR.","BNM não-despolarizante aminoesteroide.Dose de intubação: 0,6 mg/kg (condições adequadas em 60–90s).ISR (substituindo succinilcolina): 1,2 mg/kg → condições de intubação em 60s.Duração: intermediária (~30–45 min com 0,6 mg/kg; ~60–90 min com 1,2 mg/kg).Vantagem na ISR: reversão imediata possível com sugammadex 16 mg/kg mesmo imediatamente após indução (""can't intubate, can't oxygenate"").Metabolismo: excreção biliar e renal (inalterado).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-71","ME1","Vecurônio: características e comparação com rocurônio.","Aminoesteroide. Estrutura semelhante ao rocurônio (mono-quaternário).Dose: 0,1 mg/kg IV; onset: 3–4 min; duração: 25–40 min.Metabolismo: hepático principalmente (3-OH-vecurônio, metabólito ativo — pode acumular em insuficiência hepática/renal).Diferença do rocurônio: onset mais lento, sem formulação de alta dose para ISR, apresentação em pó (reconstituir). Rocurônio geralmente preferido.Cardiovascular: sem efeitos vagolíticos ou liberação de histamina (mais estável que pancurônio).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-72","ME1","Atracúrio vs. cisatracúrio: qual a diferença principal e quando cada um é preferido?","Ambos: BNM não-despolarizante benzilisoquinolinídeo. Metabolismo por eliminação de Hofmann (degradação espontânea pH/temperatura-dependente) + hidrólise esterásica → independentes de fígado e rim → opção ideal em falência hepática e renal.Metabólito laudanosina (epileptogênico em altas doses — mais com atracúrio).Atracúrio: libera histamina → hipotensão (não usar em alérgicos/asmáticos graves); dose: 0,5 mg/kg.Cisatracúrio: isômero 1R-cis, 1'R-cis do atracúrio; sem liberação de histamina; menor produção de laudanosina; preferido em UTI e pacientes críticos. Dose: 0,15–0,2 mg/kg.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-73","ME1","O que é o TOF (Train-of-Four)? Como interpretar os valores?","TOF: sequência de 4 estímulos elétricos a 2 Hz aplicados ao nervo (ulnar, facial, tibial posterior). Avalia o nível de bloqueio neuromuscular.Interpretação:
        
          TOF = 0/4 (ausência de respostas): >95% receptores bloqueados → bloqueio profundo
          TOF 1–3/4: bloqueio intenso (60–85% receptores livres necessários para 4/4)
          TOF 4/4 + fade (relação T4/T1 <0,9): bloqueio residual — risco de comprometimento da via aérea
          TOF ratio ≥0,9: recuperação neuromuscular adequada (critério de extubação)
        
        BNM despolarizante: TOF sem fade (tétano e TOF sustentados).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-74","ME1","O que é bloqueio residual (PORC) e por que é perigoso?","PORC (Post-Operative Residual Curarization): bloqueio neuromuscular residual no pós-operatório (TOF ratio <0,9).Riscos:
        
          Disfunção da via aérea superior (fechamento glótico, faríngeo)
          Aspiração pulmonar
          Hipóxia por hipoventilação
          Atelectasia
        
        Prevalência: 20–40% se não revertido adequadamente.Diagnóstico: aceleromiografia (AMG) com TOF ratio quantitativo. Observação clínica (head-lift 5s, aperto de mão) é insuficiente — pode ser normal mesmo com TOF 0,7.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-75","ME1","Neostigmina: mecanismo, dose, limitações e por que não funciona em bloqueio profundo.","Mecanismo: inibidor reversível da acetilcolinesterase → aumenta ACh na fenda sináptica → compete com BNM não-despolarizante.Dose: 0,04–0,07 mg/kg IV (máx 5 mg) + atropina 0,02 mg/kg ou glicopirrolato 0,01 mg/kg (previne efeitos muscarínicos: bradicardia, broncoespasmo, hipersalivação).Limitação: não funciona com TOF = 0/4 (necessita pelo menos 1–2 respostas ao TOF para haver reversão confiável) — plafond de inibição da AChE (~70%). Após neostigmina, TOF ratio raramente supera 0,7 de forma confiável; pode haver recurarização.","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-76","ME1","Sugammadex: mecanismo, doses para diferentes profundidades de bloqueio e vantagens.","Mecanismo: γ-ciclodextrina modificada que encapsula moléculas de rocurônio ou vecurônio (não funciona em benzilisoquinolinídeos) → complexo inativo excretado pela urina.Doses:
        
          Bloqueio moderado (TOF ≥2): 2 mg/kg
          Bloqueio profundo (PTC 1–2): 4 mg/kg
          ISR imediata (1–3 min após rocurônio 1,2 mg/kg): 16 mg/kg
        
        Vantagens: reverte qualquer profundidade de bloqueio; sem efeitos colinérgicos (não necessita anticolinérgico); alternativa à succinilcolina na ISR (rocurônio + sugammadex).","",""
"fc-me1flashcardsbloco3pontos1115farmacologiageralvenososinalatorioslocaisbnmhtml-77","ME1","O que é o PTC (Post-Tetanic Count) e quando é usado?","PTC: estímulo tetânico de 50 Hz por 5 segundos, seguido (após 3 segundos) de estímulos únicos a 1 Hz. Conta-se o número de respostas.Indicação: quando TOF = 0/4 (bloqueio tão profundo que TOF não detecta respostas). PTC permite estimar a profundidade:
        
          PTC 0: bloqueio ultra-profundo (>90 min até TOF 1)
          PTC 1–5: bloqueio profundo
          PTC >10: TOF começa a reaparecer em breve
        
        Usado para monitorar BNM profundo (intubação difícil, cirurgia laparoscópica com pressão-zero).","",""
