"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"a511dd02-1fed-4d16-ae88-9778e538eac7","ME3","Durante hepatectomia extensa ocorre embo","Durante hepatectomia extensa ocorre embolia gasosa venosa. Qual alteração monitorizada costuma ser o primeiro sinal intraoperatório?","Hipertensão arterial súbita","Aumento abrupto do EtCO2","Queda abrupta do EtCO2","Elevação da temperatura central","C",""
"a7ce9b37-3a5a-47c1-bec6-c2038a84fbe0","ME3","Paciente politraumatizado com TCE grave","Paciente politraumatizado com TCE grave apresenta PIC sustentada em 28 mmHg apesar de sedação profunda, normocapnia e osmoterapia. Qual a medida de segunda linha mais indicada segundo diretrizes atuais?","Hiperventilação profilática mantendo PaCO2 25 mmHg","Barbitúrico em infusão contínua para coma induzido","Reposição liberal de cristaloides hipotônicos","Hipotermia profilática a 32°C","B",""
"bd0f6736-96b7-4622-8817-84a218857b29","ME3","Na síndrome de reperfusão pós-clampeamen","Na síndrome de reperfusão pós-clampeamento aórtico em cirurgia vascular, qual fenômeno é mais esperado?","Hipertensão arterial severa","Acidose metabólica e hipercalemia","Hipocalcemia isolada","Redução abrupta do lactato","B",""
"beef8766-6691-4145-a675-fd355f5ff2ae","ME3","Farmacologia","Qual anestésico intravenoso apresenta propriedades analgésicas e simpaticomiméticas relevantes?","Propofol","Midazolam","Cetamina","Etomidato","C",""
"cf68b159-58d5-46b8-8125-62d549f4b5dd","ME3","Em transplante hepático na fase anepátic","Em transplante hepático na fase anepática, qual alteração metabólica é mais esperada?","Hipocalemia grave","Acidose metabólica progressiva","Hipercalcemia","Alcalose respiratória severa","B",""
"d5fac5e7-7d66-4b42-8d3d-b8971e37046b","ME3","Complicações","Em paciente com hipertermia maligna, qual medicamento deve ser administrado imediatamente?","Sulfato de magnésio","Dantrolene","Bicarbonato de sódio","Naloxona","B",""
"d8fb8fff-e715-4678-a222-e27296eabea9","ME3","Teste","teste final","a","b","c","d","A",""
"daab2452-7910-408d-af8a-996af4216690","ME3","Qual fator aumenta mais significativamen","Qual fator aumenta mais significativamente o risco de awareness intraoperatória?","Uso de BIS","Anestesia venosa total sem monitorização adequada","Uso de opioides em altas doses","Monitorização contínua de gases anestésicos","B",""
"f3a3fd0b-cf98-40bb-999d-f74c32777b65","ME3","Em paciente séptico grave submetido à la","Em paciente séptico grave submetido à laparotomia, qual meta hemodinâmica é mais apropriada?","PVC >20 mmHg obrigatoriamente","Lactato progressivamente reduzido","Diurese ignorada em pacientes vasopressores","PAM alvo de 40 mmHg","B",""
"f6198cd7-43c8-4602-89f6-27cf85cf1a39","ME3","Neuroanestesia","Durante anestesia para neurocirurgia, qual medida auxilia na redução da pressão intracraniana?","Hipercapnia","Posição de Trendelenburg","Hipoventilação controlada","Leve hipocapnia por ventilação controlada","D",""
"c36a228a-2520-428a-be51-1715c56c73d8","ME3","Durante cirurgia robótica prolongada em","Durante cirurgia robótica prolongada em Trendelenburg extremo, qual complicação é mais preocupante?","Hipotensão intracraniana","Edema de vias aéreas","Hipocalemia intensa","Hipotermia grave obrigatória","B",""
"df4c4be8-48f1-44d9-8d5b-95cd0d8fa5ea","ME3","Qual condição aumenta o risco de toxicid","Qual condição aumenta o risco de toxicidade sistêmica por anestésico local?","Acidose metabólica","Alcalose metabólica","Hipernatremia","Hipotermia leve","A",""
"08e91c1f-d1df-4d30-bdca-679a502276c2","ME3","Choque Hemorrágico","Anual ME3 - Em choque hemorrágico classe IV, qual alteração hemodinâmica é mais esperada?","Bradicardia compensatória","Aumento do débito cardíaco","Hipotensão grave com vasoconstrição intensa","Redução da resistência vascular sistêmica","C","Bradicardia é sinal tardio e ominoso.

O débito cardíaco geralmente reduz-se.

Correta. Hipovolemia crítica leva à intensa resposta simpática e hipotensão.

A RVS geralmente aumenta."
"a1e6e046-1f24-41d9-ace7-dfb3dd4954ff","ME3","Anestesia Regional","Anual ME3 - Em anestesia regional, qual sinal precoce sugere toxicidade sistêmica por anestésico local?","Hipotermia","Gosto metálico e zumbido","Hiperglicemia","Broncodilatação","B","Não é manifestação inicial típica.

Correta. Sintomas neurológicos precedem manifestações cardiovasculares graves.

Hiperglicemia não é característica.

Broncodilatação não é manifestação típica."
"b48143f8-9fcf-4c95-bbe6-f1b366db7d1d","ME3","Sepse","Anual ME3 - Em choque séptico refratário, qual mecanismo contribui para vasoplegia persistente?","Deficiência relativa de vasopressina","Redução de óxido nítrico","Hipercalcemia","Aumento da resposta alfa-adrenérgica","A","Correta. A deficiência relativa de vasopressina contribui para hipotensão refratária.

Óxido nítrico encontra-se aumentado.

Hipocalcemia pode coexistir, mas não explica isoladamente.

A resposta vascular geralmente está reduzida."
"3bde41c2-0c71-4daa-ae47-392b3828e36d","ME3","Obstetrícia","Anual ME3 - Em anestesia obstétrica, qual complicação é mais temida na anestesia geral?","Hiperglicemia","Broncoaspiração","Broncodilatação","Hipocalcemia","B","Hiperglicemia não é principal complicação.

Correta. Gestantes possuem maior risco de aspiração pulmonar.

Broncodilatação não é complicação.

Hipocalcemia não é principal risco."
"c99bffd0-4fbe-42ad-bcb4-e2ffc0a41c4d","ME3","Sepse","Anual ME3 - Em paciente séptico, qual marcador auxilia avaliação de hipoperfusão?","Hemoglobina","Lactato","Plaquetas","Amilase","B","Hemoglobina isolada não define perfusão.

Correta. Lactato elevado sugere metabolismo anaeróbico.

Plaquetas avaliam coagulação.

Amilase não avalia choque."
"6a53b28c-924a-430d-855f-ab97a9c6944d","ME3","Embolia","Anual ME3 - Em embolia pulmonar aguda, qual alteração ocorre frequentemente?","Aumento abrupto do ETCO2","Queda do ETCO2","Linha de base elevada","Hipercapnia obrigatória","B","O ETCO2 geralmente reduz-se.

Correta. A redução da perfusão pulmonar diminui eliminação de CO2.

Linha de base elevada sugere reinalação.

Hipercapnia não é obrigatória."
"d8fdf8fb-5cad-4572-8467-c30ccd5172bc","ME3","TIVA","Anual ME3 - Em anestesia venosa total, qual monitor auxilia prevenção de awareness?","PVC","TOF","BIS","Gasometria","C","PVC não avalia profundidade anestésica.

TOF monitora bloqueio neuromuscular.

Correta. BIS auxilia monitorização hipnótica.

Gasometria não avalia consciência."
"935f6c10-f3a9-4c76-ad69-8e0fca00d7e5","ME3","Obesidade","Anual ME3 - Em paciente obeso, qual complicação respiratória ocorre mais frequentemente no pós-operatório?","Broncodilatação","Hipoxemia por atelectasia","Hipocapnia","Redução da resistência aérea","B","Broncodilatação não é complicação típica.

Correta. Atelectasia e hipoventilação aumentam dessaturação.

Hipocapnia não é comum.

A resistência tende a aumentar."
"dc79dfe5-0358-4f4a-b256-79f563e3f168","ME3","Anestesia Regional","Anual ME3 - Em anestesia regional, qual medida reduz risco de injeção intravascular?","Injeção rápida","Aspiração frequente e injeção fracionada","Suspensão da monitorização","Uso da dose máxima","B","Injeção rápida aumenta risco de LAST.

Correta. Aspiração frequente reduz administração intravascular inadvertida.

Monitorização é obrigatória.

Doses elevadas aumentam toxicidade."
"0ce6f128-9055-47be-9bec-acd19fd16ad1","ME3","Ventilação","Anual ME3 - Em ventilação mecânica protetora na SDRA, qual variável correlaciona-se mais com mortalidade?","FiO2","Driving pressure","Frequência respiratória","ETCO2","B","FiO2 isoladamente não prediz mortalidade.

Correta. Driving pressure elevada associa-se a pior prognóstico.

FR isolada possui menor correlação.

ETCO2 não é principal marcador prognóstico."
"0f6acc2a-9637-4f3a-a91e-d91ef5d6be01","ME3","Laparoscopia","Anual ME3 - Em cirurgia laparoscópica prolongada com Trendelenburg acentuado, qual alteração fisiológica é esperada?","Redução da PIC","Aumento da complacência pulmonar","Edema facial e aumento da pressão intracraniana","Hipocapnia espontânea","C","Trendelenburg aumenta pressão venosa cerebral.

A complacência geralmente reduz-se.

Correta. A posição favorece congestão venosa cerebral e facial.

A PaCO2 tende a aumentar."
"70da20a0-c235-4dbd-a16a-1706fe10dac3","ME3","Ventilação","Anual ME3 - Em ventilação mecânica, qual situação aumenta pressão de pico sem alterar significativamente a pressão de platô?","Broncoespasmo","Edema pulmonar","SDRA","Pneumotórax hipertensivo","A","Correta. O aumento da resistência aérea eleva pressão de pico.

Edema reduz complacência e aumenta ambas.

SDRA eleva pico e platô.

Pneumotórax reduz complacência."
"226c2ae4-7eb8-4233-9fd2-79edd647dd90","ME3","Neurocrítico","Anual ME3 - Em paciente com hipertensão intracraniana, qual solução deve ser evitada?","Soro fisiológico","Salina hipertônica","Glicose 5%","Albumina isotônica","C","SF é amplamente utilizado.

Salina hipertônica pode reduzir PIC.

Correta. Soluções hipotônicas favorecem edema cerebral.

Albumina pode ser utilizada em situações específicas."
"718a019b-bd34-4d11-8e9b-da6bf616a2f2","ME3","DPOC","Anual ME3 - Em anestesia para DPOC grave, qual estratégia ventilatória reduz auto-PEEP?","Frequência respiratória elevada","Tempo expiratório prolongado","Volume corrente elevado","Hiperventilação intensa","B","FR elevada aumenta aprisionamento aéreo.

Correta. Maior tempo expiratório reduz hiperinsuflação dinâmica.

Volumes altos aumentam risco de barotrauma.

Hiperventilação agrava auto-PEEP."
"889d00c3-4de4-48d3-bcb9-1097e3d588df","ME3","Feocromocitoma","Anual ME3 - Em anestesia para feocromocitoma, qual fármaco é utilizado no preparo pré-operatório?","Fenilefrina","Fenoxibenzamina","Nitroglicerina","Atropina","B","Fenilefrina aumentaria vasoconstrição.

Correta. O bloqueio alfa reduz crises hipertensivas perioperatórias.

Nitroglicerina é usada intraoperatoriamente em alguns casos.

Atropina não possui essa finalidade."
"67155a03-cd9c-4307-8669-509ba82cf0a4","ME3","Choque Hemorrágico","Anual ME3 - Em choque hemorrágico, qual alteração ocorre precocemente?","Bradicardia","Hipertensão","Taquicardia compensatória","Hipocalcemia","C","Bradicardia é sinal tardio.

Hipotensão é mais frequente.

Correta. A ativação simpática aumenta frequência cardíaca.

Hipocalcemia pode ocorrer posteriormente."
"95b78148-f08e-439c-bbeb-b11c7ba38fb4","ME3","SDRA","Anual ME3 - Em paciente com SDRA, qual mecanismo é principal responsável pela hipoxemia refratária?","Espaço morto isolado","Shunt intrapulmonar","Hiperventilação","Redução do débito cardíaco","B","Espaço morto pode aumentar, mas não explica isoladamente.

Correta. Áreas não ventiladas permanecem perfundidas.

Hiperventilação não causa hipoxemia refratária.

Débito reduzido não é mecanismo principal."
"83487ca6-85f3-4038-ad61-886da8a88d16","ME3","Hipertensão Pulmonar","Anual ME3 - Em paciente com hipertensão pulmonar grave, qual fator deve ser rigorosamente evitado?","Normotermia","Hipercapnia","Analgesia adequada","Ventilação protetora","B","Normotermia é desejável.

Correta. Hipercapnia aumenta resistência vascular pulmonar.

Analgesia reduz descarga simpática.

Ventilação protetora é benéfica."
"ea9ba40b-9077-44b2-9ade-7f407093c075","ME3","Monitorização","Anual ME3 - Em monitorização hemodinâmica avançada, qual parâmetro prediz melhor responsividade volêmica?","PVC","PAM","Variação do volume sistólico","Temperatura central","C","PVC isolada possui baixa acurácia.

PAM não define responsividade.

Correta. Parâmetros dinâmicos apresentam melhor valor preditivo.

Temperatura não avalia responsividade."
"bbff693b-e434-4f68-b257-acb9ef288eb5","ME3","Cirurgia Cardíaca","Anual ME3 - Em anestesia cardíaca, qual alteração é comum durante circulação extracorpórea?","Hemoconcentração","Hemodiluição","Hipercalcemia","Aumento da viscosidade","B","A CEC geralmente dilui componentes sanguíneos.

Correta. O prime do circuito causa hemodiluição.

Hipocalcemia é mais frequente.

A viscosidade tende a reduzir."
"c69db7f4-fed8-400e-bf17-64cdee170cc8","ME3","Dor Aguda","Anual ME3 - Em analgesia multimodal, qual fármaco possui ação agonista alfa-2?","Cetamina","Dexmedetomidina","Naloxona","Ketorolaco","B","Cetamina antagoniza NMDA.

Correta. Dexmedetomidina fornece sedação e analgesia simpaticolítica.

Naloxona antagoniza opioides.

Ketorolaco é AINE."
"8a0e95a7-3efc-48ee-8544-1001cad4f52b","ME3","Posicionamento","Anual ME3 - Em cirurgia na posição prona prolongada, qual complicação ocular grave pode ocorrer?","Conjuntivite","Neuropatia óptica isquêmica","Glaucoma agudo","Descolamento de retina","B","Conjuntivite não é principal preocupação.

Correta. Hipoperfusão ocular pode causar perda visual permanente.

Glaucoma não é a principal complicação descrita.

Descolamento é raro."
"73b22a0a-33da-4100-9295-6d410647a925","ME3","LAST","Anual ME3 - Em LAST, qual tratamento específico deve ser administrado?","Naloxona","Emulsão lipídica intravenosa","Flumazenil","Atropina","B","Naloxona antagoniza opioides.

Correta. Emulsão lipídica é terapia padrão para LAST.

Flumazenil reverte benzodiazepínicos.

Atropina não é tratamento específico."
"ac296c41-024d-4094-a4f3-606a4f5d6ac4","ME3","Neurocrítico","Anual ME3 - Em paciente neurocrítico, qual posição auxilia redução da PIC?","Trendelenburg","Cabeceira elevada","Litotomia","Prona","B","Trendelenburg piora drenagem venosa cerebral.

Correta. A elevação da cabeça melhora drenagem venosa.

Litotomia não reduz PIC.

Prona não é posição padrão."
"5c9e4754-ed79-4000-ad17-1cb843c59708","ME3","Obstetrícia","Anual ME3 - Em anestesia obstétrica, qual posição reduz compressão aortocaval?","Supina horizontal","Deslocamento uterino à esquerda","Trendelenburg","Prona","B","A posição supina piora compressão vascular.

Correta. O deslocamento uterino melhora retorno venoso.

Trendelenburg não resolve adequadamente.

Prona não é utilizada."
"8515d99c-f69f-454f-b4b2-e0091c04f2ed","ME3","Feocromocitoma","Anual ME3 - Em anestesia para feocromocitoma, qual evento frequentemente ocorre após ligadura da drenagem venosa tumoral?","Hipertensão grave","Broncoespasmo","Hipotensão importante","Hiperglicemia persistente","C","Após retirada tumoral, catecolaminas caem abruptamente.

Broncoespasmo não é típico.

Correta. Há perda súbita do estímulo vasoconstritor.

Hipoglicemia pode ocorrer posteriormente."
"c9029858-b6bd-44ed-a34a-b2ea12d42318","ME3","Hipertermia Maligna","Anual ME3 - Em hipertermia maligna, qual alteração costuma surgir precocemente?","Hipocapnia","Queda abrupta do ETCO2","Elevação progressiva do ETCO2","Hipotermia","C","Hipocapnia não é típica.

Queda do ETCO2 sugere embolia ou desconexão.

Correta. O hipermetabolismo aumenta produção de CO2 rapidamente.

Hipotermia não ocorre."
"2e61534e-f927-498d-b778-e92c6210e487","ME3","Obesidade","Anual ME3 - Em paciente obeso mórbido, qual estratégia melhora manejo da via aérea?","Trendelenburg","Posição em rampa","Prona","Litotomia","B","Trendelenburg piora mecânica respiratória.

Correta. A posição em rampa melhora alinhamento anatômico.

Prona não é utilizada para indução.

Litotomia não auxilia via aérea."
"13d18d64-9929-44b5-a204-fbc426820eba","ME3","Neuroanestesia","Anual ME3 - Em trauma cranioencefálico grave, qual meta de PaCO2 é geralmente recomendada?","20-25 mmHg","35-40 mmHg","55-60 mmHg","Acima de 70 mmHg","B","Hiperventilação intensa reduz perfusão cerebral.

Correta. Normocapnia é recomendada na maioria dos casos.

Hipercapnia aumenta PIC.

Valores extremos são deletérios."
"9a932951-60f7-44cf-8387-115f0498dc22","ME3","Asma","Anual ME3 - Em paciente asmático grave, qual agente inalatório deve ser evitado?","Sevoflurano","Isoflurano","Desflurano","Halotano","C","Sevoflurano possui broncodilatação.

Isoflurano também broncodilata.

Correta. Desflurano irrita vias aéreas.

Halotano possui baixa pungência."
"adbd7773-9b01-4b96-a726-76bca3f99779","ME3","Neurocirurgia","Anual ME3 - Em neurocirurgia na posição sentada, qual complicação deve ser monitorada?","Hipoglicemia","Embolia gasosa venosa","Hipocalcemia","Broncoespasmo","B","Hipoglicemia não é principal complicação.

Correta. O gradiente venoso favorece entrada de ar.

Hipocalcemia não é típica.

Broncoespasmo não é principal risco."
"f005b1a0-2181-4e50-bed2-6db59cdf8093","ME3","Ventilação","Anual ME3 - Em ventilação mecânica, qual situação favorece volutrauma?","PEEP adequada","Volume corrente elevado","Hipercapnia permissiva","Ventilação protetora","B","PEEP adequada reduz lesão alveolar.

Correta. Distensão alveolar excessiva aumenta dano pulmonar.

Hipercapnia permissiva pode proteger pulmão.

Ventilação protetora reduz volutrauma."
"cd84a63c-5a71-446a-b074-16c00cdee50f","ME3","Hipertermia Maligna","Anual ME3 - Em hipertermia maligna, qual terapia específica deve ser administrada?","Sugamadex","Naloxona","Dantrolene","Flumazenil","C","Sugamadex reverte aminosteroides.

Naloxona antagoniza opioides.

Correta. Dantrolene reduz liberação de cálcio sarcoplasmático.

Flumazenil reverte benzodiazepínicos."
"3d2253a0-015c-48c8-bd33-8a93550217a1","ME3","Neuroanestesia","Anual ME3 - Em neuroanestesia, qual medida reduz rapidamente a pressão intracraniana em situação emergencial?","Hipercapnia permissiva","Hiperventilação temporária","PEEP elevada","Trendelenburg","B","Hipercapnia aumenta PIC.

Correta. A redução da PaCO2 promove vasoconstrição cerebral transitória.

PEEP elevada pode aumentar PIC.

Trendelenburg piora drenagem venosa."
"1f71935d-b001-4efa-bb15-47ae6b3ceaa4","ME3","Queimado","Anual ME3 - Em paciente queimado após 48 horas, a succinilcolina aumenta risco de:","Hipocalcemia","Hipercalemia grave","Hiponatremia","Alcalose metabólica","B","Hipocalcemia não é principal risco.

Correta. Há proliferação de receptores nicotínicos extrajuncionais.

Hiponatremia não é principal alteração.

Não é a principal complicação."
"f4359e9b-691a-4e8a-b57b-1e393cdbfe25","ME3","Ventilação","Anual ME3 - Em ventilação protetora, qual volume corrente é geralmente recomendado?","12 mL/kg","10 mL/kg","6 mL/kg","15 mL/kg","C","Volumes altos aumentam volutrauma.

Ainda acima do ideal em SDRA.

Correta. Volumes baixos reduzem lesão pulmonar induzida pela ventilação.

Volumes muito altos aumentam mortalidade."
"2df4ca55-2788-4503-bc5b-095f8bb14d40","ME3","Anestesia Regional","Anual ME3 - Em anestesia regional guiada por ultrassom, qual vantagem principal ocorre?","Eliminação completa de complicações","Maior visualização anatômica","Ausência de toxicidade sistêmica","Dispensa monitorização","B","Complicações ainda podem ocorrer.

Correta. O ultrassom permite visualização direta de nervos e estruturas.

LAST ainda pode ocorrer.

Monitorização continua obrigatória."
"ef8206d4-b0d4-4947-a99a-c72fc6c60b35","ME3","Capnografia","Anual ME3 - Em ventilação mecânica, qual alteração capnográfica sugere reinalação de CO2?","Queda abrupta do ETCO2","Linha de base elevada","Capnograma ausente","Curva normal com ETCO2 zero","B","Queda abrupta sugere embolia ou desconexão.

Correta. CO2 inspirado aumenta a linha de base do capnograma.

Traçado ausente sugere desconexão.

ETCO2 zero é incompatível com ventilação efetiva."
"733dd72c-6a3f-480c-b371-cff9ad07fc7a","ME3","Ventilação","Anual ME3 - Em ventilação mecânica, qual estratégia reduz atelectrauma?","PEEP adequada","PEEP zero","Volume corrente elevado","Hiperventilação intensa","A","Correta. PEEP reduz colapso alveolar repetitivo.

PEEP zero favorece atelectasia.

Volumes altos aumentam volutrauma.

Hiperventilação não reduz atelectrauma."
"d8fef00b-30fb-4ec3-8e4f-d817bfc88028","ME3","Transfusão","Anual ME3 - Em cirurgia cardíaca, qual distúrbio eletrolítico pode ocorrer após transfusão maciça?","Hipercalcemia","Hipocalcemia","Hipernatremia","Hipermagnesemia","B","O citrato reduz cálcio ionizado.

Correta. Citrato dos hemoderivados pode causar hipocalcemia.

Hipernatremia não é principal alteração.

Hipermagnesemia não é típica."
"a748bf56-958e-4804-92d1-d6216e328de9","ME3","Sepse","Anual ME3 - Em paciente séptico grave, qual vasopressor é primeira escolha?","Dobutamina","Nitroglicerina","Noradrenalina","Dopamina","C","Dobutamina é inotrópico adjuvante.

Nitroglicerina é vasodilatador.

Correta. Noradrenalina é o vasopressor inicial recomendado.

Dopamina possui maior risco arrítmico."
"0c05d0d1-17ad-4e55-b4b2-24567b98496e","ME3","SDRA","2o Trimestre ME3 - Em ventilação mecânica na SDRA, qual estratégia reduz mortalidade comprovadamente?","Volume corrente de 12 mL/kg","PEEP zero","Ventilação protetora com baixo volume corrente","Hiperventilação agressiva","C","Volumes elevados aumentam volutrauma.

PEEP zero favorece atelectrauma.

Correta. Estratégias protetoras reduzem lesão pulmonar induzida pela ventilação.

Hiperventilação não reduz mortalidade."
"cc54e749-5aa1-42cf-8267-5cb85d16b7fe","ME3","Feocromocitoma","2o Trimestre ME3 - Em anestesia para feocromocitoma, qual evento ocorre frequentemente após retirada tumoral?","Hipertensão grave","Hipotensão importante","Broncoespasmo","Hipercalcemia","B","Após ressecção tumoral há redução catecolaminérgica.

Correta. A perda do estímulo vasoconstritor favorece hipotensão.

Broncoespasmo não é típico.

Hipocalcemia não é principal alteração."
"fcec0437-eb07-4e5b-951e-5194b0e53ddc","ME3","Queimado","2o Trimestre ME3 - Em paciente queimado após 48 horas, succinilcolina aumenta risco de:","Hipocalcemia","Hipercalemia grave","Hiponatremia","Acidose metabólica","B","Hipocalcemia não é principal complicação.

Correta. Há proliferação de receptores nicotínicos extrajuncionais.

Hiponatremia não é típica.

Acidose pode coexistir, mas não é principal risco."
"b7a1f52f-7c1b-45d5-b594-4e8dba23087e","ME3","Hipertermia Maligna","2o Trimestre ME3 - Em hipertermia maligna, qual sinal costuma surgir precocemente?","Hipocapnia","Elevação progressiva do ETCO2","Hipotermia","Bradicardia","B","Hipocapnia não é típica.

Correta. O hipermetabolismo aumenta produção de CO2 rapidamente.

Hipotermia não ocorre.

Taquicardia é mais frequente."
"3d7712c7-7204-497b-b041-6096e7d62d39","ME3","Ventilação","2o Trimestre ME3 - Em ventilação protetora, qual volume corrente geralmente é recomendado na SDRA?","12 mL/kg","10 mL/kg","6 mL/kg","15 mL/kg","C","Volumes elevados aumentam volutrauma.

Ainda acima do ideal.

Correta. Baixos volumes reduzem lesão pulmonar.

Volumes excessivos aumentam mortalidade."
"eda4c695-72f5-4fd1-b7c4-5ed3b213b85f","ME3","Embolia","2o Trimestre ME3 - Em embolia pulmonar maciça, qual alteração hemodinâmica ocorre frequentemente?","Aumento do débito do VD","Falência ventricular direita aguda","Redução da pressão pulmonar","Hipervolemia","B","O débito do VD reduz-se.

Correta. O aumento abrupto da pós-carga sobrecarrega o VD.

A pressão pulmonar eleva-se.

Hipervolemia não é típica."
"374a1ca9-e0d2-432f-ae38-3c23fc5ae462","ME3","Hipertensão Pulmonar","2o Trimestre ME3 - Em paciente com hipertensão pulmonar, qual alteração aumenta resistência vascular pulmonar?","Hipocapnia","Alcalose","Hipóxia","Normotermia","C","Hipocapnia reduz RVP.

Alcalose geralmente reduz RVP.

Correta. Hipóxia promove vasoconstrição pulmonar.

Normotermia é desejável."
"b408b9a5-a018-4714-b4ec-97110b44f443","ME3","Hipertensão Pulmonar","2o Trimestre ME3 - Em hipertensão pulmonar grave, qual condição deve ser evitada rigorosamente?","Normotermia","Hipercapnia","Analgesia adequada","Normovolemia","B","Normotermia é desejável.

Correta. Hipercapnia aumenta resistência vascular pulmonar.

Analgesia reduz descarga simpática.

Normovolemia é importante."
"3452a837-8583-40d9-80f2-c8249e7cda9c","ME3","Sepse","2o Trimestre ME3 - Em choque séptico refratário, qual mecanismo contribui para vasoplegia persistente?","Deficiência relativa de vasopressina","Redução de óxido nítrico","Hipercalcemia","Aumento da responsividade alfa","A","Correta. A deficiência relativa de vasopressina contribui para hipotensão refratária.

Óxido nítrico geralmente encontra-se aumentado.

Hipocalcemia pode coexistir.

A responsividade vascular costuma estar reduzida."
"07b913ec-253a-4276-8b51-7802a68604b6","ME3","Laparoscopia","2o Trimestre ME3 - Em cirurgia laparoscópica prolongada, qual alteração fisiológica ocorre frequentemente?","Redução da PaCO2","Hipocapnia obrigatória","Aumento da pressão de vias aéreas","Redução da pressão intra-abdominal","C","A PaCO2 geralmente aumenta.

Hipocapnia não é esperada.

Correta. O pneumoperitônio reduz complacência pulmonar.

A pressão abdominal aumenta."
"93d44777-589e-41c0-9b6b-5d986f25bec5","ME3","Neurocrítico","2o Trimestre ME3 - Em paciente com hipertensão intracraniana, qual solução deve ser evitada?","Soro fisiológico","Salina hipertônica","Glicose 5%","Albumina isotônica","C","SF é frequentemente utilizado.

Salina hipertônica pode reduzir PIC.

Correta. Soluções hipotônicas favorecem edema cerebral.

Albumina pode ser usada em situações específicas."
"01df887c-6f34-43e5-962b-ef78125bbc0d","ME3","Anestesia Regional","2o Trimestre ME3 - Em anestesia regional guiada por ultrassom, qual benefício principal ocorre?","Eliminação total de complicações","Maior visualização anatômica","Ausência de LAST","Dispensa monitorização","B","Complicações ainda podem ocorrer.

Correta. O ultrassom permite visualização em tempo real.

LAST ainda pode ocorrer.

Monitorização continua obrigatória."
"e801dff7-0146-4a76-984d-c903f9ef3f6d","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual estratégia reduz atelectrauma?","PEEP adequada","PEEP zero","Volume corrente elevado","Hiperventilação intensa","A","Correta. PEEP reduz colapso alveolar cíclico.

PEEP zero favorece atelectasia.

Volumes altos aumentam volutrauma.

Hiperventilação não reduz atelectrauma."
"08566142-573a-4b20-b7af-209eb2bd790a","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual condição aumenta pressão de platô?","Broncoespasmo isolado","Baixa complacência pulmonar","Obstrução parcial do TOT","Aumento isolado da resistência","B","Broncoespasmo aumenta principalmente pico.

Correta. Redução da complacência aumenta pressão alveolar estática.

Obstrução eleva pico predominantemente.

Resistência isolada eleva pico."
"18343890-f5d8-4fb6-b39b-a183f52046bd","ME3","Cirurgia Robótica","2o Trimestre ME3 - Em cirurgia robótica com Trendelenburg acentuado, qual alteração ocorre frequentemente?","Redução da PIC","Aumento da complacência pulmonar","Edema facial e aumento da PIC","Hipocapnia espontânea","C","Trendelenburg aumenta pressão venosa cerebral.

A complacência reduz-se.

Correta. O posicionamento favorece congestão venosa.

A PaCO2 geralmente aumenta."
"85c25e79-7844-411f-bda6-4a81742989bb","ME3","SDRA","2o Trimestre ME3 - Em paciente com SDRA grave, qual mecanismo é principal responsável pela hipoxemia refratária?","Espaço morto isolado","Shunt intrapulmonar","Hiperventilação","Redução do débito cardíaco","B","Espaço morto pode aumentar, mas não explica isoladamente.

Correta. Áreas não ventiladas permanecem perfundidas.

Hiperventilação não causa hipoxemia refratária.

Débito reduzido não é principal mecanismo."
"25616e01-dc0b-449b-9a85-29031ffb280c","ME3","Anestesia Regional","2o Trimestre ME3 - Em anestesia regional, qual medida reduz risco de injeção intravascular?","Injeção rápida","Aspiração frequente e injeção fracionada","Suspender monitorização","Uso de dose máxima","B","Injeção rápida aumenta risco de LAST.

Correta. A técnica fracionada reduz administração intravascular inadvertida.

Monitorização continua obrigatória.

Doses elevadas aumentam toxicidade."
"61edd425-18e3-429a-8045-ff49ae26f0ed","ME3","Monitorização","2o Trimestre ME3 - Em monitorização hemodinâmica avançada, qual parâmetro dinâmico prediz melhor responsividade volêmica?","PVC","PAM","Variação do volume sistólico","Temperatura central","C","PVC isolada possui baixa acurácia.

PAM não prediz responsividade.

Correta. Parâmetros dinâmicos apresentam maior valor preditivo.

Temperatura não avalia volemia."
"30c30c9f-d4b4-4117-94d5-6342f6a57b5e","ME3","Ventilação","2o Trimestre ME3 - Em ventilação protetora, qual valor de driving pressure associa-se a melhor prognóstico?","Elevada","Menor que 15 cmH2O","Maior que 25 cmH2O","Maior que 30 cmH2O","B","Driving pressure elevada aumenta mortalidade.

Correta. Menores pressões associam-se a menor lesão pulmonar.

Valores altos são deletérios.

Valores extremos associam-se a pior prognóstico."
"464bf8d9-9532-44c2-b31d-7761b65790b5","ME3","Ventilação","2o Trimestre ME3 - Em monitorização ventilatória, qual parâmetro melhor reflete ventilação alveolar?","FiO2","ETCO2","SpO2","PVC","B","FiO2 mede fração inspirada de oxigênio.

Correta. ETCO2 correlaciona-se com eliminação alveolar de CO2.

SpO2 avalia oxigenação.

PVC não avalia ventilação."
