id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me1simulado2trimestreprovab30qpontos610html-20,ME1,,"19) Caso ClínicoEquipamentos O anestesiologista está realizando intubação por fibroscopia em paciente acordado com via aérea difícil prevista. Ao avançar o fibroscópio, não consegue identificar as estruturas laríngeas devido à secreção abundante e fogging da óptica. Qual manobra/adjuvante MAIS adequado para melhorar a visibilidade do fibroscópio neste momento?",Administrar succinilcolina para relaxar a musculatura e ampliar a visão.,Insuflar O₂ pelo canal de trabalho do fibroscópio para afastar secreções e prevenir dessaturação simultânea.,Injetar solução salina pelo canal do fibroscópio para lavar o campo.,Aumentar a sedação com propofol para reduzir as secreções reflexas. || E) Retirar o fibroscópio e tentar laringoscopia direta.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-21,ME1,,"20) Caso ClínicoCardiovascular Paciente de 58 anos com insuficiência aórtica grave crónica (FE 45%, VE dilatado) é submetido a troca valvar aórtica eletiva. Do ponto de vista hemodinâmico, qual estratégia anestésica é preferida para manter o débito cardíaco nesta valvopatia durante a indução?",Manter FC baixa (50–60 bpm) e resistência vascular aumentada para melhorar enchimento diastólico.,Manter FC normal a levemente elevada (80–100 bpm) e resistência vascular sistêmica reduzida para diminuir a regurgitação e otimizar o fluxo anterógrado.,Manter FC elevada (>120 bpm) e volemia reduzida para diminuir a pré-carga.,Aumentar a pós-carga com vasoconstritores para manter a pressão diastólica e perfusão coronariana. || E) Realizar cardioversão profilática antes da indução para garantir ritmo sinusal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-22,ME1,,"21) Caso ClínicoRespiratório Paciente de 62 anos submetido a esofagectomia transtorácica. No 2º dia pós-operatório, apresenta febre 38,9°C, taquicardia, SpO₂ 88% com O₂ a 4 L/min, e radiografia de tórax com infiltrado no lobo inferior direito e derrame pleural. A broncoscopia revela secreção purulenta no brônquio lobar inferior direito. Qual é o diagnóstico mais provável e a intervenção mais eficaz imediata?",Edema pulmonar pós-operatório; furosemida IV e ventilação não invasiva.,"Pneumonia de aspiração com atelectasia lobar; antibiótico, fisioterapia respiratória intensiva e broncoscopia terapêutica.",Fístula pleural pós-cirúrgica; reintervenção cirúrgica imediata.,Embolia pulmonar lobar direita; anticoagulação plena. || E) Quilotórax pós-esofagectomia; dieta zero e somatostatina.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-23,ME1,,"22) Equipamentos A pressão arterial invasiva (PAI) por cateter intraarterial fornece mais informações que a não invasiva. Além da PA contínua, quais informações clínicas adicionais podem ser derivadas da análise da curva de pressão arterial invasiva?",Pressão venosa central e débito cardíaco diretamente.,Variação da pressão de pulso (VPP) como preditor de responsividade a fluidos e saturação venosa mista (SvO₂).,Variação da pressão de pulso (VPP) como preditor de responsividade a fluidos em pacientes ventilados mecanicamente.,Pressão de enchimento capilar pulmonar e saturação de O₂ do sangue arterial. || E) Débito cardíaco contínuo e função sistólica ventricular esquerda.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-24,ME1,,"23) Caso ClínicoSNC/SNA Paciente de 45 anos submetido a ressecção de meningioma frontoparietal sob anestesia geral. No intraoperatório, com o crânio aberto, a equipe neurológica nota que o cérebro está tenso e herniando pela craniotomia, dificultando a exposição cirúrgica. O anestesiologista recebe pedido para ""relaxar o cérebro"". Qual conjunto de medidas promove redução do volume cerebral (relaxamento cerebral)?","Hiperventilação (PaCO₂ 25–30 mmHg), manitol IV, posição de Trendelenburg, aumento de FiO₂.","Hiperventilação moderada (PaCO₂ 30–35 mmHg), manitol 0,5–1,5 g/kg IV, cabeceira elevada a 15–30°, drenagem de LCR se disponível.","Hipoventilação (PaCO₂ 55 mmHg), solução hipertônica e PEEP de 10 cmH₂O.","Normocapnia, cetamina IV, posição supina com cabeça em neutro. || E) Hiperventilação máxima (PaCO₂ <20 mmHg), furosemida IV e infusão de glicose hipertônica.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-25,ME1,,"24) Caso ClínicoPosicionamento Paciente de 50 anos com massa no mediastino anterior, identificada em TC, é submetido a mediastinoscopia sob anestesia geral em posição supina com hiperextensão cervical. Ao posicionar, o monitor mostra queda da SpO₂ de 99% para 82% e roncos nas vias aéreas em posição supina. Qual é o principal risco desta massa no manejo da via aérea e anestesia?",Risco de hemorragia mediastinal por erosão de vaso braquiocefálico.,"Compressão dinâmica da traqueia/brônquios principais pelo tumor com posição supina e perda do tônus muscular pela anestesia, podendo causar obstrução total da via aérea.",Risco de pneumotórax bilateral por compressão pleural.,Risco de tamponamento cardíaco por compressão do pericárdio. || E) Risco de trombose venosa cava superior por compressão extrínseca.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-26,ME1,,25) SNC/SNA A ketamina produz anestesia dissociativa por mecanismo principal de:,Potencialização dos receptores GABA-A.,Antagonismo não competitivo dos receptores NMDA do glutamato (bloqueio do canal iônico).,Agonismo opioide μ central com analgesia intensa.,Bloqueio dos canais de Na+ voltagem-dependentes centrais. || E) Agonismo dos receptores α₂-adrenérgicos centrais.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-27,ME1,,"26) Caso ClínicoCardiovascular Paciente de 35 anos, gestante de 34 semanas, apresenta eclâmpsia com PA 185/115 mmHg, convulsões e proteinúria 3+. É indicada cesariana de urgência. Antes da anestesia, o obstetra prescreve sulfato de magnésio em bolus. Qual é o impacto do sulfato de magnésio na condução da anestesia?",Sem interações relevantes com fármacos anestésicos.,Potencializa o bloqueio neuromuscular de agentes adespolarizantes; reduzir a dose de bloqueador neuromuscular e monitorar com neuroestimulador.,Antagoniza os opioides; aumentar a dose de analgésico intraoperatório.,Inibe o propofol; preferir indução inalatória com sevoflurano. || E) Aumenta a clearance renal dos halogenados; aumentar a concentração alveolar mínima (CAM).,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-28,ME1,,"27) Caso ClínicoRespiratório Paciente de 55 anos, obeso grau III (IMC 42 kg/m²), é submetido a cirurgia bariátrica laparoscópica (sleeve gástrico) em posição de anti-Trendelenburg (30°) por 90 minutos. No pós-operatório imediato na SRPA, SpO₂ de 88% com 4 L/min de O₂ por óculos, frequência respiratória 22 rpm e PaCO₂ 52 mmHg na gasometria. Qual é a intervenção respiratória mais adequada?",Reintubação imediata e retorno à UTI para ventilação mecânica.,Ventilação não invasiva (VNI/BiPAP) com pressões adequadas e cabeceira elevada.,Aumento do cateter nasal para 8 L/min de O₂ e aguardar resolução espontânea.,Administração de flumazenil para reverter sedação residual de benzodiazepínico. || E) Fisioterapia respiratória intensiva com incentivador inspiratório.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-29,ME1,,"28) Caso ClínicoEquipamentos Após cirurgia abdominal de grande porte, o paciente é transferido à UTI ainda intubado. A equipe de UTI solicita gasometria arterial e observa: PaO₂ 380 mmHg com FiO₂ 1,0. O médico intensivista propõe reduzir a FiO₂ para manter PaO₂ entre 80–100 mmHg. Qual é o principal risco da hiperóxia prolongada em pacientes ventilados mecanicamente?",Hipoglicemia por consumo de glicose pelos eritrócitos hiperoxigenados.,Atelectasia de absorção e toxicidade pulmonar pelo O₂ (lesão oxidativa do epitélio alveolar).,Alcalose respiratória grave por estimulação do centro respiratório.,Vasodilatação cerebral com aumento da pressão intracraniana. || E) Formação de metemoglobina por oxidação da hemoglobina.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-3,ME1,,"2) Posicionamento Em posição de decúbito lateral para cirurgia torácica, quais são as alterações fisiológicas esperadas na distribuição da ventilação e perfusão pulmonar que contribuem para o shunt intrapulmonar?",O pulmão dependente é mais ventilado e menos perfundido; o pulmão não dependente é menos ventilado e mais perfundido.,O pulmão dependente é mais perfundido e menos ventilado (pior compliance por compressão); o pulmão não dependente é mais ventilado e menos perfundido.,Ambos os pulmões são igualmente ventilados e perfundidos em posição lateral.,O pulmão dependente é mais ventilado e mais perfundido; sem alteração no não dependente. || E) O pulmão não dependente tem maior compliance e maior perfusão em posição lateral.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-30,ME1,,"29) Cardiovascular Em relação ao mecanismo de ação da dobutamina, qual receptor é o principal alvo e qual é o efeito hemodinâmico predominante na insuficiência cardíaca aguda descompensada?",Receptor α₁ predominante; vasoconstrição e aumento da pressão arterial.,Receptor β₁ predominante; inotropismo positivo com redução da pós-carga por vasodilatação β₂ associada.,Receptor D₁ renal predominante; aumento da diurese sem efeito cardíaco.,Receptor β₂ predominante; broncodilatação e taquicardia reflexa. || E) Receptor muscarínico M₂; bradicardia e aumento do débito cardíaco paradoxalmente.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-31,ME1,,"30) Caso ClínicoSNC/SNA Paciente de 58 anos com tumor de hipófise gigante (macroadenoma) apresenta acuidade visual reduzida e os campos visuais mostram hemianopsia bitemporal. No pré-operatório de craniotomia transesfenoidal, o endocrinologista solicita cortisol sérico às 8h que retorna em 2,5 mcg/dL (normal: 6–23 mcg/dL). Qual o impacto deste achado na condução anestésica?",Sem impacto relevante; cortisol pode ser dosado no pós-operatório.,Insuficiência adrenal secundária ao hipopituitarismo; reposição de hidrocortisona perioperatória obrigatória para prevenir crise adrenal.,Indicação de adrenalectomia bilateral antes da cirurgia hipofisária.,Necessidade de dose suprafisiológica de dexametasona para redução de edema cerebral somente. || E) Hipocortisolismo é esperado em qualquer cirurgia de grande porte; não requer suplementação específica.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-4,ME1,,"3) Caso ClínicoPosicionamento Paciente de 68 anos com estenose de carótida direita (80%) assintomática é submetido a endarterectomia de carótida esquerda em posição supina com hiperextensão e rotação cervical para o lado esquerdo. Ao posicioná-lo, a pressão arterial média cai de 95 para 55 mmHg. A rotação cervical pode comprometer a perfusão cerebral por qual mecanismo?",Compressão da veia jugular interna pelo músculo esternocleidomastóideo.,"Compressão ou angulação da artéria vertebral contralateral, reduzindo o fluxo cerebral posterior.",Estimulação do seio carotídeo com bradicardia reflexa e redução do débito cardíaco.,Oclusão da artéria carótida interna ipsilateral à rotação por mecanismo de estiramento. || E) Aumento da pressão intracraniana por obstrução do retorno venoso jugular.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-5,ME1,,4) Equipamentos O oxímetro de pulso (SpO₂) mede a saturação da hemoglobina pela absorção diferencial de luz vermelha e infravermelha. Em qual situação clínica o oxímetro de pulso pode apresentar leitura falsamente ELEVADA (superestimar a oxigenação)?,Anemia grave (Hb 4 g/dL).,Hipotermia com vasoconstricção periférica.,Carboxiemoglobinemia (intoxicação por monóxido de carbono).,Metemoglobinemia em altas concentrações. || E) Esmalte de unhas de cor azul escura.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-6,ME1,,"5) Caso ClínicoEquipamentos Durante cirurgia de coluna cervical em posição prona, o alarme de pressão das vias aéreas (alta pressão) dispara persistentemente. A pressão de pico está em 42 cmH₂O (era 22 cmH₂O no início). O EtCO₂ sobe de 38 para 52 mmHg. SpO₂ cai de 98% para 88%. A ausculta pulmonar revela murmúrio vesicular reduzido à esquerda. Qual é o diagnóstico mais provável?",Broncoespasmo grave bilateral.,Pneumotórax hipertensivo à esquerda.,Intubação seletiva no brônquio principal direito após migração do tubo na posição prona.,Obstrução parcial do tubo orotraqueal por secreções. || E) Embolia pulmonar maciça bilateral.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-7,ME1,,"6) Caso ClínicoEquipamentos Paciente de 45 anos, 80 kg, sob anestesia geral com ventilação mecânica (VC 500 mL, FR 12, FiO₂ 0,5). O monitor de anestesia mostra curva de pressão de via aérea com plateau de pressão crescente progressivo ao longo de 90 minutos (de 18 para 32 cmH₂O), sem alteração do VC programado. A ausculta está simétrica e sem sibilos. O EtCO₂ está estável em 40 mmHg. Qual é a causa mais provável?",Pneumotórax hipertensivo unilateral.,Broncoespasmo grave bilateral.,"Redução progressiva da compliance pulmonar/torácica (atelectasia, acúmulo de secreções, tórax fechado pela tensão muscular).",Obstrução total do circuito de anestesia. || E) Hipertermia maligna com rigidez muscular generalizada.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-8,ME1,,7) SNC/SNA O mecanismo de ação primário dos anestésicos locais na produção do bloqueio nervoso é:,Ativação de canais de K+ voltagem-dependentes com hiperpolarização da membrana neuronal.,"Bloqueio reversível de canais de Na+ voltagem-dependentes, impedindo a despolarização e propagação do potencial de ação.",Antagonismo dos receptores NMDA com bloqueio da transmissão sináptica.,Potencialização dos receptores GABA-A com hiperpolarização por influxo de Cl−. || E) Bloqueio dos canais de Ca²+ voltagem-dependentes com inibição da liberação de neurotransmissores.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado2trimestreprovab30qpontos610html-9,ME1,,"8) Caso ClínicoSNC/SNA Paciente de 30 anos, ASA I, submetida a cesariana eletiva sob anestesia raquidiana com bupivacaína hiperbárica 12,5 mg + fentanil 25 mcg. Após 5 minutos, apresenta bloqueio sensitivo em T1, PA 60/30 mmHg, FC 40 bpm, enjoo e dispneia leve. O que explica a bradicardia neste contexto e qual é o tratamento de escolha?",Bradicardia por bloqueio vagal; tratamento com metoprolol IV.,Bradicardia por bloqueio das fibras aceleradoras cardíacas (T1–T4) pelo alto nível de bloqueio; tratamento com atropina IV e efedrina.,Bradicardia por hipoxemia fetal; tratamento com oxigênio materno a 100%.,Bradicardia por hipersensibilidade à bupivacaína; tratamento com adrenalina. || E) Bradicardia reflexa por hipotensão profunda exclusivamente; tratar apenas com efedrina.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-10,ME1,,"09) Ponto 13 · CAM · Idoso Paciente feminina, 80 anos, 55 kg, submetida a artroplastia de quadril sob anestesia geral com sevoflurano. O anestesista planeja manter 1 CAM do agente. Sabe-se que a CAM do sevoflurano em adultos jovens é 2,05% e que a CAM reduz 6% por década acima dos 40 anos. Qual a CAM alvo aproximada de sevoflurano para essa paciente?","2,05%","1,80%","1,50%","1,22% || E) 1,00%",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-11,ME1,,"10) Ponto 13 · Coeficientes de Partição Considerando os coeficientes sangue/gás dos anestésicos inalatórios (desflurano ≈ 0,42; sevoflurano ≈ 0,65; isoflurano ≈ 1,40; halotano ≈ 2,54), qual deles apresenta a indução e a recuperação mais rápidas?","Halotano, pois seu alto coeficiente permite maior captação tecidual.","Isoflurano, pois o coeficiente intermediário equilibra velocidade e potência.","Sevoflurano, pois seu coeficiente sangue/gás baixo e odor agradável favorecem indução inalatória.","Desflurano, pois possui o menor coeficiente sangue/gás, resultando em equilíbrio alveolar-sangue mais rápido. || E) Todos possuem velocidade equivalente quando administrados em circuito fechado com alta FiO2.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-12,ME1,,"11) Ponto 13 · Efeito Segundo Gás Em uma indução inalatória pediátrica, o anestesista utiliza 70% de N2O junto com sevoflurano 8% (para indução). Observa que a concentração alveolar de sevoflurano sobe mais rapidamente do que quando usa apenas sevoflurano + O2. Esse fenômeno é denominado:","Efeito de concentração, pois o N2O em alta concentração acelera a captação alveolar de todos os gases.","Efeito segundo gás: a captação maciça do N2O do alvéolo cria um efeito de ""sucção"" que aumenta a concentração e o fluxo inspiratório do sevoflurano concomitante.","Difusão hipóxica, pela saída rápida do N2O ao final da anestesia, diluindo o oxigênio alveolar.","Solubilidade diferencial: o N2O, por ser mais solúvel que o sevoflurano, é captado mais rapidamente pelo sangue, deixando mais sevoflurano no alvéolo. || E) Sinergismo farmacodinâmico entre N2O e sevoflurano, reduzindo a CAM necessária sem alterar a cinética alveolar.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-13,ME1,,12) Ponto 13 · Desflurano Qual das seguintes afirmativas sobre o desflurano é CORRETA?,Pode ser usado em indução inalatória em adultos por ter odor suave e não irritar as vias aéreas.,"Possui o maior potencial de aquecimento global entre os anestésicos inalatórios, sendo o agente com maior impacto ambiental por unidade de potência.","Tem ponto de ebulição próximo à temperatura ambiente (22,8°C), exigindo vaporizador aquecido e pressurizado.","Não é metabolizado pelo organismo, eliminando qualquer risco de toxicidade hepática. || E) Alternativas B e C estão ambas corretas.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-14,ME1,,"13) Ponto 14 · Anestésico Local · Mecanismo Durante um bloqueio do plexo braquial, o anestesiologista utiliza bupivacaína 0,5%. O paciente apresenta tecido infectado na região do bloqueio (pH local ~6,5). O médico residente questiona por que o bloqueio pode ser menos eficaz nessa condição. A explicação correta é:","O pH ácido aumenta a ionização da bupivacaína, reduzindo a fração não ionizada que atravessa a membrana lipídica e alcança o receptor intracelular do canal de sódio.","O pH ácido aumenta a fração não ionizada, mas reduz a solubilidade do anestésico local no tecido.",A inflamação aumenta a expressão de canais de sódio resistentes à bupivacaína.,"O pH ácido precipita a bupivacaína, reduzindo sua concentração efetiva no tecido. || E) A acidose local aumenta o fluxo sanguíneo, acelerando a remoção (washout) do anestésico local.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-15,ME1,,"14) Ponto 14 · Ésteres vs Amidas Sobre a classificação química dos anestésicos locais, assinale a alternativa CORRETA:","Bupivacaína, lidocaína e procaína são ésteres, metabolizados por colinesterases plasmáticas.","Ésteres incluem cocaína, procaína e tetracaína; amidas incluem lidocaína, bupivacaína, ropivacaína e levobupivacaína.","Amidas são metabolizadas por colinesterases plasmáticas, enquanto ésteres são metabolizados pelo fígado.",A alergia a um éster contraindica o uso de todos os anestésicos locais do grupo amida. || E) Ropivacaína é um éster de ação prolongada com menor cardiotoxicidade que a bupivacaína.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-16,ME1,,"15) Ponto 14 · LAST Paciente de 65 anos, 70 kg, submetido a bloqueio do nervo femoral com bupivacaína 0,5% 30 mL (150 mg). Cerca de 60 segundos após a injeção, apresenta zumbido, sabor metálico, confusão mental, seguidos de convulsão generalizada e, em seguida, assistolia. Qual é o diagnóstico e qual é a medida terapêutica MAIS importante e imediata, além de suporte avançado de vida?","Anafilaxia à bupivacaína; adrenalina 0,5 mg IM imediatamente.","Toxicidade sistêmica por anestésico local (LAST); infusão de emulsão lipídica 20% (Intralipid) em bolus de 1,5 mL/kg IV, seguida de infusão contínua.",Crise epiléptica idiopática; midazolam 5 mg IV seguido de fenitoína.,Embolia gasosa; posição de Trendelenburg esquerda e aspiração do gás pelo cateter venoso central. || E) Intoxicação por epinefrina (adjuvante da bupivacaína); betabloqueador IV emergencial.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-17,ME1,,"16) Ponto 14 · LAST · Intralipid No cenário da questão anterior (LAST por bupivacaína), após o bolus inicial de emulsão lipídica 20%, o paciente não recupera ritmo cardíaco. Qual é a conduta correta quanto à emulsão lipídica e ao uso de adrenalina no contexto de LAST?","Repetir o bolus de 1,5 mL/kg mais 1–2 vezes e iniciar infusão de 0,25 mL/kg/min; usar adrenalina em doses padrão de PCR (1 mg a cada 3–5 min).","Repetir o bolus de 1,5 mL/kg mais 1–2 vezes e iniciar infusão de 0,25 mL/kg/min; preferir doses reduzidas de adrenalina (≤1 mcg/kg) para evitar potencializar arritmias.","Suspender a emulsão lipídica e administrar bicarbonato de sódio 8,4% para reverter a acidose induzida pela bupivacaína.",Substituir a emulsão lipídica por albumina 20% para quelação da bupivacaína. || E) Administrar flumazenil para antagonizar o efeito da bupivacaína nos canais de sódio.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-18,ME1,,"17) Ponto 14 · Adjuvantes Sobre os adjuvantes de anestésicos locais em bloqueios regionais, qual afirmativa é CORRETA?","A adrenalina prolonga o bloqueio por vasoconstrição local, reduzindo a absorção sistêmica do anestésico; está contraindicada em bloqueios de nervos terminais (dígitos, pênis).",A dexametasona perineural reduz a duração do bloqueio por efeito anti-inflamatório local.,A clonidina perineural prolonga o bloqueio exclusivamente por vasoconstrição local.,"O bicarbonato de sódio adicionado ao anestésico local reduz o pH da solução, aumentando a ionização e acelerando o bloqueio. || E) A adrenalina como adjuvante está contraindicada em todos os bloqueios do neuroeixo.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-19,ME1,,"18) Ponto 15 · BNM · TOF Ao final de uma cirurgia abdominal, o monitor de função neuromuscular (TOF) exibe razão TOF de 0,72. O paciente abre os olhos ao comando, mas não sustenta a cabeça por 5 segundos. A interpretação correta desse achado e a conduta adequada são:","TOF 0,72 indica reversão completa do bloqueio; nenhuma intervenção adicional é necessária antes da extubação.","TOF 0,72 indica bloqueio neuromuscular residual (curarização residual); deve-se realizar reversão farmacológica antes de extubar.","TOF 0,72 é considerado adequado para extubação; basta aguardar mais 5 minutos sem medicação.","TOF 0,72 indica superdosagem de relaxante muscular; o paciente deve ser sedado e aguardar metabolização espontânea. || E) TOF 0,72 não tem significado clínico; a avaliação clínica (sustentação de cabeça) é suficiente para guiar a extubação.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-2,ME1,,"01) Ponto 11 · Farmacocinética Em farmacocinética, o volume de distribuição (Vd) de um fármaco é um parâmetro que:",Representa o volume real de plasma em que o fármaco está dissolvido.,É inversamente proporcional à fração livre do fármaco no plasma.,"Relaciona a dose administrada com a concentração plasmática no equilíbrio, sem refletir necessariamente um volume fisiológico real.",Determina exclusivamente a meia-vida de eliminação do fármaco. || E) É sempre menor do que o volume plasmático total do paciente.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-20,ME1,,"19) Ponto 15 · Succinilcolina Paciente de 25 anos, estômago cheio, necessita de intubação de sequência rápida. Recebe succinilcolina 1,5 mg/kg IV. Após as fasciculações, desenvolve rigidez muscular generalizada progressiva, hipertermia (temperatura sobe para 40°C), taquicardia, instabilidade hemodinâmica e acidose metabólica grave. Qual é o diagnóstico e o tratamento específico imediato?",PRIS (síndrome de infusão do propofol); suspender propofol e iniciar suporte hemodinâmico.,"Hipertermia maligna (HM); suspender agentes desencadeantes, administrar dantrolene 2,5 mg/kg IV em bolus e repetir até controle da crise.",Síndrome serotoninérgica; ciproeptadina 12 mg VO e resfriamento passivo.,"Reação anafilática à succinilcolina; adrenalina 0,3 mg IM e hidrocortisona IV. || E) Síndrome neuroléptica maligna; bromocriptina 2,5 mg VO e suspensão do agente precipitante.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-21,ME1,,20) Ponto 15 · Succinilcolina · Contraindicações Qual das seguintes condições representa uma contraindicação ABSOLUTA ao uso de succinilcolina?,"Insuficiência renal crônica com potássio sérico de 4,8 mEq/L.","Queimaduras extensas com mais de 24 horas de evolução, por risco de hipercalemia grave pela up-regulation de receptores nicotínicos extrajuncionais.","Gravidez a termo, pelo risco de fasciculações abdominais.","Paciente em uso de betabloqueadores, pelo risco de bradicardia reflexa. || E) Hipertensão arterial sistêmica não controlada.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-22,ME1,,"21) Ponto 15 · Rocurônio · Sugamadex Paciente submetido a indução de sequência rápida com rocurônio 1,2 mg/kg. A laringoscopia revela Cormack-Lehane 4, impossibilitando a intubação. O ventilação por máscara facial também é difícil (situação ""não intuba, não ventila""). Qual é o antídoto específico disponível e a dose adequada nessa situação de emergência?","Neostigmina 0,07 mg/kg + atropina 0,02 mg/kg IV; aguardar reversão em 10–15 minutos.",Sugamadex 16 mg/kg IV para reversão imediata do rocurônio em situação de emergência.,"Flumazenil 0,2 mg IV repetido até dose máxima de 1 mg para reversão do bloqueio.","Naloxona 0,4 mg IV para reversão do componente opioide da indução. || E) Não existe antídoto para rocurônio em altas doses; a cricotireoidostomia é a única opção.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-23,ME1,,"22) Ponto 15 · Atracúrio · Cisatracúrio Sobre atracúrio e cisatracúrio, assinale a afirmativa CORRETA:","Ambos são eliminação Hofmann-dependente, mas o cisatracúrio libera mais laudanosina e histamina, sendo menos indicado em pacientes críticos.","O atracúrio sofre eliminação de Hofmann e hidrólise por esterases, sendo degradado espontaneamente em pH e temperatura fisiológicos; o cisatracúrio é um dos 10 estereoisômeros do atracúrio, com menor liberação de histamina e menor produção de laudanosina por equivalente de potência.",O cisatracúrio exige monitorização do TOF apenas em pacientes com insuficiência hepática grave.,"O atracúrio possui maior potência que o cisatracúrio e, portanto, doses equipotentes do atracúrio são menores. || E) Ambos são contraindicados na miastenia gravis por risco de bloqueio irreversível.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-24,ME1,,"23) Ponto 15 · Neostigmina · Reversão Ao final de uma cirurgia de 90 minutos, a monitorização neuromuscular mostra TOF com contagem de 4 respostas e razão TOF de 0,55. O anestesista decide reverter com neostigmina 0,05 mg/kg + glicopirrolato. Qual afirmativa sobre o uso de neostigmina nesse contexto é CORRETA?","A neostigmina é um antagonista competitivo dos receptores nicotínicos, substituindo o relaxante muscular no receptor.","A neostigmina inibe a acetilcolinesterase, aumentando a concentração de acetilcolina na junção neuromuscular, que compete com o relaxante muscular não despolarizante pelo receptor nicotínico.","A neostigmina deve ser usada apenas quando a razão TOF está acima de 0,9, pois abaixo disso pode paradoxalmente aprofundar o bloqueio.",O glicopirrolato é associado à neostigmina para potencializar o efeito miorrelaxante em caso de reversão insatisfatória. || E) A neostigmina é capaz de reverter bloqueio despolarizante (succinilcolina) de forma eficaz e segura.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simulado3trimestreprovaa30questoespontos1115html-25,ME1,,"24) Ponto 12 · Opioides · Morfina Paciente de 68 anos, portador de insuficiência renal crônica (TFG 22 mL/min), recebe morfina 4 mg IV para analgesia pós-operatória. Duas horas depois apresenta miose pupilar, bradipneia (8 irpm) e rebaixamento de consciência. Qual é a explicação farmacológica mais provável?","Aumento do clearance hepático da morfina, levando a superprodução de morfina-6-glucuronídeo.","Acúmulo de morfina-6-glucuronídeo (M6G), metabólito ativo da morfina com potente atividade opioide, que se acumula na insuficiência renal por depender de excreção renal.","Indução do CYP2D6 pela insuficiência renal, convertendo morfina em metabólito mais potente.","Redução da barreira hematoencefálica na insuficiência renal, aumentando a penetração da morfina no SNC. || E) Acúmulo de morfina-3-glucuronídeo (M3G), que possui efeito opioide ampliado na insuficiência renal.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
