id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-4,ME3,,"Caso Clínico · Estenose Mitral

Paciente 38 anos, EM moderada-grave (área 0,9 cm²), FA com FC 120 bpm, desenvolve EPA 1h antes de cirurgia ginecológica eletiva. Medida mais urgente?",Dopamina para aumentar DC,Controle urgente da FC (metoprolol IV ou diltiazem IV) para 60–80 bpm: taquicardia na EM encurta enchimento diastólico do VE → ↑ P atrial → EPA; cirurgia eletiva deve ser adiada,Cardioversão elétrica imediata 200 J,Hiperidratação para diluir congestão || E) Induzir anestesia imediatamente,B,"— EM: obstrução mecânica fixa ao enchimento do VE. O gradiente transmitral aumenta com a FC ao quadrado. FC alta → tempo diastólico curto → sangue retido no AE → ↑ P AE → EPA. Controle da FC é a intervenção mais urgente. Metoprolol IV 2,5–5 mg até FC < 80. Furosemida para o edema. Cirurgia eletiva contraindicada até otimização. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-5,ME3,,"Teórica · Insuficiência Mitral Aguda

IM grave aguda por ruptura de músculo papilar pós-IAM, cirurgia de urgência. Metas hemodinâmicas para estabilização?",Vasopressor alfa puro para manter PA,"FC 80–100, RVS reduzida (vasodilatação ↓ pós-carga → mais fluxo anterógrado → menos regurgitação), inotrópico se necessário; nitroprussiato + BIA como ponte",Bradicardia forçada,Altas doses de diurético || E) Metas idênticas à EM,B,"— IM aguda: VE regurgita para AE de baixa complacência → EPA fulminante. FC 80–100 (encurta regurgitação), RVS baixa (favorece saída anterógrada). Nitroprussiato reduz pré e pós-carga. BIA: deflação sistólica ↓ pós-carga → ↑ fluxo anterógrado. Fenilefrina pura piora IM. Dobutamina se FE deprimida. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-6,ME3,,"Caso Clínico · Heparina e TCA

Paciente em revascularização miocárdica com CEC. Após heparina 400 UI/kg IV, TCA retornou 250s. Conduta?",Iniciar CEC; TCA >200s é suficiente,Dose adicional de heparina para TCA >480s antes de iniciar CEC; TCA <480s indica anticoagulação inadequada para circuito extracorpóreo,Substituir por bivalirudina,Reduzir protamina pela metade || E) TCA 250s é adequado para superfícies biocompatíveis,B,"— TCA alvo para CEC: >480 segundos (alguns protocolos aceitam >400s com circuitos biocompatíveis, mas o padrão clássico é >480s). TCA <480s indica anticoagulação insuficiente: risco de coagulação no circuito, CIVD e embolia. Adicionar heparina 100 UI/kg e reconferir TCA. Monitorar TCA a cada 30 min durante CEC. Resistência à heparina (déficit de antitrombina III): considerar PFC ou concentrado de AT-III. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-7,ME3,,"Caso Clínico · Protamina

Após término da CEC, o paciente recebeu protamina para reverter a heparina. Dois minutos após, desenvolve hipotensão grave (PA 55/30 mmHg), broncoespasmo e queda da SpO2. Qual a causa mais provável e tratamento?",Embolismo aéreo coronariano; massagem cardíaca aberta,"Reação à protamina (tipo I anafilaxia/anafilactoide ou tipo III por ativação do complemento); suspender infusão, adrenalina IV 10–50 mcg em bolus, corticoide, anti-histamínico, retorno à CEC se necessário, vasopressores",Tamponamento cardíaco pós-CEC; pericardiocentese,Disfunção ventricular esquerda pós-CEC; dobutamina IV || E) Hipoglicemia pela solução de cardioplegia; glicose IV,B,"— Reações à protamina: Tipo I (hipotensão sistêmica por inibição direta), Tipo II (anafilaxia/anafilactoide — mais grave, broncospasmo + hipotensão + urticária), Tipo III (↑ RVP por ativação do complemento, mais em pacientes alérgicos a peixe ou vasectomizados). Tratamento: parar protamina, adrenalina, corticoide, anti-H1 e H2. Retorno à CEC se colapso hemodinâmico. Infusão lenta de protamina (>10 min) reduz a incidência. Administrar pelo átrio esquerdo diminui reação pulmonar. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-8,ME3,,"Caso Clínico · Vasoplegia Pós-CEC

Paciente em pós-operatório imediato de cirurgia de troca valvar com 3h de CEC apresenta: DC 5,8 L/min, RVS 450 dyn/s/cm⁻⁵ (normal 800–1200), PAM 48 mmHg, pele quente e corada, sem sangramento. Qual o diagnóstico e tratamento de primeira linha?",Choque cardiogênico; dobutamina IV,Síndrome vasoplégica pós-CEC (vasoplegia); noradrenalina como vasopressor de primeira linha; azul de metileno IV (1–2 mg/kg) em casos refratários como inibidor da guanilato ciclase,Hipovolemia relativa; infundir 2L de cristaloides,Tamponamento cardíaco; drenagem pericárdica urgente || E) Reação transfusional; suspender todos os hemoderivados,B,"— Síndrome vasoplégica: DC alto + RVS muito baixa + hipotensão + pele quente = choque distributivo após CEC. Mecanismo: ativação do complemento, liberação de citocinas, ativação do NO e canais KATP pelo contato do sangue com o circuito. Tratamento: noradrenalina (1ª linha), vasopressina (segunda linha), azul de metileno (inibidor da óxido nítrico sintase e da guanilato ciclase) em refratários. Hidroxicobalamina é alternativa ao azul de metileno. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovaa30qpontos4245completahtml-9,ME3,,"Teórica · Cardioplegia

Durante CEC, o cirurgião infunde cardioplegia hipercalémica (K+ 20–30 mEq/L) para parar o coração. Qual o mecanismo de parada e qual o principal objetivo?",A hipercalemia despolariza permanentemente a membrana celular cardíaca e impede qualquer potencial de ação; o objetivo é parar o coração em sístole,A hipercalemia causa despolarização da membrana celular inativando os canais de sódio rápidos → parada em diástole (cardioplegia diastólica); objetivo: coração parado + flácido + isquemia fria = menor consumo de O2 para proteção miocárdica durante CEC,A hipercalemia causa vasodilatação coronariana pura sem efeito sobre o potencial de ação,A cardioplegia hipercalêmica só é eficaz em corações com bradicardia prévia || E) A cardioplegia deve ser administrada somente via anterógrada (aorta),B,"— Cardioplegia hipercalêmica: K+ alto → despolariza membranas celulares → inativa canais de Na+ rápidos → incapacidade de gerar PA → parada diastólica (coração flácido). Associado a hipotermia (4–10°C) reduz o consumo de O2 em 90%. Administração: anterógrada (raiz aórtica) e/ou retrógrada (seio coronariano). Repete a cada 20–30 min. Aditivos: lidocaína, MgSO4, adenosina, manitol (proteção miocárdica adicional). Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-10,ME3,,"Caso Clínico · Hemorragia Subaracnóidea

Paciente de 48 anos com hemorragia subaracnóidea por ruptura de aneurisma (Hunt-Hess III, Fischer 3) programada para clipagem microcirúrgica às 24h do sangramento. Durante a clipagem, ao disseccar o aneurisma, o cirurgião solicita ""hipotensão temporária"" para facilitar o manuseio. Qual o agente e qual a precaução?",Nitroprussiato de sódio em bolus para hipotensão imediata; sem precauções especiais,"Adenosina IV (0,3–0,4 mg/kg) para parada cardíaca temporária de 30–45 segundos, proporcionando campo exangue durante a dissecção do aneurisma; alternativa: nitroprussiato em infusão controlada; manter EEG ou SSEP para detectar isquemia; restaurar PAM prontamente após clipagem",Hipertensão arterial induzida é mais segura que hipotensão na clipagem de aneurisma,O paciente com HSA não tolera variações de PA; manter normotensão estrita || E) Isoflurano em altas doses (3 CAM) é o melhor agente para hipotensão controlada em neurocirurgia,B,"— A adenosina IV causa assistolia/bradicardia grave temporária (30–60s) por bloqueio dos receptores A1 no nodo SA → colapso do fluxo intracraniano → aneurisma ""desinfla"" → dissecção segura. Dose usual: 0,3–0,4 mg/kg. Contraindicada em BAV pré-existente, asma, uso de dipiridamol. Alternativa clássica: hipotensão controlada com nitroprussiato (PAM 50–60 mmHg) por períodos curtos. Pré-clipagem: manter PAM normal (evitar ruptura prematura). Pós-clipagem: manter PAM normal-alta para prevenção de vasoespasmo. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-11,ME3,,"Caso Clínico · Tumor Cerebral / HIC

Paciente com meningioma frontal gigante (7 cm) sendo submetido a craniotomia. No intraoperatório, após abertura da dura-máter, o cérebro ""abaulou"" para fora do campo cirúrgico (brain bulge), tornando a dissecção impossível. Quais as medidas para reduzir o volume cerebral e relaxar o parênquima?",Aumentar o PEEP para 15 cmH2O para melhorar a oxigenação cerebral,"Medidas de relaxamento cerebral: hiperventilação moderada (PaCO2 30–35 mmHg), manitol 1 g/kg IV, posição com cabeceira a 15–30°, drenagem de LCR pelo cateter de derivação, PEEP mínimo (0–5 cmH2O), profundidade anestésica adequada, evitar tosse/agitação, normoglicemia",Corticoide IV de alta dose tem efeito imediato no brain bulge intraoperatório,Raquianestesia associada é possível para reduzir o volume liquórico intratecal || E) Aumentar o fluxo de agente inalatório para vasoconstrição cerebral,B,"— ""Brain bulge"" / cérebro tenso é emergência neurocirúrgica intraoperatória. Medidas escalonadas: (1) verificar posicionamento (compressão jugular?), (2) aprofundar anestesia (propofol TIVA), (3) hiperventilação (PaCO2 30–35 mmHg — efeito imediato por vasoconstrição), (4) manitol 1 g/kg IV ou SSH 3%, (5) drenagem de LCR via derivação ventricular ou lombar (se possível), (6) PEEP zero, (7) evacuar o hematoma ou tumor causador urgentemente. O corticoide leva horas para agir (edema vasogênico). Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-12,ME3,,"Caso Clínico · Epilepsia / EEG Intraop

Paciente submetido a craniotomia acordada para ressecção de foco epileptogênico desenvolve crise epiléptica intraoperatória durante o mapeamento cortical com estimulação elétrica. Quais as medidas imediatas?",Intubação orotraqueal de emergência e aprofundar a anestesia com propofol,Irrigação imediata do córtex com soro fisiológico frio (4°C) como primeira medida para interromper a crise; se persistir: lorazepam ou diazepam IV em doses mínimas; propofol IV titulado; monitoração do EEG; posição de segurança para prevenir queda da cama,"Aguardar a crise ceder espontaneamente, pois são autolimitadas na craniotomia acordada",Fenobarbital 20 mg/kg IV como tratamento de primeira linha || E) Parar imediatamente toda anestesia para que o paciente desperte completamente,B,"— Crise intraoperatória durante craniotomia acordada: primeira medida = irrigação cortical com SF frio (4°C) — mecanismo: hiperpolarização das membranas neuronais pelo frio; simples, rápida, eficaz em ~70% das crises. Se refratária: benzodiazepínico IV em dose mínima (preserva cooperação se possível) ou propofol pequeno bolus. EEG confirma resolução. Risco: aspiração se paciente convulsionar na posição sentada → posicionar com grades, profissional junto ao paciente. Avisar o cirurgião para interromper estimulação. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-13,ME3,,"Teórica · Líquido Cefalorraquidiano

Em relação à produção, circulação e reabsorção do LCR, qual afirmação está CORRETA e é clinicamente relevante para o anestesiologista?",O LCR é produzido pelos plexos coróides a ~500 mL/dia e reabsorvido pelas vilosidades aracnóideas; volume total ~150 mL; a PIC é determinada pela relação entre volume cerebral + volume sanguíneo + volume de LCR (Doutrina de Monro-Kellie),O LCR é produzido pelo plexo coróide a ~50 mL/dia apenas,A hiperventilação aumenta a produção de LCR por vasodilatação dos plexos coróides,"O manitol aumenta a produção de LCR para compensar o efeito osmótico || E) A raquianestesia injeta anestésico no espaço epidural, misturando-o ao LCR",A,— Doutrina de Monro-Kellie: o crânio é um compartimento rígido; volume cerebral (~80%) + volume sanguíneo (~10%) + LCR (~10%) = constante. Aumento de qualquer componente → ↑ PIC (após esgotados os mecanismos de compensação). LCR: produção ~500 mL/dia pelos plexos coróides → circulação ventricular → reabsorção nas granulações aracnóideas (seio sagital superior). Volume total: ~150 mL. A drenagem cirúrgica de LCR reduz diretamente a PIC (6–8 mL de LCR drenado = ↓ PIC significativa). Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me3simulado2trimestreprovab30qpontos4245html-14,ME3,,"Caso Clínico · Hipotermia Acidental Grave

Alpinista de 35 anos é resgatado após exposição ao frio por 4h, com temperatura central de 26°C, inconsciente (GCS 5), sem pulso palpável, ECG mostrando fibrilação ventricular. Qual o manejo correto?",Desfibrilação não tem indicação em FV por hipotermia; apenas reaquecimento,"Uma tentativa de desfibrilação (200 J bifásico); se FV persiste, suspender choque elétrico adicional e focar no reaquecimento ativo (externo e interno: fluidos IV aquecidos, lavagem gástrica/pleural com SF quente, CEC se disponível — método mais rápido); não resgatáveis apenas se K+ >12 mEq/L (necrose celular)",Protocolo de PCR convencional com RCP e epinefrina a cada 3–5 min normalmente,Temperatura 26°C com FV é indicação de óbito; não reanimar || E) Intubar imediatamente sem qualquer manipulação prévia para evitar FV,B,"— Hipotermia acidental grave (Estágio IV, 30°C). RCP manual contínua durante o reaquecimento. Reaquecimento: externo ativo (mantas, AR quente), interno (fluidos aquecidos 40°C, oxigênio aquecido-umidificado, lavagem corporal). CEC/ECMO: método mais eficaz (reaquece e mantém circulação). Critério de não-ressuscitação: K+ >12 mEq/L = necrose celular irreversível. ""Não está morto até estar quente e morto"". Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-15,ME3,,"Caso Clínico · Monitoração de Temperatura

Em cirurgia cardíaca com CEC, quais os sítios de monitoração de temperatura que melhor refletem a temperatura cerebral durante o resfriamento e reaquecimento?",Temperatura axilar: mais precisa por proximidade com grandes vasos cervicais,Temperatura nasofaríngea ou timpânica: melhor correlação com temperatura cerebral (próximas das artérias carótidas); temperatura retal: reflete temperatura central mais lentamente (pooling esplâncnico); recomenda-se monitorar 2 sítios simultaneamente na CEC,Temperatura retal é o padrão-ouro para monitoração cerebral na CEC,Temperatura cutânea (termômetro de superfície) é equivalente à central na CEC || E) A temperatura do sangue no reservatório da CEC reflete perfeitamente a temperatura cerebral,B,"— Monitoração de temperatura na CEC: (1) Nasofaríngea/timpânica: melhor proxy de temperatura cerebral (próxima da carótida interna), responde rapidamente a variações de perfusão. (2) Retal/bexiga: temperatura do core, mas responde mais lentamente (espelha temperatura visceral profunda). Gradiente nasofaríngea-retal: indica velocidade do resfriamento. Reaquecimento: gradiente >10°C pode causar embolia gasosa (gás dissolto precipita em tecidos quentes enquanto sangue ainda frio sai do circuito). Temperatura do sangue venoso do reservatório: monitora temperatura sistêmica geral. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-16,ME3,,"Teórica · Febre no Pós-Operatório

Paciente em 4h pós-operatório de cirurgia abdominal de grande porte apresenta temperatura de 38,5°C. Qual a causa mais provável neste momento e a conduta adequada?",Infecção da ferida operatória; curativo e antibiótico empirico imediato,"Febre precoce (primeiras 24–48h): causas mais comuns são atelectasia pulmonar e resposta inflamatória sistêmica ao trauma cirúrgico; não indica antibiótico rotineiramente; conduta: fisioterapia respiratória, analgesia adequada (facilita respiração profunda), observação; investigar infecção apenas se persistir >48h ou sinais sistêmicos de sepse",Pneumonia nosocomial precoce; broncoscopia diagnóstica de urgência,Reação transfusional tardia; investigar hemograma completo urgente || E) Trombose venosa profunda; doppler venoso de membros inferiores urgente,B,"— Regra clínica das causas de febre pós-operatória por tempo: dias 1–2 = atelectasia/resposta inflamatória; dia 3–5 = infecção urinária (ITU), pneumonia; dia 5–7 = infecção de ferida; dia 7+ = TVP/TEP, abscesso intraabdominal, flebite de cateter. Febre nas primeiras 24–48h raramente necessita antibiótico (exceto sinais claros de sepse). A atelectasia por resposta inflamatória ao trauma cirúrgico + hipoventilação pela dor são as causas mais frequentes. Analgesia eficaz (para respiração profunda) é o tratamento principal. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-17,ME3,,"Caso Clínico · Choque Séptico / Corticoide

Paciente em choque séptico por infecção abdominal, em uso de noradrenalina 0,5 mcg/kg/min há 24h sem melhora hemodinâmica satisfatória. O médico considera adição de hidrocortisona. Quando e como deve ser usado o corticoide no choque séptico?",Hidrocortisona é contraindicada no choque séptico por aumentar a mortalidade,"Hidrocortisona 200 mg/dia IV (50 mg 6/6h ou infusão contínua): indicada em choque séptico refratário a vasopressores (>0,25 mcg/kg/min de NE); reduz tempo de uso de vasopressor (não reduz mortalidade de forma consistente); NÃO realizar teste de estimulação com ACTH antes; suspender quando vasopressor não for mais necessário",Dexametasona 10 mg IV é equivalente à hidrocortisona no choque séptico,Corticoide deve ser usado desde o início do choque séptico em todos os pacientes || E) A dose de corticoide no choque séptico deve ser titulada pelo cortisol plasmático basal,B,"— Surviving Sepsis Campaign (2021): hidrocortisona IV 200 mg/dia em choque séptico refratário (>0,25 mcg/kg/min de NE ou equivalente por ≥4h). Benefícios: encurta a duração do choque e o tempo de vasopressor. Mortalidade: sem benefício consistente nos grandes estudos (CORTICUS, APROCCHSS). Não testar eixo HHA antes (retarda o início sem benefício diagnóstico). Dexametasona: não recomendada (não tem atividade mineralocorticoide, vida longa, suprime ACTH por mais tempo). Suspender ao desmame do vasopressor. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-18,ME3,,"Caso Clínico · Choque Hemorrágico e ECMO

Paciente de 28 anos em PCR refratária por trauma penetrante de tórax com tamponamento cardíaco, após 15 min de RCP sem ROSC. A equipe considera ECMO venoarterial (ECMO VA) em contexto de ECPR (PCR). Qual é a janela de viabilidade para ECPR?",ECPR não tem indicação em trauma,"ECPR pode ser considerada em PCR de causa potencialmente reversível com RCP de boa qualidade (sem fluxo <5 min, fluxo de baixo débito <60 min), em centros com capacidade imediata (canulação em <60 min do colapso); em trauma penetrante com tamponamento: alto potencial de reversibilidade; mortalidade reduzida vs RCP convencional prolongada em casos selecionados",ECPR só tem indicação em PCR por FV refratária sem trauma,"O limite é 5 minutos de no-flow; após isso, ECPR não tem benefício || E) ECMO VA é contraindicada em jovens por risco de dependência do dispositivo",B,"— ECPR (ECMO durante RCP): critérios de inclusão: PCR testemunhada, causa potencialmente reversível (tamponamento, IAM, TEP, hipotermia, intoxicação), no-flow <5 min, baixo fluxo com RCP qualidade aceitável <60 min, idade biologicamente jovem, canulação disponível imediatamente. Em trauma penetrante com tamponamento (causa reversível!) a ECPR + toracotomia de emergência/pericardiocentese pode salvar vida. Contraindicações: trauma incompatível com vida, doença terminal prévia, RCP muito prolongada sem qualidade. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-19,ME3,,"Caso Clínico · TEP Maciço

Paciente de 55 anos, 3º dia pós-artroplastia de quadril, com SpO2 súbita de 84%, hipotensão (PA 75/50 mmHg), taquicardia 138 bpm, dor torácica e síncope. AngioTC confirma TEP bilateral com sobrecarga de VD (RV/LV ratio 1,8). Qual o tratamento de escolha e quais as contraindicações?",Anticoagulação plena com heparina não fracionada é suficiente no TEP maciço,"Trombolítico sistêmico (alteplase 100 mg IV em 2h) no TEP de alto risco (instabilidade hemodinâmica); contraindicações absolutas: cirurgia ou trauma recente (<3 semanas — relativa/absoluta conforme tempo), AVCh, neoplasia intracraniana ativa; alternativa: embolectomia cirúrgica ou trombolítico local + ECMO se contraindicação absoluta",Filtro de cava como tratamento primário do TEP maciço agudo,O ácido tranexâmico é indicado no TEP por inibir a fibrinólise excessiva || E) Dose plena de enoxaparina SC é a primeira escolha no TEP maciço com hipotensão,B,— TEP de alto risco (maciço): instabilidade hemodinâmica (hipotensão ≤90 mmHg ou queda ≥40 mmHg). Indicação de trombolítico sistêmico. Alteplase 100 mg em 2h. Neste caso: cirurgia há 3 dias = contraindicação relativa (risco hemorrágico da ferida cirúrgica). Decisão individualizada (risco de morte por TEP vs sangramento). Alternativas se CI: embolectomia cirúrgica de emergência ou trombólise local guiada por cateter (menor dose de lítico). Anticoagulação com HNF imediata em todos os casos (enquanto se decide a estratégia). Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me3simulado2trimestreprovab30qpontos4245html-2,ME3,,"Caso Clínico · Estenose Aórtica Grave / TAVI

Paciente de 82 anos, alto risco cirúrgico (STS score 8%), com EA grave (área 0,65 cm²) será submetido a implante percutâneo de valva aórtica (TAVI) transcateter transfemoral. Durante o procedimento, ao avançar o introdutor pela valva nativa, ocorre BAV de 3º grau súbito com FC 28 bpm e hipotensão. Qual a conduta imediata?",Cardioversão elétrica sincronizada 200 J,"Estimulação ventricular de emergência via marca-passo provisório (introduzido profilaticamente antes do TAVI); atropina IV 0,5–1 mg como ponte; se MP provisório não disponível, adrenalina IV; o BAV é esperado pelo trauma mecânico no sistema de condução (ramo esquerdo do feixe de His próximo ao anel aórtico)",Amiodarona 300 mg IV para estabilizar o ritmo,Dopamina em alta dose é o tratamento de primeira linha para BAV completo || E) Aguardar retorno espontâneo do ritmo sinusal por 5 minutos,B,"— O TAVI pode causar BAV por trauma mecânico no sistema de condução (ramo esquerdo do His é anatômico adjacente ao anel aórtico). Incidência de BAV pós-TAVI: 5–30% (maior com próteses autexpandíveis). O MP provisório transvenoso é inserido PROFILATICAMENTE antes do procedimento, exatamente para este cenário. Atropina é ponte temporária. Após o TAVI: monitorar ECG por 48–72h — 10–15% necessitarão de MP permanente. Bloqueio de ramo esquerdo novo pós-TAVI também é indicação de monitoração. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-20,ME3,,"Teórica · Monitoração Hemodinâmica Avançada

O índice de variação de pressão de pulso (VPP ou PPV) é utilizado para prever responsividade a volume. Em quais condições ele é CONFIÁVEL e quando é inválido?","O VPP é válido em todos os cenários clínicos, inclusive em ventilação espontânea","VPP confiável: ventilação mecânica com volume corrente ≥8 mL/kg + ritmo sinusal + sem arritmias + abdome fechado; VPP >13% = responsivo a volume; INVÁLIDO em: ventilação espontânea, arritmias, baixo volume corrente (<8 mL/kg), SDRA (VC baixo), abdome aberto, hipertensão intraabdominal, cor pulmonale",VPP >5% sempre indica reposição volêmica obrigatória,"O VPP mede diretamente o débito cardíaco beat-to-beat || E) Em ventilação espontânea, o VPP é mais acurado por refletir a fisiologia real",B,"— VPP = [(PPmax – PPmin) / média] × 100. Mecanismo: ventilação com pressão positiva → alteração cíclica do retorno venoso → variação do DC → variação da PP. Validade requer: (1) VM controlada com VC adequado (interação coração-pulmão), (2) ritmo regular. VPP >13%: responsivo (↑ DC ≥15% após 500 mL de cristaloides). Limitações críticas: VE espontânea (sem ciclo regular de pressão), arritmias (cada ciclo diferente), SDRA (VC baixo por protocolo), hipertensão abdominal (impede retorno venoso). Alternativas: teste de elevação passiva de pernas (PLR). Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-21,ME3,,"Caso Clínico · Choque Obstrutivo / TEP Submaciço

Paciente em pós-operatório de cirurgia colorretal, 5º dia, desenvolve dispneia, taquicardia (FC 118 bpm), hipoxemia leve (SpO2 93%), sem hipotensão. AngioTC: TEP segmentar bilateral sem sobrecarga de VD. BNP levemente elevado, troponina normal. Qual a classificação e o tratamento?",TEP de alto risco; trombolítico imediato,TEP de risco intermediário-baixo (submaciço): sem instabilidade hemodinâmica + BNP elevado sem disfunção de VD severa; tratamento: anticoagulação plena (HNF IV ou HBPM SC) por pelo menos 3 meses; monitorar para progressão para alto risco; trombolítico NÃO indicado (aumenta sangramento sem reduzir mortalidade neste perfil),TEP de baixo risco; alta hospitalar com rivaroxabana oral,Filtro de veia cava inferior como primeira linha na vigência de cirurgia recente || E) Aguardar nova AngioTC em 24h antes de tratar,B,"— Estratificação do TEP: Alto risco = instabilidade hemodinâmica → trombolítico. Intermediário-alto = BNP↑ + disfunção de VD (RV/LV >1) + troponina↑ → monitoração UTI, considerar trombolítico de resgate se deteriorar. Intermediário-baixo = marcadores limítrofes, sem instabilidade → anticoagulação. Baixo risco = PESI baixo, alta precoce. Aqui: sem hipotensão, BNP leve, troponina normal = intermediário-baixo → anticoagulação. Cirurgia recente = risco hemorrágico elevado para trombolítico: reforça escolha conservadora. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-22,ME3,,"Caso Clínico · Cardiovascular + Neurológico

Paciente de 70 anos com estenose de artéria carótida interna direita de 80% assintomática foi submetido a endarterectomia carotídea. No pós-operatório imediato (1h), desenvolve hemiplegia esquerda súbita. Qual a hipótese mais provável e o que fazer?",Síndrome de hiperperfusão cerebral; tratar com anti-hipertensivo rigoroso,AVC isquêmico por trombose ou embolia do enxerto/coto carotídeo; AngioTC urgente; se trombose da carótida operada: reexploração cirúrgica imediata (janela <4h); se embolia: considerar trombólise IA ou trombectomia mecânica; não aguardar para tratar,Hematoma cervical compressivo; exploração da ferida,Convulsão focal pós-operatória; benzodiazepínico IV e observação || E) A hemiplegia é esperada no pós-op de endarterectomia e resolve em 24h,B,"— AVC pós-endarterectomia carotídea é emergência: causa mais comum = trombose da carótida operada (formação de trombo no local da endarterectomia) ou embolização de debris. Janela para reexploração cirúrgica: <4–6h para resultado neurológico aceitável. AngioTC imediata confirma a patência da carótida. Se ocluída: sala cirúrgica urgente. Síndrome de hiperperfusão: ocorre dias após, com cefaleia + convulsão + edema cerebral ipsilateral após desobstrução de carótida com circulação colateral crônica. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me3simulado2trimestreprovab30qpontos4245html-23,ME3,,"Caso Clínico · Pós-PCR / Neuromonitoração

Paciente de 60 anos em TTM (36°C) por 24h pós-PCR por FV está sendo reaquecido. Após 72h do ROSC, permanece em coma (GCS 5 sem sedação há 12h). A família pergunta sobre o prognóstico neurológico. Qual o método de PIOR prognóstico neurológico com maior especificidade?",GCS 5 após 72h já define diagnóstico de morte encefálica,Combinação de: ausência de reflexos pupilares e de córnea + SSEP bilateral (N20 ausente) após 72h do ROSC + NSE (neuron-specific enolase) >60 mcg/L + EEG supressão de burst/padrão isoelétrico; nenhum marcador isolado tem 100% de especificidade; esperar ≥72h (sem sedação),TC de crânio com edema cerebral em 24h define prognóstico com 100% de especificidade,Ausência de reflexo de tosse é suficiente para confirmar mau prognóstico || E) O prognóstico neurológico pós-PCR não pode ser avaliado antes de 30 dias,B,"— Prognóstico pós-PCR (ERC 2021): aguardar ≥72h sem sedação. Preditores de MN pobre (alta especificidade): (1) ausência bilateral de N20 no SSEP (FPR ~0%); (2) NSE >60 mcg/L em 48–72h; (3) ausência de reflexos pupilares e de córnea; (4) EEG supressão-burst ou isoelétrico pós-reaquecimento; (5) RM com difusão mostrando lesão difusa do córtex. NENHUM critério isolado tem 100% de especificidade. Diagnóstico de morte encefálica requer protocolo específico (apneia, ausência de todos os reflexos tronco), não é o mesmo que mau prognóstico. Alternativa E preservada junto da D para compatibilidade.",,,,
