"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"f3075dd8-c8b0-41f0-bc9d-5bfdd740538b","ME1","Qual valor de pressão do cuff é considerado seguro","Qual valor de pressão do cuff é considerado seguro?","0-5 cmH2O","20-30 cmH2O","40-50 cmH2O","60-70 cmH2O","B","A pressão segura do cuff do tubo orotraqueal é 20-30 cmH2O. Pressão <20 cmH2O aumenta risco de aspiração; pressão >30 cmH2O compromete a perfusão da mucosa traqueal, podendo causar isquemia e estenose traqueal tardia. Referência: Miller's Anesthesia 9ed, cap. 37."
"41441fd0-92ce-412c-b6b8-a0c8d5471264","ME1","Qual complicação pode ocorrer em posição litotômic","Qual complicação pode ocorrer em posição litotômica prolongada?","Síndrome compartimental","Hipotireoidismo","Broncoespasmo","Hiperglicemia","A","Na posição de litotomia prolongada (>2h), a pressão nos compartimentos musculares das pernas aumenta, podendo causar síndrome compartimental com dor, edema, rigidez muscular e rabdomiólise no pós-operatório. Risco maior associado a hipotensão. Referência: Miller's Anesthesia 9ed, cap. 41."
"e3a71512-8474-48a9-bd24-1800f0583941","ME1","Qual dispositivo é utilizado para confirmação da i","Qual dispositivo é utilizado para confirmação da intubação traqueal?","Estetoscópio isoladamente","Capnografia","Termômetro","Esfigmomanômetro","B","A capnografia é o método padrão ouro para confirmação da intubação traqueal, detectando CO2 expirado em ondas capnográficas persistentes. É mais confiável que ausculta e visão direta isoladas. Referência: Diretriz ASA 2023, Miller's Anesthesia 9ed."
"fb84f144-1837-4100-9439-7c8d060d4644","ME1","Qual o principal mecanismo da atelectasia durante","Qual o principal mecanismo da atelectasia durante anestesia geral?","Aumento da capacidade residual funcional","Redução da capacidade residual funcional","Hiperglicemia","Broncodilatação intensa","B","Durante anestesia geral, a CRF reduz-se em ~20% por deslocamento cefálico do diafragma (perda do tônus muscular em supino), absorção de gases alveolares e redução da complacência torácica. Essa redução predispõe à atelectasia de dependência. Referência: Miller's Anesthesia 9ed, cap. 4."
"972874b6-2f17-48a7-bfaf-b15708c6bffd","ME1","Paciente obeso mórbido em ventilação mecânica apre","Paciente obeso mórbido em ventilação mecânica apresenta aumento progressivo da pressão de pico, porém pressão platô normal. Qual a causa mais provável?","Redução da complacência pulmonar","Broncoespasmo","Pneumotórax hipertensivo","Edema agudo pulmonar","B","Aumento isolado da pressão de pico (com pressão de platô normal) reflete aumento de resistência de vias aéreas (broncoespasmo, secreções, tubo dobrado), não de complacência. A diferença pico-platô >10 cmH2O sugere problema de resistência. Referência: Miller's Anesthesia 9ed, cap. 50."
"94933a97-970b-45dd-accf-d1a4dc5f53b9","ME1","Durante ventilação controlada a volume ocorre aume","Durante ventilação controlada a volume ocorre aumento simultâneo da pressão de pico e pressão platô. Qual condição é mais provável?","Obstrução do tubo orotraqueal","Broncoespasmo leve","Redução da complacência pulmonar","Acúmulo de secreção no filtro","C","Aumento simultâneo de pressão de pico e platô indica redução de complacência pulmonar ou torácica (não é problema de resistência). Causas: pneumotórax, edema pulmonar agudo, atelectasia, SDRA, distensão abdominal acentuada. Referência: Miller's Anesthesia 9ed, cap. 50."
"52bad495-f95f-417a-8fde-5f063f51dd29","ME1","Qual alteração fisiológica é mais esperada durante","Qual alteração fisiológica é mais esperada durante posição de Trendelenburg acentuado?","Redução da pressão intracraniana","Aumento do retorno venoso e pressão intracraniana","Hipovolemia absoluta","Redução da pressão intraocular","B","Na posição de Trendelenburg, a gravidade aumenta o retorno venoso para o coração (aumento de pré-carga), eleva a pressão venosa intracraniana e a PIC. Também reduz CRF e aumenta a pressão de vias aéreas. Referência: Miller's Anesthesia 9ed, cap. 41."
"69fa2231-2fe0-4d5b-85c1-1b196b9e3a2c","ME1","Paciente apresenta ETCO2 progressivamente reduzido","Paciente apresenta ETCO2 progressivamente reduzido associado à hipotensão súbita e dessaturação durante artroplastia cimentada. Qual hipótese diagnóstica é mais provável?","Broncoespasmo","Embolia pulmonar por cimento","Intubação seletiva","Hipotermia","B","Embolia pulmonar por cimento ósseo ou gordura (BCIS) durante cimentação de próteses causa aumento do espaço morto pulmonar (menos CO2 chegando ao alvéolo), resultando em queda do ETCO2, hipoxemia e hipotensão. Referência: Miller's Anesthesia 9ed, cap. 74."
"0fb850bd-03af-4df6-b44e-3dc4872fe45e","ME1","Qual fator aumenta mais significativamente o risco","Qual fator aumenta mais significativamente o risco de auto-PEEP?","Frequência respiratória elevada","Volume corrente reduzido","Tempo expiratório prolongado","PEEP baixa","A","O auto-PEEP (PEEP intrínseca) ocorre quando o tempo expiratório é insuficiente para esvaziar completamente os pulmões. Frequência respiratória elevada reduz o tempo expiratório disponível, sendo o principal fator de risco para aprisionamento aéreo. Referência: Miller's Anesthesia 9ed, cap. 50."
"5a5ad7a3-4419-48b9-9250-db49f010a1fb","ME1","Durante laparoscopia ocorre aumento abrupto do ETC","Durante laparoscopia ocorre aumento abrupto do ETCO2 sem alteração hemodinâmica importante. Qual a causa mais provável?","Embolia gasosa maciça","Absorção sistêmica de CO2","Hipovolemia","Intubação esofágica","B","Durante laparoscopia, o CO2 insuflado é absorvido sistemicamente, aumentando progressivamente o ETCO2. O ventilador deve ser ajustado (aumentar volume minuto) para compensar. A hipercapnia moderada e progressiva é característica. Referência: Miller's Anesthesia 9ed, cap. 68."
"a52e20cb-74f5-4f3b-8459-5bf2bcd7b87c","ME1","Qual alteração gasométrica é mais compatível com h","Qual alteração gasométrica é mais compatível com hipoventilação alveolar?","PaCO2 reduzida","PaCO2 elevada","pH elevado e PaCO2 baixa","Alcalose respiratória","B","Na hipoventilação alveolar, o CO2 se acumula no sangue (hipercapnia, PaCO2 >45 mmHg) por insuficiente eliminação pulmonar. Resulta em acidose respiratória. Causas: depressão do SNC por anestésicos, bloqueio neuromuscular residual, obstrução de vias aéreas. Referência: Miller's Anesthesia 9ed, cap. 4."
"cb35a811-fb42-4a3e-ab79-7918ced63d8a","ME1","Na ventilação monopulmonar, qual pulmão recebe pre","Na ventilação monopulmonar, qual pulmão recebe preferencialmente maior perfusão em decúbito lateral?","Pulmão não dependente","Pulmão superior","Pulmão dependente","Ambos igualmente","C","Na ventilação monopulmonar em decúbito lateral, a gravidade distribui maior perfusão ao pulmão dependente (inferior). Como a ventilação é direcionada preferencialmente ao mesmo pulmão, há melhor relação V/Q no pulmão dependente. Referência: Miller's Anesthesia 9ed, cap. 66."
"fd6cab84-2e7d-467c-aa52-6532d533b7bd","ME1","Qual condição mais favorece dessaturação rápida du","Qual condição mais favorece dessaturação rápida durante apneia?","Obesidade mórbida","Baixo consumo metabólico","Pré-oxigenação adequada","Posição sentada","A","Obesos têm CRF reduzida, alto consumo de O2 e maior massa tecidual, resultando em dessaturação muito mais rápida durante apneia. A pré-oxigenação adequada (posição em rampa, FiO2 100% por 3-5 min) é fundamental. Referência: Miller's Anesthesia 9ed, cap. 65."
"ea29cb6c-6fad-4fe5-a02e-cbd15f9ae388","ME1","Qual mecanismo explica hipotensão após indução ane","Qual mecanismo explica hipotensão após indução anestésica com propofol?","Vasoconstrição periférica","Aumento do retorno venoso","Vasodilatação e depressão miocárdica","Liberação intensa de catecolaminas","C","O propofol causa hipotensão por: vasodilatação arteriolar e venosa (redução de RVS e pré-carga) e leve depressão miocárdica direta. O efeito é mais pronunciado em idosos, hipovolêmicos e cardiopatas. Referência: Stoelting's Pharmacology 5ed, cap. 4."
"5a440ccd-52d6-4c3a-bd4a-d17d19298bd8","ME1","Durante ventilação mecânica, qual parâmetro melhor","Durante ventilação mecânica, qual parâmetro melhor representa complacência estática?","Pressão de pico","Diferença entre pressão platô e PEEP","Frequência respiratória","Fluxo inspiratório","B","Complacência estática = Volume corrente / (Pressão platô - PEEP). A pressão platô é medida durante pausa inspiratória (sem fluxo), refletindo exclusivamente as propriedades elásticas do sistema respiratório. Referência: Miller's Anesthesia 9ed, cap. 50."
"c711be14-d1d8-403e-ba17-4053ab91c53a","ME1","Paciente asmático apresenta broncoespasmo grave ap","Paciente asmático apresenta broncoespasmo grave após intubação. Qual medida inicial é mais apropriada?","Suspender oxigênio","Aumentar fluxo de gases e aprofundar anestesia","Extubar imediatamente","Reduzir tempo expiratório","B","No broncoespasmo intraoperatório, o aprofundamento da anestesia com agente inalatório (especialmente sevoflurano) promove broncodilatação direta na musculatura lisa brônquica. Aumentar a concentração do inalatório é a primeira medida, seguida de salbutamol inalado. Referência: Miller's Anesthesia 9ed, cap. 53."
"9d537d3e-c988-4aa6-92ce-9fb6698c653e","ME1","Qual situação aumenta o risco de barotrauma durant","Qual situação aumenta o risco de barotrauma durante ventilação mecânica?","Baixas pressões inspiratórias","Volumes correntes excessivos","PEEP ausente","Hipocapnia","B","O barotrauma resulta de pressões transpulmonares excessivas. Volumes correntes elevados geram pressões alveolares altas, podendo causar pneumotórax, pneumomediastino ou enfisema subcutâneo. Ventilação protetora (Vt 6 mL/kg, pressão platô <30 cmH2O) reduz esse risco. Referência: ARDSnet, Miller's 9ed."
"622ff806-7cf4-4767-a963-4b2f9aa8f4f3","ME1","Durante anestesia geral ocorre redução da capacida","Durante anestesia geral ocorre redução da capacidade residual funcional principalmente devido a:","Aumento do volume residual","Deslocamento cefálico do diafragma","Broncodilatação intensa","Aumento da complacência torácica","B","Durante anestesia geral, o relaxamento do diafragma permite deslocamento cefálico visceral (especialmente em decúbito dorsal), reduzindo volume torácico, CRF e predispondo à atelectasia basal. Referência: Miller's Anesthesia 9ed, cap. 4."
"93d08163-4a4b-4d37-a5f9-e07ef2b241df","ME1","Qual alteração hemodinâmica é mais comum após apli","Qual alteração hemodinâmica é mais comum após aplicação de pressão positiva nas vias aéreas?","Aumento importante do retorno venoso","Redução do retorno venoso","Aumento do débito cardíaco em todos os pacientes","Bradicardia obrigatória","B","A pressão positiva inspiratória aumenta a pressão intratorácica, comprimindo as veias intratorácicas e reduzindo o retorno venoso ao coração direito. Isso pode reduzir o débito cardíaco, especialmente em hipovolêmicos. Referência: Miller's Anesthesia 9ed, cap. 50."
"adc616f0-af4a-4215-8d6e-667fe79584b2","ME1","Qual fator aumenta mais significativamente o risco","Qual fator aumenta mais significativamente o risco de aspiração pulmonar perioperatória?","Jejum prolongado","Gestação","Uso de máscara laríngea","Hiperventilação","B","A gravidez aumenta o risco de aspiração por: redução do tônus do EEI (progesterona), aumento da pressão intra-abdominal (útero gravídico), retardo do esvaziamento gástrico (especialmente com opioides) e pH gástrico reduzido. Referência: Miller's Anesthesia 9ed, cap. 77."
"cd8e623c-8709-4278-9a6e-f7c4ab6f5c83","ME1","Na embolia aérea venosa, qual alteração auscultató","Na embolia aérea venosa, qual alteração auscultatória clássica pode ocorrer?","Sopro tubário","Sopro em roda d’água","Estridor inspiratório","Atrito pleural","B","Na embolia aérea venosa, bolhas de ar no coração direito produzem o característico sopro em roda d'água (mill wheel murmur) na ausculta cardíaca — sinal tardio. O Doppler precordial detecta embolia muito mais precocemente que a ausculta. Referência: Miller's Anesthesia 9ed, cap. 71."
"8bf51617-1629-44ba-a990-4f94fff1581d","ME1","Qual estratégia reduz risco de atelectasia intraop","Qual estratégia reduz risco de atelectasia intraoperatória?","FiO2 100% contínua","PEEP adequada","Ventilação com baixos volumes sem recrutamento","Hipoventilação permissiva","B","A PEEP adequada mantém os alvéolos abertos durante toda a expiração (previne atelectasia cíclica), melhora a CRF e a oxigenação. FiO2 100% favorece atelectasia de absorção. PEEP intraoperatória de 5-8 cmH2O é recomendada pela ventilação protetora. Referência: Miller's Anesthesia 9ed, cap. 50."
"ffcc8678-df3d-4da2-ad7e-50a154de0a59","ME1","Qual complicação pode ocorrer após remoção rápida","Qual complicação pode ocorrer após remoção rápida de pneumoperitônio?","Hipotensão arterial","Hiperglicemia","Hipertensão intracraniana","Broncoespasmo obrigatório","A","Com a remoção do pneumoperitônio, a pressão intra-abdominal cai abruptamente, reduzindo o retorno venoso ao coração (pooling no leito esplâncnico), podendo causar hipotensão transitória. Infusão de volume previamente pode atenuar esse efeito. Referência: Miller's Anesthesia 9ed, cap. 68."
"992b9472-874d-4955-91cb-db5bcbf79924","ME1","Qual alteração ventilatória é esperada em paciente","Qual alteração ventilatória é esperada em paciente com DPOC grave?","Tempo expiratório reduzido","Aprisionamento aéreo","Baixa resistência de vias aéreas","Hipocapnia persistente","B","No DPOC grave, a obstrução ao fluxo expiratório por colapso dinâmico das vias aéreas e perda de retração elástica resulta em aprisionamento aéreo, hiperinsuflação e auto-PEEP. O manejo ventilatório requer tempo expiratório prolongado e baixa frequência respiratória. Referência: Miller's Anesthesia 9ed, cap. 53."
"8308b518-8a82-494e-9d63-0520b5f79e76","ME1","Qual parâmetro sugere adequadamente posicionamento","Qual parâmetro sugere adequadamente posicionamento traqueal do tubo após intubação?","Expansão torácica isolada","Visualização do tubo passando pelas cordas","Capnografia sustentada","Ausculta gástrica negativa","C","A capnografia sustentada (ondas capnográficas presentes por ≥6 ciclos) confirma intubação traqueal com alta confiabilidade. Ausculta e visão direta são complementares, mas menos confiáveis isoladamente. Referência: Diretriz ASA 2023, Miller's 9ed."
"7ddaf4e8-69c2-4814-86f5-5fcbb6ddaf05","ME1","Qual condição aumenta consumo de oxigênio perioper","Qual condição aumenta consumo de oxigênio perioperatório?","Hipotermia","Febre","Sedação profunda","Bloqueio neuromuscular","B","A febre eleva o metabolismo basal em ~10% por grau Celsius acima de 37°C, aumentando o consumo de O2 e a produção de CO2. Hipotermia, sedação profunda e bloqueio neuromuscular reduzem o consumo de O2. Referência: Miller's Anesthesia 9ed, cap. 54."
"528d3f57-612a-4e71-a868-b1f1d435768c","ME1","Durante ventilação controlada, qual alteração ocor","Durante ventilação controlada, qual alteração ocorre em hipovolemia importante?","Elevação da variação da pressão de pulso","Redução da variação respiratória","Hipertensão sustentada","Aumento do ETCO2","A","A variação da pressão de pulso (VPP) >13% durante ventilação controlada indica responsividade volêmica (paciente responderá ao volume com aumento do DC). Reflete a variação cíclica do volume sistólico causada pela ventilação mecânica em hipovolemia. Referência: Michard F, Anesthesiology 2005."
"eff12fc2-b04a-4696-9af2-0a208fac8bba","ME1","Qual alteração fisiológica ocorre durante hipercap","Qual alteração fisiológica ocorre durante hipercapnia aguda?","Vasoconstrição cerebral","Aumento do fluxo cerebral","Redução da atividade simpática","Hipocalemia importante","B","A hipercapnia aguda provoca: vasodilatação cerebral (aumento de FSC e PIC), estimulação simpática (taquicardia, hipertensão), broncodilatação e acidose respiratória. O aumento do FSC é o efeito cerebral predominante (~4% por mmHg de PaCO2 acima do normal). Referência: Miller's Anesthesia 9ed, cap. 13."
"3e20f739-bc64-4db3-9424-dc11ab93976e","ME1","Qual o principal mecanismo de hipoxemia durante an","Qual o principal mecanismo de hipoxemia durante anestesia geral?","Shunt intrapulmonar","Hiperventilação","Aumento da difusão alveolar","Redução do consumo de oxigênio","A","Durante anestesia geral, o principal mecanismo de hipoxemia é o shunt intrapulmonar (sangue perfunde regiões não ventiladas — atelectasias de dependência), que não responde ao aumento de FiO2 como o desequilíbrio V/Q. Referência: Miller's Anesthesia 9ed, cap. 4."
"d2525468-8dad-46f8-89a0-f8727484bf3c","ME1","Qual situação contraindica máscara laríngea como p","Qual situação contraindica máscara laríngea como primeira escolha?","Cirurgia de curta duração","Jejum adequado","Alto risco de aspiração","Paciente ASA I","C","Alto risco de aspiração (estômago cheio, DRGE grave, gravidez, cirurgia de urgência, obstrução intestinal) contraindica máscara laríngea como via aérea primária. Nesses casos indica-se intubação em sequência rápida. Referência: Diretrizes DAS/ASA via aérea difícil 2022."
"238b9508-7cf8-4a56-9e80-a9a5b32863ed","ME1","Qual alteração pode ocorrer em pneumotórax hiperte","Qual alteração pode ocorrer em pneumotórax hipertensivo intraoperatório?","Aumento unilateral do murmúrio vesicular","Hipotensão e aumento da pressão de vias aéreas","Redução da pressão intratorácica","Bradicardia vagal isolada","B","O pneumotórax hipertensivo intraoperatório manifesta-se por hipotensão súbita, aumento da pressão de vias aéreas, ausência de MV unilateral, dessaturação e taquicardia (desvio mediastinal comprime coração e veia cava). Tratamento imediato: descompressão com agulha no 2° EIC MCL. Referência: Miller's Anesthesia 9ed."
"0e924c1e-be52-4815-bc9b-dbeff1194def","ME1","Qual medida reduz risco de lesão pulmonar induzida","Qual medida reduz risco de lesão pulmonar induzida pela ventilação?","Volumes correntes elevados","Ventilação protetora","PEEP zero","Hiperventilação intensa","B","A ventilação protetora (Vt 6-8 mL/kg peso predito, PEEP 5-8 cmH2O, pressão platô <30 cmH2O) reduz VILI por minimizar volutrauma, barotrauma e atelectrauma. É padrão mesmo em pulmões saudáveis no intraoperatório. Referência: ARDSnet 2000, Futier 2013."
"62ce8f95-7502-4035-ad84-44bf3b474f03","ME1","Qual condição favorece redução do ETCO2 sem altera","Qual condição favorece redução do ETCO2 sem alteração da ventilação?","Aumento do débito cardíaco","Embolia pulmonar","Febre","Hipermetabolismo","B","A embolia pulmonar aumenta o espaço morto alveolar (áreas ventiladas não perfundidas), resultando em queda abrupta do ETCO2 (menos CO2 chegando ao alvéolo) apesar de ventilação mantida. É sinal precoce de embolia pulmonar intraoperatória. Referência: Miller's Anesthesia 9ed, cap. 45."
"dcb9dfdc-c5d1-49d4-8c52-ae78b538e590","ME1","Qual a principal consequência fisiológica da compr","Qual a principal consequência fisiológica da compressão aortocava na gestante?","Hipertensão grave","Redução do retorno venoso","Aumento do débito cardíaco","Hiperglicemia","B","A compressão aortocaval pelo útero gravídico em supino (após 20 semanas) reduz o retorno venoso à veia cava inferior, diminuindo o débito cardíaco materno e comprometendo a perfusão uteroplacentária. Correção: deslocamento uterino à esquerda. Referência: Miller's Anesthesia 9ed, cap. 77."
"739de4a8-8e7c-41c5-9421-1034c96c5ee6","ME1","Qual alteração ventilatória é mais comum após indu","Qual alteração ventilatória é mais comum após indução anestésica geral?","Aumento da capacidade residual funcional","Redução da complacência pulmonar","Hiperventilação espontânea","Aumento do volume residual","B","A anestesia geral causa redução da CRF por deslocamento diafragmático, perda do tônus muscular e atelectasia — resultando em redução de complacência pulmonar, hipoxemia e necessidade de ajuste ventilatório. Referência: Miller's Anesthesia 9ed, cap. 4."
"cdfa99fe-8d8d-433b-8349-dc65651c1453","ME1","Qual é o principal objetivo da pré-oxigenação ante","Qual é o principal objetivo da pré-oxigenação antes da indução anestésica?","Aumentar produção de CO2","Prolongar tempo seguro de apneia","Reduzir complacência pulmonar","Produzir alcalose respiratória","B","A pré-oxigenação com FiO2 100% por 3-5 min substitui o N2 alveolar por O2 (desnitrogenização), aumentando a reserva de O2 e prolongando o tempo seguro de apneia. Em adultos saudáveis: 8-10 min. Em obesos e grávidas esse tempo é muito menor (~2-3 min). Referência: Miller's Anesthesia 9ed, cap. 37."
"6748b5f7-b306-4819-a2a0-10b919c62394","ME1","Qual condição aumenta o risco de via aérea difícil","Qual condição aumenta o risco de via aérea difícil?","Distância tireomentoniana reduzida","Pescoço longo","Boa abertura oral","Mallampati I","A","A distância tireomentoniana <6,5 cm (3 dedos) é preditor de laringoscopia difícil. Outros preditores: Mallampati III-IV, abertura oral <3 cm, mobilidade cervical limitada, pescoço curto, retrognata e obesidade. Referência: Diretrizes ASA via aérea difícil 2022."
"5bcb30a0-e481-4252-931b-b756da5ba6a4","ME1","Qual é a principal causa de hipercapnia durante an","Qual é a principal causa de hipercapnia durante anestesia?","Hiperventilação","Hipoventilação alveolar","Hipotermia","Hipoglicemia","B","A principal causa de hipercapnia durante anestesia é a hipoventilação alveolar (por anestésicos, opioides, bloqueadores neuromusculares ou ajuste ventilatório inadequado), resultando em acúmulo de CO2. Referência: Miller's Anesthesia 9ed, cap. 50."
"bf58f84d-f1af-4d0d-b2c5-86a746b1f63b","ME1","Qual monitor é mais útil para detecção precoce de","Qual monitor é mais útil para detecção precoce de desconexão do circuito anestésico?","ECG","Capnografia","Temperatura","Pressão arterial","B","A capnografia detecta imediatamente a desconexão do circuito anestésico pela ausência das ondas de CO2. É o monitor mais sensível e rápido para essa complicação. A SpO2 pode demorar minutos para cair. Referência: Miller's Anesthesia 9ed, cap. 45."
"08dfdf1a-4b3f-4d0d-a10d-05d3b8b92e64","ME1","Qual a principal complicação da intubação seletiva","Qual a principal complicação da intubação seletiva do brônquio principal direito?","Hiperventilação bilateral","Hipoxemia","Hiperglicemia","Broncodilatação","B","Na intubação seletiva do brônquio principal direito, o pulmão esquerdo não é ventilado, permanece perfundido e gera shunt intrapulmonar com hipoxemia progressiva. Referência: Miller's Anesthesia 9ed, cap. 37."
"ba321d5e-3233-4819-87b7-37e1fc756160","ME1","Qual alteração ocorre com o aumento da PEEP?","Qual alteração ocorre com o aumento da PEEP?","Redução da pressão intratorácica","Melhora do recrutamento alveolar","Aumento do retorno venoso","Hipocapnia obrigatória","B","O aumento da PEEP melhora o recrutamento alveolar ao manter pressão positiva no final da expiração, impedindo o colapso alveolar, melhorando CRF e oxigenação. PEEP excessiva (>10-12 cmH2O) pode reduzir o retorno venoso. Referência: Miller's Anesthesia 9ed, cap. 50."
"9bfb33b1-44af-42cd-a305-8abe3543e520","ME1","Qual dispositivo é considerado definitivo para pro","Qual dispositivo é considerado definitivo para proteção de via aérea?","Máscara facial","Cânula nasal","Tubo orotraqueal","Máscara de Venturi","C","O tubo orotraqueal com balonete (cuff) inflado oferece proteção definitiva das vias aéreas contra aspiração e permite ventilação com pressão positiva controlada. Dispositivos supraglóticos não oferecem esse nível de proteção. Referência: Diretrizes ASA via aérea difícil 2022."
"014348c8-20a5-4f5c-9c36-8a62cef029b9","ME1","Qual posição melhora oxigenação em pacientes obeso","Qual posição melhora oxigenação em pacientes obesos durante indução anestésica?","Trendelenburg","Posição em rampa","Decúbito ventral","Litotomia","B","A posição em rampa (cabeça e tronco elevados ~30°, alinhando o meato auditivo externo com o esterno) melhora a visão laringoscópica e otimiza a mecânica respiratória em obesos, aumentando CRF e prolongando o tempo seguro de apneia. Referência: Miller's Anesthesia 9ed, cap. 65."
"f9725198-7455-4396-b81d-ba3c0472fd51","ME1","Qual a principal função do capnógrafo?","Qual a principal função do capnógrafo?","Avaliar oxigenação","Avaliar ventilação","Medir pressão arterial","Avaliar glicemia","B","O capnógrafo monitora continuamente o CO2 expirado (ETCO2), refletindo a ventilação alveolar — quanto CO2 está sendo eliminado pelos pulmões. Valores normais: 35-45 mmHg. Não avalia oxigenação (função da oximetria e gasometria). Referência: Miller's Anesthesia 9ed, cap. 45."
"4f21e489-63c9-4db3-92bd-6926f5eef597","ME1","Qual alteração é típica da broncoaspiração pulmona","Qual alteração é típica da broncoaspiração pulmonar?","Hipoxemia e broncoespasmo","Hiperglicemia","Hipotermia","Bradicardia isolada","A","A broncoaspiração causa pneumonite química (síndrome de Mendelson) pelo ácido gástrico, resultando em hipoxemia (shunt e inflamação alveolar) e broncoespasmo reflexo. pH gástrico <2,5 e volume >25 mL são os principais fatores de risco para pneumonite grave. Referência: Miller's Anesthesia 9ed, cap. 37."
"9fa495d5-33c8-4caf-8202-0028d7218ed0","ME1","Qual gás anestésico possui odor irritante para via","Qual gás anestésico possui odor irritante para vias aéreas?","Sevoflurano","Desflurano","Óxido nitroso","Oxigênio","B","O desflurano possui odor pungente e irritante para as vias aéreas, causando tosse, laringoespasmo e broncoespasmo, especialmente durante indução inalatória. Por isso é contraindicado para indução; deve ser usado apenas para manutenção após intubação. Referência: Stoelting's Pharmacology 5ed, cap. 2."
"57f84671-2dbe-4eb6-8b5b-f777b2c471cc","ME1","Qual condição favorece atelectasia intraoperatória","Qual condição favorece atelectasia intraoperatória?","PEEP adequada","Ventilação espontânea","FiO2 elevada","Posição sentada","C","FiO2 elevada (>0,8) favorece atelectasia de absorção: o O2 é rapidamente absorvido dos alvéolos pouco ventilados, causando colapso (o N2 normalmente manteria o alvéolo aberto). FiO2 entre 0,4-0,6 e PEEP adequada reduzem atelectasia intraoperatória. Referência: Miller's Anesthesia 9ed, cap. 4."
"11f6ff2e-2a75-4c89-9a4d-d86842d12757","ME1","Qual estrutura anatômica é utilizada como referênc","Qual estrutura anatômica é utilizada como referência para cricotireoidostomia?","Membrana cricotireóidea","Cartilagem aritenoide","Úvula","Palato mole","A","A membrana cricotireóidea é a referência para cricotireoidostomia de emergência — localizada entre as cartilagens tireoide (superior) e cricóidea (inferior), palpável na linha média do pescoço. É o acesso cirúrgico mais rápido em 'cannot intubate, cannot oxygenate'. Referência: Diretrizes DAS e ASA via aérea difícil 2022."
"1c901117-a081-4499-beb7-b89c69a3be28","ME1","Qual complicação pode ocorrer com ventilação exces","Qual complicação pode ocorrer com ventilação excessiva em asmáticos?","Aprisionamento aéreo","Hipoglicemia","Hipotermia","Redução da resistência aérea","A","Em asmáticos, a ventilação excessiva (FR alta, Vt elevado) não permite expiração completa, gerando aprisionamento aéreo e auto-PEEP com risco de pneumotórax e piora da mecânica ventilatória. A estratégia de hipoventilação controlada é preferível. Referência: Miller's Anesthesia 9ed, cap. 53."
"11804208-a6b5-458b-922e-0bb9d1019a10","ME1","Qual parâmetro é mais utilizado para avaliar oxige","Qual parâmetro é mais utilizado para avaliar oxigenação periférica continuamente?","ECG","Capnografia","Oximetria de pulso","Gasometria venosa","C","A oximetria de pulso (pletismografia de absorção dual a 660 e 940 nm) mede continuamente a SaO2 de forma não invasiva. É monitorização obrigatória pelo CFM e padrões ASA para qualquer procedimento anestésico. Referência: Miller's Anesthesia 9ed, cap. 45."
"2c3e37a5-a562-46be-92b0-bcd6fb29cc66","ME1","Qual alteração ocorre durante hiperventilação?","Qual alteração ocorre durante hiperventilação?","Elevação da PaCO2","Redução da PaCO2","Acidose respiratória","Hipercapnia","B","A hiperventilação aumenta a eliminação de CO2, reduzindo a PaCO2 (hipocapnia) e causando alcalose respiratória, vasoconstrição cerebral (redução do FSC), deslocamento da curva de Hb para a esquerda e alcalose metabólica compensatória tardia. Referência: Miller's Anesthesia 9ed, cap. 4."
"cf19f8f2-ceb3-4546-b4f1-829777130d50","ME1","Qual situação aumenta risco de pneumotórax em anes","Qual situação aumenta risco de pneumotórax em anestesia?","Punção de veia subclávia","Cateter nasal","Máscara facial","Raquianestesia","A","A punção da veia subclávia percorre trajeto próximo ao ápice pulmonar, aumentando o risco de pneumotórax (incidência ~1-3%). É a via de acesso com maior risco de pneumotórax. O uso de ultrassom reduziu essa complicação. Referência: Miller's Anesthesia 9ed, cap. 45."
"afd595bd-9ba7-4bd6-924c-f6ee20b6b70a","ME1","Qual o principal benefício da ventilação protetora","Qual o principal benefício da ventilação protetora?","Aumentar volutrauma","Reduzir lesão pulmonar","Produzir hipercapnia grave","Eliminar necessidade de PEEP","B","A ventilação protetora (Vt 6 mL/kg peso predito, pressão platô <30 cmH2O, PEEP individualizada) reduz VILI ao minimizar superdistensão alveolar e atelectrauma cíclico. Benefício comprovado mesmo em pulmões saudáveis no intraoperatório. Referência: ARDSnet 2000, Futier 2013."
"c04c1bc9-4f3a-4117-b0cc-c7f38dee5515","ME1","Qual complicação está relacionada ao posicionament","Qual complicação está relacionada ao posicionamento em litotomia prolongada?","Síndrome compartimental","Hipertireoidismo","Hiperglicemia","Edema cerebral","A","Na posição de litotomia prolongada, a pressão nos compartimentos musculares das pernas aumenta, podendo causar síndrome compartimental com dor, edema, rigidez muscular e rabdomiólise. Risco maior quando associado a hipotensão intraoperatória. Referência: Miller's Anesthesia 9ed, cap. 41."
