id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simulado2trimestreprovabhtml-25,ME2,,"Sobre o teste de dose peridural com epinefrina (3 mL de lidocaína 1,5% + epinefrina 1:200.000), qual afirmativa é CORRETA?",Um aumento de FC ≥ 20 bpm em 60 segundos após a injeção do teste de dose sugere posicionamento intravascular do cateter.,"O teste de dose com epinefrina é altamente confiável em gestantes em trabalho de parto, pois a FC materna é estável e não sofre variações durante as contrações.","A ausência de sinais de toxicidade sistêmica após o teste de dose garante posição extravascular do cateter, dispensando monitorização subsequente.",Um bloqueio motor dos membros inferiores 3–5 minutos após a injeção do teste de dose indica que o cateter está no espaço subaracnóideo. || E) O teste de dose deve ser realizado apenas na primeira injeção peridural; reinjeções após reposicionamento do cateter não exigem novo teste.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-26,ME2,,"Parturiente de 26 anos, nulípara, 40 semanas, 4 cm de dilatação, solicita analgesia de parto. Opta-se por analgesia peridural com ropivacaína 0,1% + fentanil 2 mcg/mL em infusão contínua de 10 mL/h.

Parturiente de 26 anos, nulípara, 40 semanas, 4 cm de dilatação, solicita analgesia de parto. Opta-se por analgesia peridural com ropivacaína 0,1% + fentanil 2 mcg/mL em infusão contínua de 10 mL/h. Sobre a analgesia peridural para trabalho de parto, qual afirmativa é CORRETA?","A analgesia peridural precoce (antes de 4–5 cm de dilatação) aumenta a taxa de cesariana, sendo contraindicada antes da fase ativa estabelecida.","A analgesia peridural prolonga significativamente o segundo estágio do trabalho de parto, aumentando a taxa de cesariana em estudos randomizados recentes.",A analgesia peridural pode ser iniciada em qualquer fase do trabalho de parto sem aumentar a taxa de cesariana; a evidência mais recente não sustenta a restrição baseada em dilatação cervical.,"A infusão peridural contínua é superior à PCEA (patient-controlled epidural analgesia) em todos os desfechos, sendo o método de escolha. || E) O uso de opioides no espaço peridural está associado a depressão respiratória neonatal consistentemente quando usados em doses analgésicas para trabalho de parto.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-27,ME2,,"Paciente de 44 anos submetido a esofagectomia aberta por câncer de esôfago. Foi instalado cateter peridural torácico em T5–T6 para analgesia pós-operatória. No segundo dia pós-operatório, o paciente apresenta febre (38,8°C), dor lombar local intensa e leucocitose.

Paciente de 44 anos submetido a esofagectomia aberta por câncer de esôfago. Foi instalado cateter peridural torácico em T5–T6 para analgesia pós-operatória. No segundo dia pós-operatório, o paciente apresenta febre (38,8°C), dor lombar local intensa e leucocitose. Qual é a conduta MAIS ADEQUADA?","Manter o cateter peridural, iniciar antibioticoterapia empírica e monitorar a temperatura a cada 4 horas.","Remover o cateter imediatamente, coletar ponta do cateter para cultura e hemoculturas, solicitar RNM de coluna torácica e iniciar antibioticoterapia de amplo espectro.",Administrar analgésico sistêmico e aguardar 24 horas para verificar se há progressão antes de remover o cateter.,"Injetar solução antiséptica no cateter peridural para tratar possível colonização local. || E) Solicitar tomografia computadorizada de tórax para excluir complicação cirúrgica como causa da febre, sem intervir no cateter.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-28,ME2,,"Sobre a técnica raquiperidural combinada (RPC), assinale a afirmativa CORRETA:","Na técnica needle-through-needle, a agulha espinhal é introduzida através da agulha de Tuohy após identificação do espaço peridural, realizando-se primeiro a injeção intratecal e depois a passagem do cateter peridural.","A RPC tem maior incidência de CPPD que a raquianestesia isolada, pois a agulha de Tuohy atravessa inevitavelmente a dura-máter.","O cateter peridural na RPC não pode ser testado com dose-teste, pois a punção dural recente aumenta a chance de falso-positivo.","A principal indicação da RPC em obstetrícia é a cesariana eletiva de pacientes sem cateter peridural prévio, pois elimina a necessidade de raquianestesia separada. || E) A RPC é contraindicada em pacientes em uso de heparina de baixo peso molecular, mesmo que o último uso tenha sido há mais de 12 horas.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-29,ME2,,"Paciente de 70 anos submetido a ressecção anterior de reto por neoplasia colorretal sob anestesia geral combinada com peridural torácica (T9–T10). No período pós-operatório imediato, o paciente apresenta hipotensão refratária (PA 75/40 mmHg) sem resposta adequada a fluidos (1.500 mL cristaloide) nem a efedrina 30 mg IV fracionada.

Paciente de 70 anos submetido a ressecção anterior de reto por neoplasia colorretal sob anestesia geral combinada com peridural torácica (T9–T10). No período pós-operatório imediato, o paciente apresenta hipotensão refratária (PA 75/40 mmHg) sem resposta adequada a fluidos (1.500 mL cristaloide) nem a efedrina 30 mg IV fracionada. Qual é o vasopressor de escolha para hipotensão refratária no contexto de bloqueio simpático peridural torácico?","Efedrina em infusão contínua, pois é o único vasoconstritor seguro na presença de bloqueio peridural.","Fenilefrina em altas doses (>200 mcg/min), pois o bloqueio peridural aumenta a sensibilidade aos vasoconstritores alfa-adrenérgicos.","Norepinefrina (0,05–0,3 mcg/kg/min) ou vasopressina (0,03–0,04 U/min) como vasopressores de resgate em hipotensão refratária a fluidos e efedrina.","Dopamina em dose dopaminérgica (1–3 mcg/kg/min), pois restaura o tônus vascular sem risco de bradicardia reflexa. || E) Adrenalina 1 mg IV em bolus a cada 3–5 minutos conforme protocolo de PCR, pois hipotensão refratária representa parada circulatória iminente.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-3,ME2,,"Sobre o mecanismo de ação dos anestésicos locais nos canais de sódio voltagem-dependentes, assinale a afirmativa CORRETA:","A forma não ionizada (base livre) atravessa a membrana celular e, já no citoplasma, re-ioniza-se em cátion que se liga ao receptor interno do canal de Na+.",Apenas a forma ionizada (catiônica) é ativa; a forma lipossolúvel serve somente para o transporte transmembrana.,Canais no estado de repouso (fechados) são bloqueados com maior afinidade que canais nos estados aberto ou inativo.,O bloqueio uso-dependente é mais pronunciado em tecidos com baixa frequência de disparo. || E) Anestésicos com maior pKa têm latência mais curta porque a maior fração ionizada facilita a abertura do canal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-30,ME2,,"Paciente de 38 anos, sem comorbidades, submetido a prostatectomia radical retropúbica sob anestesia geral. Ao final do procedimento, o anestesiologista realiza bloqueio peridural caudal com ropivacaína 0,375% 20 mL para analgesia pós-operatória.

Paciente de 38 anos, sem comorbidades, submetido a prostatectomia radical retropúbica sob anestesia geral. Ao final do procedimento, o anestesiologista realiza bloqueio peridural caudal com ropivacaína 0,375% 20 mL para analgesia pós-operatória. Sobre o bloqueio peridural caudal no adulto, qual afirmativa é CORRETA?","O hiato sacral é facilmente identificável por ultrassom, que aumenta a taxa de sucesso especialmente em adultos obesos onde o hiato não é palpável.","O bloqueio peridural caudal no adulto apresenta a mesma taxa de sucesso e distribuição do bloqueio que em crianças, pois a anatomia sacral é equivalente.",O espaço peridural caudal termina no nível S1; injeções além deste nível causam inevitavelmente punção do saco dural.,"A posição de decúbito ventral é contraindicada para o bloqueio caudal em adultos; apenas o decúbito lateral é adequado. || E) O bloqueio caudal não pode ser usado para analgesia pós-operatória em cirurgias pélvicas no adulto, pois o volume necessário é excessivamente alto.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-31,ME2,,"Parturiente de 32 anos, nuligesta, 39 semanas, em trabalho de parto ativo com cateter peridural funcional (ropivacaína 0,1% + sufentanil 0,5 mcg/mL em PCEA). Evolui para indicação de cesariana de urgência (sofrimento fetal agudo — desacelerações tardias recorrentes). O obstetra solicita cesariana em 20 minutos.

Parturiente de 32 anos, nuligesta, 39 semanas, em trabalho de parto ativo com cateter peridural funcional (ropivacaína 0,1% + sufentanil 0,5 mcg/mL em PCEA). Evolui para indicação de cesariana de urgência (sofrimento fetal agudo — desacelerações tardias recorrentes). O obstetra solicita cesariana em 20 minutos. Qual é a estratégia MAIS ADEQUADA para converter a analgesia de parto em anestesia cirúrgica pelo cateter peridural já instalado?","Administrar lidocaína 2% com epinefrina 1:200.000 (15–20 mL) pelo cateter peridural, com dose de teste inicial de 3 mL e aguardar 10–15 minutos para bloqueio cirúrgico de T4.","Remover o cateter peridural e realizar raquianestesia imediata, pois a conversão de analgesia peridural em anestesia cirúrgica é ineficiente e demorada.","Injetar ropivacaína 0,75% 20 mL diretamente pelo cateter sem dose de teste, pois o cateter já está funcionando e o tempo é crítico.","Administrar bupivacaína 0,25% 20 mL pelo cateter, aguardar 20 minutos e complementar com fentanil intratecal se o nível for insuficiente. || E) Realizar anestesia geral imediatamente com sequência rápida, pois cateter peridural não permite conversão adequada para cesariana de urgência em menos de 30 minutos.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-4,ME2,,"Durante bloqueio supraclavicular com 40 mL de bupivacaína 0,5% (200 mg), o paciente apresenta — 3 minutos após a injeção — sabor metálico, zumbido, tontura e confusão mental. FC 88 bpm; PA 110/70 mmHg.

Durante bloqueio supraclavicular com 40 mL de bupivacaína 0,5% (200 mg), o paciente apresenta — 3 minutos após a injeção — sabor metálico, zumbido, tontura e confusão mental. FC 88 bpm; PA 110/70 mmHg. Qual é a conduta MAIS ADEQUADA neste momento?",Diazepam 10 mg IV imediatamente para prevenir convulsões e aguardar resolução espontânea.,Intubação orotraqueal imediata com succinilcolina e propofol em infusão contínua.,"Interromper qualquer injeção adicional, oferecer O₂ suplementar, garantir acesso venoso calibroso, administrar midazolam 1–2 mg IV e ter emulsão lipídica 20% pronta para uso imediato.",Epinefrina 1 mg IV em bolus imediatamente para antecipar toxicidade cardiovascular. || E) Observar por 5 minutos — sintomas leves de SNC são esperados nesse bloqueio e não requerem intervenção.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-5,ME2,,"Sobre o uso de vasoconstritores associados a anestésicos locais, qual afirmativa é INCORRETA?","A epinefrina reduz a absorção sistêmica do anestésico local, diminuindo picos plasmáticos e prolongando o bloqueio.",A concentração de epinefrina habitualmente empregada é 1:200.000 (5 mcg/mL).,A felipressina (octapressina) é vasoconstritor de escolha em gestantes por não ter efeito uterotônico relevante.,"A adição de epinefrina à lidocaína intratecal aumenta a duração do bloqueio subaracnóideo de forma consistente e é amplamente recomendada para cirurgias longas. || E) O uso de vasoconstritores é contraindicado em bloqueios de extremidades terminais (dedos, pênis) pela maioria dos protocolos tradicionais.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-6,ME2,,"Gestante de 32 semanas com pré-eclâmpsia grave necessita de cesariana de emergência. Discute-se bupivacaína versus ropivacaína para a anestesia regional.

Gestante de 32 semanas com pré-eclâmpsia grave necessita de cesariana de emergência. Discute-se bupivacaína versus ropivacaína para a anestesia regional. Qual característica da ropivacaína representa sua principal VANTAGEM em relação à bupivacaína nesse contexto?","Maior potência intrínseca, permitindo concentrações mais baixas e redução do risco de toxicidade fetal.","É formulada como mistura racêmica, enquanto a bupivacaína é S(−)-enantiopura, conferindo maior segurança cardiovascular.","É S(−)-enantiopura, com menor cardiotoxicidade que a bupivacaína racêmica e menor propensão a arritmias malignas por injeção intravascular acidental.","Atravessa menos a barreira placentária por ser mais ionizada em pH fisiológico. || E) Tem duração de ação muito mais curta que a bupivacaína, sendo inadequada para procedimentos superiores a 60 minutos.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-7,ME2,,"Sobre a emulsão lipídica 20% (Intralipid) no tratamento de toxicidade sistêmica por anestésicos locais, assinale a afirmativa CORRETA:","O mecanismo envolve exclusivamente sequestração do anestésico local do plasma (""lipid sink""), sem outros efeitos metabólicos.","O bolus recomendado é 3 mL/kg em 2–3 minutos, seguido de infusão de 0,25 mL/kg/min.","O bolus recomendado é 1,5 mL/kg em 1 minuto, seguido de infusão de 0,25 mL/kg/min; pode-se repetir o bolus até 3 vezes se não houver resposta.","A emulsão lipídica não deve ser administrada concomitantemente à RCP, pois interfere na eficácia das compressões. || E) O Intralipid é eficaz apenas para toxicidade por bupivacaína; para lidocaína e ropivacaína, outros antídotos são necessários.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-8,ME2,,"Sobre o bloqueio diferencial sensitivo-motor de ropivacaína versus bupivacaína, qual afirmativa é CORRETA?","A bupivacaína produz bloqueio motor mais intenso que a ropivacaína em concentrações equimolares, sendo preferida quando relaxamento muscular intraoperatório é necessário.",Ambos têm perfil sensitivo-motor idêntico; a diferença clínica decorre apenas da maior potência da bupivacaína.,"A ropivacaína tem maior propensão ao bloqueio diferencial (sensitivo preservando motor) em baixas concentrações, sendo preferida para analgesia de parto.",A bupivacaína tem menor cardiotoxicidade porque sua dissociação dos canais de Na⁺ cardíacos é mais rápida. || E) A ropivacaína é contraindicada em bloqueio peridural obstétrico por causar bradicardia fetal direta.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado2trimestreprovabhtml-9,ME2,,"Paciente de 55 anos, DPOC moderada (VEF1 55%), programado para osteossíntese de úmero distal (3h). Considera-se bloqueio interescalênico.

Paciente de 55 anos, DPOC moderada (VEF1 55%), programado para osteossíntese de úmero distal (3h). Considera-se bloqueio interescalênico. Qual é a principal limitação desta abordagem nesse paciente?","Risco de síndrome de Horner ipsilateral, que compromete a visão intraoperatória.","Bloqueio frénico ipsilateral quase universal (≈100%), reduzindo ≈25% da CV, podendo descompensar paciente com reserva respiratória limítrofe.","O interescalênico não cobre adequadamente o nervo ulnar (C8–T1), sendo insuficiente para úmero distal.",Risco de punção da artéria carótida é proibitivo em pacientes com DPOC sob anticoagulação. || E) A latência excessiva (>60 min) inviabiliza a técnica em situações urgentes.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-10,ME2,,"Síndrome RTU | Caso Clínico

Paciente do sexo masculino, 72 anos, submetido a ressecção transuretral de próstata (RTUP) com solução de irrigação não condutora (glicina 1,5%). Após 90 minutos de cirurgia, o anestesiologista (anestesia raquidiana) nota que o paciente apresenta confusão mental, bradicardia e hipotensão. O sódio sérico colhido mostra 122 mEq/L. Qual é o diagnóstico e o tratamento inicial?",Reação alérgica à glicina; adrenalina IV,"Síndrome de absorção do irrigante (síndrome RTU); restrição hídrica, furosemida, solução salina hipertônica se sintomas neurológicos graves",Embolia gasosa; posição de Trendelenburg e aspiração do ar pelo CVC,Sepse urinária; antibióticos e vasopressores || E) Hipotensão ortostática por raqui alta; efedrina e expansão volêmica,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-11,ME2,,"Diuréticos | Conceitual

Durante cirurgia de neurocirurgia, o neuroanestesiologista utiliza manitol 20% para redução da pressão intracraniana. Em relação ao manitol, qual das afirmações abaixo é INCORRETA?",É um diurético osmótico que age no túbulo proximal e alça de Henle,Pode causar expansão inicial do volume intravascular antes da diurese,É filtrado e reabsorvido pelo túbulo proximal,"Contraindicado em anúria por risco de edema pulmonar || E) A dose habitual é de 0,25 a 1 g/kg IV",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-12,ME2,,"Urologia | Caso Clínico

Paciente de 55 anos com litíase renal múltipla bilateral submetido a nefrolitotripsia percutânea. Durante o procedimento em posição de Trendelenburg reverso com o paciente pronado, o anestesiologista identifica queda abrupta de SpO2 para 88%, crepitações na ausculta pulmonar e abaulamento no flanco ipsilateral ao acesso cirúrgico. Qual é a complicação mais provável?",Tromboembolismo pulmonar,Hidrotórax por extravasamento de solução de irrigação,Pneumotórax espontâneo,Pneumonia aspirativa || E) Atelectasia por posição prona,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-13,ME2,,"IRC | Caso Clínico

Paciente renal crônico em hemodiálise (DRC estágio 5) programado para transplante renal. Em relação ao manejo anestésico, qual afirmativa é CORRETA?","O succinilcolina é contraindicado apenas se K+ > 6,5 mEq/L",O rocurônio deve ser evitado pois sua eliminação é exclusivamente renal,O atracúrio e o cisatracúrio são drogas de escolha pois sofrem eliminação de Hofmann independente de função renal ou hepática,A morfina é preferida ao fentanil por não acumular metabólitos ativos || E) Sevoflurano é contraindicado por produzir composto A nefrotóxico em qualquer fluxo de gás,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-14,ME2,,"Obstetrícia | Caso Clínico

Gestante de 36 semanas, 78 kg, programada para cesariana eletiva. Após raquianestesia com bupivacaína hiperbárica 10 mg + fentanil 20 mcg + morfina 80 mcg, a paciente evolui com PA 70/40 mmHg, frequência cardíaca 110 bpm e náuseas. Qual é a causa mais provável e o tratamento de primeira linha?",Reação alérgica à bupivacaína; adrenalina IM,Hipotensão espinal; fenilefrina IV (100 mcg bolus) ou norepinefrina,Síndrome de compressão aortocava; apenas decúbito lateral esquerdo,"Bradicardia reflexa; atropina 0,5 mg IV || E) Bloqueio espinal total; intubação imediata e ressuscitação",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-15,ME2,,"Pré-eclâmpsia | Caso Clínico

Gestante de 34 semanas com pré-eclâmpsia grave (PA 170/110 mmHg, proteinúria 3+, cefaleia intensa). Iniciou sulfato de magnésio IV para profilaxia de eclâmpsia. Após 2 horas de infusão, a equipe de enfermagem relata que a paciente apresenta perda dos reflexos patelar, frequência respiratória de 10 rpm e confusão. O nível de magnésio sérico é provavelmente:",2–3 mEq/L — nível terapêutico,4–7 mEq/L — nível terapêutico ideal,7–10 mEq/L — toxicidade com perda de reflexos,> 15 mEq/L — parada cardíaca iminente || E) 1–2 mEq/L — nível subterapêutico,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-16,ME2,,"HELLP | Caso Clínico

Puérpera de 30 anos, 24 horas após cesariana, apresenta dor em hipocôndrio direito, icterícia leve e mal-estar. Exames: plaquetas 68.000/mm³, TGO 320 U/L, TGP 280 U/L, LDH 850 U/L, hemoglobina 9,2 g/dL com esquizócitos no esfregaço. Qual é o diagnóstico?",Colecistite aguda pós-operatória,Síndrome HELLP,Hepatite viral aguda,Trombocitopenia imune pós-transfusional || E) Insuficiência hepática por halotano,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-17,ME2,,"Hemorragia pós-parto | Caso Clínico

Parturiente de 28 anos, após parto vaginal com feto de 4.200 g, apresenta sangramento vaginal estimado em 1.200 mL, útero hipotônico, PA 90/55 mmHg e FC 125 bpm. Ocitocina IV já foi administrada sem resposta adequada. Qual é o próximo passo no algoritmo de manejo da atonia uterina?",Histerectomia de emergência imediata,Misoprostol retal 800 mcg e/ou ergotamina IV + metilergometrina,Administração de tranexâmico 1 g IV e reavaliação,"Ergometrina IM 0,2 mg e/ou carboprost (análogo PGF2α) IM || E) Embolização de artérias uterinas de emergência",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-18,ME2,,"Embolia LA | Caso Clínico

Parturiente de 26 anos em pleno trabalho de parto, logo após rotura de membranas, apresenta colapso cardiovascular súbito, cianose, convulsão e CIVD. O diagnóstico mais provável é embolia de líquido amniótico (ELA). Sobre esta condição, qual afirmativa é CORRETA?",Tem tratamento específico com antídoto disponível,O diagnóstico é confirmado por achado de células escamosas fetais no sangue materno por cateter de artéria pulmonar,"O manejo é de suporte: ressuscitação cardiopulmonar, suporte hemodinâmico, correção de CIVD e parto imediato","É causa rara de mortalidade materna, com taxa menor que 10% || E) Ocorre exclusivamente no pós-parto imediato",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-19,ME2,,"Adaptações gestacionais | Conceitual

Em relação às adaptações fisiológicas da gestação com impacto direto no manejo anestésico, qual das afirmativas abaixo está INCORRETA?","A CRF reduz cerca de 20% no termo, diminuindo a reserva de oxigênio durante apneia",O volume de distribuição de drogas hidrossolúveis aumenta pelo aumento do volume plasmático,A CAM dos agentes inalatórios aumenta em cerca de 30% devido à progesterona,"O esvaziamento gástrico está retardado a partir do 2º trimestre, aumentando risco de broncoaspiração || E) Edema de mucosa das vias aéreas superiores pode dificultar a laringoscopia",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-2,ME2,,"Hemostasia | Caso Clínico

Paciente de 58 anos, submetido a cirurgia de revascularização miocárdica com circulação extracorpórea (CEC). Recebeu 400 UI/kg de heparina não fracionada para heparinização sistêmica. Após o término da CEC, o cirurgião solicita reversão da anticoagulação. O TCA pré-heparina era de 120 s e, após heparina, foi de 480 s. A dose de protamina a ser calculada baseia-se em qual relação?",1 mg de protamina para cada 100 UI de heparina administrada,1 mg de protamina para cada 200 UI de heparina administrada,2 mg de protamina para cada 100 UI de heparina administrada,"0,5 mg de protamina para cada 100 UI de heparina administrada || E) 1,5 mg de protamina para cada 100 UI de heparina administrada",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-20,ME2,,"Cimento ósseo | Caso Clínico

Paciente de 78 anos submetido a artroplastia total de quadril cimentada. Imediatamente após a inserção do cimento ósseo (PMMA) e impactação da prótese, o anestesiologista observa queda abrupta da pressão arterial de 135/75 para 70/40 mmHg, SpO2 para 88% e aumento do ETCO2 seguido de queda brusca. Qual é o diagnóstico e a fisiopatologia deste evento?",Reação alérgica ao PMMA; mecanismo IgE-mediado,"Síndrome de implantação do cimento ósseo; embolia de monômero de metilmetacrilato, gordura, ar e medula para circulação pulmonar",Crise hipertensiva por dor; mecanismo adrenérgico,Bloqueio espinal ascendente tardio; vasodilatação neuraxial || E) IAM perioperatório; oclusão coronariana por embolia,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-21,ME2,,"Embolia gordurosa | Caso Clínico

Jovem de 22 anos, politraumatizado, fratura de fêmur bilateral, imobilizado por 36 horas. Evolui com dispneia progressiva, confusão mental, petéquias em conjuntiva e axila, e hipoxemia (PaO2/FiO2 = 180). Qual é o diagnóstico e o critério diagnóstico mais específico?",TEP; angiotomografia de tórax com falha de enchimento,Síndrome de embolia gordurosa; critérios de Gurd (critério maior: petéquias + insuficiência respiratória + manifestações neurológicas),SARA de outra causa; critérios de Berlim,Pneumonia por aspiração; infiltrado lobar na radiografia || E) Contusão pulmonar bilateral; tomografia de tórax,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-22,ME2,,"Tríade letal | Caso Clínico

Vítima de trauma múltiplo em laparotomia de controle de danos: temperatura 34,2°C, pH 7,18, BE -12, fibrinogênio 80 mg/dL, plaquetas 55.000/mm³ e TTPA alargado. A tríade letal do trauma é composta por:","Hipovolemia, hipóxia e hipoglicemia","Hipotermia, acidose e coagulopatia","Anemia, trombocitopenia e hipotensão","Sepse, SARA e insuficiência renal || E) Hipotermia, hipocalcemia e CIVD",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-23,ME2,,"Torniquete | Caso Clínico

Paciente submetido a cirurgia de joelho com torniquete pneumático em 350 mmHg por 95 minutos. Após a liberação do torniquete, o anestesiologista antecipa as consequências sistêmicas. Quais alterações são esperadas IMEDIATAMENTE após a deflação do torniquete?","Hipercapnia, queda da temperatura central, hipercalemia transitória e hipotensão","Hipocapnia, hipertermia, hipocalemia e hipertensão",Sem alterações hemodinâmicas relevantes em torniquetes < 2 horas,Queda do ETCO2 por consumo de CO2 no membro isquêmico || E) Alcalose metabólica por liberação de bicarbonato do membro,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-24,ME2,,"Ortopedia | Caso Clínico

Paciente de 68 anos com fratura de quadril (colo femoral) aguarda cirurgia há 48 horas por instabilidade hemodinâmica prévia. Em relação ao tipo de anestesia preferencial e os benefícios para este perfil de paciente, qual é a afirmativa mais correta?",Anestesia geral com intubação orotraqueal é preferível para controle da via aérea em idosos,"Anestesia neuroaxial (raqui ou peridural) está associada a menor mortalidade em 30 dias, menor incidência de TEP e menor perda sanguínea em metanálises",Bloqueio de nervo femoral isolado é suficiente para analgesia intraoperatória de quadril,A escolha do tipo de anestesia não influencia desfechos em cirurgia de quadril no idoso || E) Anestesia peridural contínua é contraindicada por risco de hematoma em pacientes com anticoagulação profilática,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-25,ME2,,"Ortopedia | Conceitual

Em relação ao uso de torniquete pneumático em cirurgia dos membros, qual é a pressão de insuflação recomendada para membro inferior e qual a condição que CONTRAINDICA seu uso?",250–300 mmHg; contraindicado em cirurgia de joelho,200–250 mmHg para MMII; contraindicado em doença vascular periférica grave e TVP,300–350 mmHg; contraindicado apenas em pacientes hipertensos,150–200 mmHg; contraindicado em obesos || E) Sem contraindicações absolutas documentadas,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-26,ME2,,"Integração | Caso Clínico

Paciente de 45 anos, gestante de 32 semanas, com pré-eclâmpsia grave, necessita de cesárea de urgência. Plaquetas: 85.000/mm³. O anestesiologista considera raquianestesia. Qual é o limite mínimo de plaquetas geralmente aceito para realização de bloqueio neuroaxial neste contexto?",150.000/mm³,100.000/mm³,"50.000/mm³ — controverso, maioria aceita ≥ 70.000–80.000/mm³ com tendência estável","Qualquer contagem de plaquetas, se coagulação normal || E) 200.000/mm³ para bloqueio neuroaxial em gestante",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-27,ME2,,"Hemostasia | Caso Clínico

Paciente de 52 anos, hepatopata grave (Child-Pugh C), TP = 38% (INR 2,1), plaquetas 62.000/mm³, fibrinogênio 140 mg/dL. Necessita de laparotomia exploradora de urgência. Em relação ao manejo hemostático pré-operatório, qual é a abordagem mais racional?",Corrigir INR com PFC 4 unidades e plaquetas se < 50.000/mm³,Aguardar normalização espontânea da coagulação,Administrar vitamina K oral e aguardar 48–72 horas,Hemostasia cirúrgica é suficiente; não há necessidade de hemoderivados || E) Hemodiálise prévia para remoção de fatores pró-coagulantes,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-28,ME2,,"Urologia | Caso Clínico

Paciente de 60 anos com hiperplasia prostática benigna submetido a RTUP endoscópica. O cirurgião utiliza solução de sorbitol-manitol como irrigante. Após 60 minutos, o paciente (em raquianestesia) refere visão turva e o anestesiologista nota hiponatremia de 126 mEq/L. Qual substância da solução de irrigação pode causar toxicidade específica quando absorvida em excesso?",Manitol — toxicidade neurológica direta,"Glicina — metabolizada em amônia e glioxilato, causando encefalopatia e visão turva",Sorbitol — causa rabdomiólise,Água destilada — lise de hemácias || E) Cloreto de sódio hipertônico — hipernatremia,A,Alternativa E preservada junto da D para compatibilidade.,,,,
