"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"2a9003cc-79fb-4126-800f-fa2e40ad44bc","ME2","Farmacologia AL","1o Trimestre ME2 - Qual anestésico local possui maior cardiotoxicidade?","Lidocaína","Ropivacaína","Bupivacaína","Cloroprocaína","C","Lidocaína possui menor toxicidade cardíaca.

Ropivacaína apresenta menor cardiotoxicidade relativa.

Correta. Bupivacaína possui alta afinidade por canais cardíacos.

Cloroprocaína apresenta curta ação."
"ee02f450-5dcf-4727-8345-3f2f3712cc90","ME2","Anestésicos IV","1o Trimestre ME2 - Qual anestésico venoso possui propriedades broncodilatadoras relevantes?","Etomidato","Cetamina","Midazolam","Dexmedetomidina","B","Etomidato é hemodinamicamente estável.

Correta. Cetamina promove broncodilatação e aumento simpático.

Midazolam não possui broncodilatação significativa.

Dexmedetomidina não apresenta esse efeito principal."
"4f25b2ee-08fa-45c6-b68b-6e9f43522709","ME2","Fisiologia Renal","1o Trimestre ME2 - Em fisiologia renal, qual mecanismo regula principalmente filtração glomerular?","Pressão de perfusão glomerular","Temperatura corporal","Volume residual pulmonar","Concentração de hemoglobina","A","Correta. A TFG depende principalmente da pressão de filtração.

Temperatura possui pouca influência direta.

Não interfere diretamente.

Hemoglobina não regula TFG."
"2c94af22-d0ee-4a6a-9b72-5c87922e8b50","ME2","Fisiologia Respiratória","1o Trimestre ME2 - Em fisiologia respiratória, a complacência pulmonar representa:","Resistência vascular pulmonar","Facilidade de distensão pulmonar","Fluxo expiratório máximo","Difusão alveolar","B","Não corresponde ao conceito.

Correta. Complacência mede variação de volume pela pressão.

Fluxo expiratório depende da resistência.

Difusão não define complacência."
"a507a69b-4455-4f2d-826d-df21423cf774","ME2","Fisiologia AB","1o Trimestre ME2 - Em fisiologia ácido-base, acidose respiratória ocorre por:","Hiperventilação","Redução da PaCO2","Hipoventilação","Perda renal de bicarbonato","C","Hiperventilação causa alcalose.

PaCO2 reduzida gera alcalose.

Correta. Retenção de CO2 produz acidose respiratória.

Caracteriza acidose metabólica."
"afa11024-9955-4d6e-b95a-9321934f4fa4","ME2","Anestésicos IV","1o Trimestre ME2 - Qual anestésico venoso é mais associado à dor à injeção?","Etomidato","Cetamina","Propofol","Midazolam","C","Etomidato pode causar mioclonia.

Cetamina não causa frequentemente dor intensa.

Correta. Propofol frequentemente provoca dor venosa.

Midazolam possui menor incidência."
"18ce775b-b011-45a5-8732-55459846deef","ME2","Fisiologia","1o Trimestre ME2 - Qual alteração fisiológica ocorre em hipercapnia?","Vasoconstrição cerebral","Redução do fluxo cerebral","Vasodilatação cerebral","Alcalose respiratória","C","Hipercapnia causa vasodilatação.

Fluxo cerebral aumenta.

Correta. CO2 elevado aumenta fluxo sanguíneo cerebral.

Hipercapnia gera acidose respiratória."
"655172e8-4c17-4434-8a6a-56843f2e2fad","ME2","Fisiologia CV","1o Trimestre ME2 - Em fisiologia cardiovascular, qual estrutura contribui mais para resistência vascular sistêmica?","Capilares","Veias","Arteríolas","Átrio esquerdo","C","Capilares possuem baixa contribuição relativa.

Veias são vasos capacitantes.

Correta. Arteríolas regulam principal resistência periférica.

Átrio não regula RVS."
"c381706c-e844-4cdf-85c3-b870c1e5dc0b","ME2","Fisiologia CV","1o Trimestre ME2 - Em fisiologia cardiovascular, o principal determinante do consumo miocárdico de oxigênio é:","Débito urinário","Frequência cardíaca","Temperatura corporal","Volume residual pulmonar","B","Débito urinário não determina consumo miocárdico.

Correta. Frequência cardíaca e tensão parietal influenciam fortemente o VO2 miocárdico.

Temperatura possui influência secundária.

Sem relação direta."
"6af77202-2e68-4d5e-bbe2-9888047dd42d","ME2","Fisiologia Respiratória","1o Trimestre ME2 - Em fisiologia respiratória, qual fator aumenta espaço morto fisiológico?","Embolia pulmonar","Broncoespasmo","Edema cerebral","Hipotermia","A","Correta. Áreas ventiladas sem perfusão aumentam espaço morto.

Broncoespasmo afeta principalmente ventilação.

Não possui relação direta.

Hipotermia não é causa principal."
"aced781a-971e-4332-a77b-3b77fb1ca0c8","ME2","Bloqueadores NM","1o Trimestre ME2 - Qual bloqueador neuromuscular sofre metabolização por pseudocolinesterase plasmática?","Atracúrio","Vecurônio","Succinilcolina","Rocurônio","C","Atracúrio sofre Hofmann.

Vecurônio depende metabolismo hepático.

Correta. Succinilcolina é hidrolisada por pseudocolinesterase.

Rocurônio é aminosteroide."
"96acad88-db05-4dbe-ac57-c7dc85bfa60d","ME2","Anestésicos Locais","1o Trimestre ME2 - Qual anestésico local possui menor pKa e início de ação mais rápido?","Bupivacaína","Ropivacaína","Lidocaína","Tetracaína","C","Bupivacaína possui início mais lento.

Ropivacaína é intermediária.

Correta. Lidocaína possui início rápido pela maior fração não ionizada.

Tetracaína apresenta início mais lento."
"d4ddb9cb-af45-41d7-9066-fce52e029996","ME2","Halogenados","1o Trimestre ME2 - Qual agente inalatório apresenta maior metabolismo hepático?","Desflurano","Isoflurano","Halotano","Sevoflurano","C","Desflurano possui metabolismo mínimo.

Isoflurano possui baixo metabolismo.

Correta. Halotano apresenta maior metabolismo hepático entre os halogenados clássicos.

Sevoflurano possui metabolismo intermediário."
"ea0556da-7513-444a-a4ff-3cee7e3acee5","ME2","Fisiologia CV","1o Trimestre ME2 - Em fisiologia cardiovascular, pós-carga ventricular esquerda é principalmente determinada por:","Retorno venoso","Resistência vascular sistêmica","Frequência cardíaca","Volume residual","B","Retorno venoso relaciona-se à pré-carga.

Correta. Pós-carga depende da resistência à ejeção ventricular.

FC possui influência secundária.

Sem relação direta."
"1275183d-e905-4f42-bc28-5f7678654a7c","ME2","Opioides","1o Trimestre ME2 - Em farmacologia dos opioides, qual efeito adverso ocorre por ativação de receptores mu?","Broncodilatação","Depressão respiratória","Hiperglicemia","Midríase","B","Opioides podem causar broncoconstrição em alguns casos.

Correta. Depressão respiratória é efeito clássico dos opioides.

Não é principal efeito.

Opioides causam miose."
"e48083b4-12a5-42de-8378-f21bc077d644","ME2","Fisiologia","1o Trimestre ME2 - Qual fator desloca a curva de dissociação da oxi-hemoglobina para a direita?","Hipotermia","Alcalose","Hipocapnia","Acidose","D","Hipotermia aumenta afinidade pelo oxigênio.

Alcalose desloca para esquerda.

Hipocapnia desloca para esquerda.

Correta. Acidose facilita liberação tecidual de oxigênio."
"f1cfef58-f3ac-4752-be52-55ed40982c5d","ME2","Halogenados","1o Trimestre ME2 - Qual agente inalatório apresenta menor coeficiente sangue:gás?","Halotano","Isoflurano","Sevoflurano","Desflurano","D","Halotano possui alta solubilidade.

Isoflurano apresenta recuperação mais lenta.

Sevoflurano é rápido, porém menos que desflurano.

Correta. Desflurano possui indução e despertar muito rápidos."
"37f7aea8-f9dd-4ed5-a07b-b0b381a83924","ME2","Farmacodinâmica","1o Trimestre ME2 - Em farmacodinâmica, potência refere-se a:","Velocidade de ação","Dose necessária para produzir efeito","Tempo de eliminação","Capacidade de ligação proteica","B","Velocidade relaciona-se ao início de ação.

Correta. Potência reflete quantidade necessária para determinado efeito.

Não define eliminação.

Ligação proteica influencia duração."
"8c86d082-bcc6-4da2-903f-70ab042cc30c","ME2","Fisiologia CV","1o Trimestre ME2 - Em fisiologia cardiovascular, pré-carga corresponde a:","Resistência vascular sistêmica","Volume diastólico ventricular","Contratilidade miocárdica","Frequência cardíaca","B","Representa pós-carga.

Correta. Pré-carga relaciona-se ao estiramento ventricular diastólico.

Contratilidade é inotropismo.

FC não define pré-carga."
"acafa8a3-6995-4e68-9db1-43ce6f512cf7","ME2","Farmacologia","1o Trimestre ME2 - Em farmacologia, índice terapêutico elevado significa:","Maior toxicidade","Maior margem de segurança","Menor potência","Maior ligação proteica","B","Não corresponde ao conceito.

Correta. Quanto maior o índice terapêutico, maior segurança relativa.

Potência é conceito diferente.

Ligação proteica não define índice terapêutico."
"f04f3d14-9b67-46be-87fc-25b3e2ad07c2","ME2","Bloqueadores NM","1o Trimestre ME2 - Qual característica diferencia bloqueadores neuromusculares despolarizantes?","Competem sem ativar receptor","Produzem fasciculações","São revertidos por sugamadex","Não atravessam junção neuromuscular","B","Isso define bloqueadores não despolarizantes.

Correta. A succinilcolina provoca despolarização inicial e fasciculações.

Sugamadex atua em aminosteroides.

Todos atuam na junção neuromuscular."
"2b7eb45d-1024-4fb2-8a01-8d78c673942b","ME2","Fisiologia Respiratória","1o Trimestre ME2 - Em fisiologia respiratória, o principal estímulo ventilatório em indivíduos normais é:","Hipoxemia","Hipercapnia","Alcalose","Hipocalcemia","B","Hipoxemia torna-se relevante em situações específicas.

Correta. PaCO2 é principal estímulo ventilatório central.

Alcalose reduz ventilação.

Não possui relação direta."
"a124d58d-48c1-44ad-9883-e95e7380409f","ME2","Bloqueio Interescalênico","3o Trimestre ME2 - Em anestesia regional, qual nervo é bloqueado no bloqueio interescalênico do plexo braquial com maior frequência de acometimento associado?","Nervo femoral","Nervo frênico","Nervo vago","Nervo hipoglosso","B","Sem relação anatômica direta.

Correta. O bloqueio do nervo frênico ocorre frequentemente devido à proximidade anatômica.

Pode ocorrer raramente, mas não é o principal.

Não é tipicamente acometido."
"ae364575-c52e-49df-ae9d-c658cc4779fc","ME2","Neuroanestesia","3o Trimestre ME2 - Em neuroanestesia, qual fator aumenta pressão intracraniana?","Hipocapnia","Cabeceira elevada","Hipercapnia","Hipotermia","C","Hipocapnia reduz PIC.

Cabeceira elevada melhora drenagem venosa.

Correta. CO2 elevado promove vasodilatação cerebral.

Hipotermia reduz metabolismo cerebral."
"17e18f3d-2487-40bc-a05c-44a1da704c4e","ME2","Anestesia Obstétrica","3o Trimestre ME2 - Em anestesia obstétrica, qual complicação é mais associada à punção inadvertida da dura na peridural?","Cefaleia pós-punção","Hiperglicemia","Edema agudo pulmonar","Crise hipertensiva","A","Correta. Perda liquórica causa cefaleia ortostática característica.

Não possui relação direta.

Não é principal complicação.

Não é consequência típica."
"d95c6a44-93a5-49f1-b213-a7d6e9b86554","ME2","Hipertensão Pulmonar","3o Trimestre ME2 - Em paciente com hipertensão pulmonar, qual condição deve ser evitada?","Hipóxia","Normocapnia","Analgesia adequada","Normotermia","A","Correta. Hipóxia aumenta resistência vascular pulmonar.

Normocapnia é desejável.

Analgesia reduz resposta simpática.

Normotermia é benéfica."
"3205e196-6ca3-4108-b55e-ab359aef51d3","ME2","Feocromocitoma","3o Trimestre ME2 - Em anestesia para feocromocitoma, qual evento pode ocorrer após manipulação tumoral?","Hipotensão profunda imediata","Crises hipertensivas","Hipoglicemia imediata","Bradicardia extrema obrigatória","B","Hipotensão costuma ocorrer após retirada tumoral.

Correta. Liberação maciça de catecolaminas pode ocorrer.

Hiperglicemia é mais comum inicialmente.

Bradicardia não é obrigatória."
"5ca49bd1-3d6b-49ce-b288-7aaab685cf1c","ME2","Sepse","3o Trimestre ME2 - Em choque séptico, qual vasopressor é recomendado como primeira escolha?","Dobutamina","Nitroprussiato","Noradrenalina","Fenitoína","C","Dobutamina é adjuvante inotrópico.

Nitroprussiato é vasodilatador.

Correta. Noradrenalina é vasopressor de primeira linha.

Fenitoína não possui indicação hemodinâmica."
"21c7caca-1e66-4670-a046-0de317bc77e7","ME2","Anestesia Obstétrica","3o Trimestre ME2 - Em anestesia obstétrica, qual alteração fisiológica reduz tempo até dessaturação?","Aumento da CRF","Redução da capacidade residual funcional","Hipometabolismo","Redução do consumo de oxigênio","B","A CRF diminui na gestação.

Correta. A redução da reserva funcional acelera dessaturação.

O metabolismo aumenta.

Consumo de oxigênio está aumentado."
"973d6916-87a7-4fcc-8618-6e3a22fe853b","ME2","Ventilação","3o Trimestre ME2 - Em ventilação mecânica intraoperatória, qual estratégia reduz atelectrauma?","PEEP adequada","Volume corrente elevado","Hiperventilação","FiO2 de 100% contínua","A","Correta. PEEP reduz colapso alveolar cíclico.

Volumes altos aumentam volutrauma.

Hiperventilação não previne atelectasia.

FiO2 elevada favorece atelectasia de absorção."
"cd4d0497-d20d-4d35-af7d-4d8376a41fbe","ME2","Sepse","3o Trimestre ME2 - Em paciente séptico, qual marcador é útil na avaliação de hipoperfusão?","Lactato","Hemoglobina isolada","Plaquetas","INR","A","Correta. Lactato elevado sugere metabolismo anaeróbico.

Hemoglobina isolada não avalia perfusão.

Plaquetas avaliam coagulação.

INR não mede hipoperfusão."
"420d1e87-5d71-45eb-8b44-21025c64b911","ME2","Bloqueio Supraclavicular","3o Trimestre ME2 - Qual complicação é mais associada ao bloqueio supraclavicular do plexo braquial?","Pneumotórax","Raquianestesia total","Síndrome compartimental","Hipertensão arterial","A","Correta. A proximidade com o ápice pulmonar aumenta risco de pneumotórax.

Não é complicação típica.

Não possui relação direta.

Hipertensão não é característica do bloqueio."
"9a83c1ea-614f-4d49-8606-f3d72eadd17f","ME2","Cirurgia Cardíaca","3o Trimestre ME2 - Em cirurgia cardíaca, qual alteração é esperada durante circulação extracorpórea?","Hemoconcentração intensa","Hemodiluição","Hipercalcemia","Aumento da viscosidade sanguínea","B","A CEC geralmente produz hemodiluição.

Correta. O prime do circuito dilui componentes sanguíneos.

Hipocalcemia é mais provável.

A viscosidade tende a reduzir."
"8192fa8a-c85a-4fe2-92b6-fbf40d52f7da","ME2","Neuroanestesia","3o Trimestre ME2 - Em trauma cranioencefálico grave, qual objetivo de PaCO2 é geralmente recomendado?","20-25 mmHg","35-40 mmHg","50-60 mmHg","Acima de 70 mmHg","B","Hiperventilação intensa reduz perfusão cerebral.

Correta. Normocapnia é recomendada na maioria dos casos.

Hipercapnia aumenta PIC.

Valores extremos são deletérios."
"3d77abe4-5622-4a98-88b0-25fd6517e040","ME2","Anestesia Regional","3o Trimestre ME2 - Em bloqueio neuroaxial, qual complicação é mais sugestiva de anestesia raquidiana total?","Hipertensão e taquicardia","Apneia e hipotensão grave","Broncodilatação","Hiperglicemia","B","A resposta típica é hipotensão.

Correta. Bloqueio alto pode comprometer tronco cerebral e respiração.

Não é manifestação característica.

Não possui relação direta."
"e4e5ae9c-2c49-4722-8e60-002156308d5e","ME2","Anestesia Regional","3o Trimestre ME2 - Em anestesia regional guiada por ultrassom, qual vantagem principal ocorre?","Eliminação completa de toxicidade","Maior visualização anatômica","Ausência de complicações","Dispensa monitorização","B","Risco não é eliminado.

Correta. Ultrassom permite visualização direta de nervos e estruturas.

Complicações ainda podem ocorrer.

Monitorização permanece obrigatória."
"16ec4e9c-ede1-4b6e-bc18-68a037e5fb1f","ME2","Dor Aguda","3o Trimestre ME2 - Em analgesia multimodal, qual fármaco possui ação antagonista NMDA?","Cetamina","Morfina","Dexmedetomidina","Neostigmina","A","Correta. Cetamina reduz sensibilização central por antagonismo NMDA.

Morfina atua em receptores opioides.

Dexmedetomidina atua em alfa-2.

Neostigmina é anticolinesterásico."
"104d2723-0f37-4ff0-806b-a1ac8a8cbd81","ME2","Pediatria","3o Trimestre ME2 - Em anestesia pediátrica, qual estrutura anatômica dificulta laringoscopia?","Laringe mais baixa","Língua proporcionalmente maior","Epiglote curta e rígida","Traqueia calcificada","B","A laringe infantil é mais alta.

Correta. A língua relativamente maior dificulta visualização.

A epiglote é longa e flácida.

Não ocorre em crianças."
"196898b4-0cc5-4b8d-be51-7a2610a4f176","ME2","Dor Aguda","3o Trimestre ME2 - Em analgesia pós-operatória, qual benefício adicional da analgesia regional é esperado?","Maior incidência de íleo","Redução da resposta neuroendócrina ao trauma","Maior consumo opioide","Hiperglicemia","B","Analgesia regional reduz íleo em alguns casos.

Correta. O bloqueio neural reduz resposta inflamatória e simpática.

O consumo opioide geralmente diminui.

Não é benefício esperado."
"62655504-5593-46f1-82cc-7149b98898ee","ME2","Anestesia Obstétrica","3o Trimestre ME2 - Em anestesia obstétrica, qual alteração fisiológica aumenta sensibilidade aos anestésicos locais?","Redução do volume liquórico","Aumento do espaço epidural","Hipernatremia fisiológica","Redução da progesterona","A","Correta. A redução do volume de LCR favorece maior dispersão do anestésico.

O espaço epidural encontra-se reduzido por congestão venosa.

Não ocorre fisiologicamente.

Progesterona aumenta na gestação."
"5f54f661-1aeb-4e30-9589-b51aed72be9c","ME2","Dor Aguda","3o Trimestre ME2 - Em dor pós-operatória, qual técnica reduz mais consumo de opioides após toracotomia?","Analgésico simples isolado","Bloqueio peridural torácico","Sedação contínua","Hiperventilação","B","Analgésicos simples isolados são insuficientes.

Correta. Peridural torácica fornece excelente analgesia em toracotomias.

Sedação não substitui analgesia.

Hiperventilação não trata dor."
"1e40e997-5b4a-45c1-9bc2-a44f651d66b6","ME2","Pediatria","3o Trimestre ME2 - Qual anestésico inalatório possui melhor perfil para indução inalatória pediátrica?","Desflurano","Isoflurano","Sevoflurano","Óxido nitroso isolado","C","Desflurano é irritante.

Isoflurano apresenta pungência.

Correta. Sevoflurano é pouco irritante e de rápida indução.

Óxido nitroso isolado não é suficiente."
"84db6acf-8265-48f8-9a69-1dce024fd158","ME2","Posicionamento","3o Trimestre ME2 - Qual complicação é mais associada ao posicionamento em litotomia prolongada?","Neuropatia do nervo fibular","Pneumotórax","Hipertensão intracraniana","Broncoespasmo","A","Correta. Compressão da cabeça da fíbula favorece neuropatia.

Sem relação direta.

Não é principal complicação.

Não possui associação típica."
"bb730908-a745-491d-86cd-0a5f46b935e9","ME2","Neurocrítico","3o Trimestre ME2 - Em paciente neurocrítico, qual solução é preferível para manutenção volêmica?","Glicose 5%","Solução hipotônica","Soro fisiológico 0,9%","Água destilada","C","Soluções hipotônicas aumentam edema cerebral.

Hipotônicos devem ser evitados.

Correta. Soluções isotônicas são preferíveis em neuroanestesia.

Contraindicada intravenosamente."
"3df219f9-788b-44ba-aede-575f4f5aa57b","ME2","Anestesia Regional","3o Trimestre ME2 - Em anestesia regional, qual medida reduz risco de toxicidade sistêmica por anestésico local?","Injeção rápida em bolus","Aspiração e injeção fracionada","Suspensão da monitorização","Uso de volumes máximos obrigatórios","B","Injeção rápida aumenta risco.

Correta. Aspiração frequente reduz injeção intravascular inadvertida.

Monitorização é essencial.

Volumes elevados aumentam toxicidade."
"c42a5eb1-5167-471a-9df6-ed47c62b73ee","ME2","Anestesia Pediátrica","3o Trimestre ME2 - Em anestesia pediátrica, qual é a principal causa de parada cardíaca intraoperatória?","Infarto agudo do miocárdio","Hipoxemia","Fibrilação ventricular primária","Tromboembolismo pulmonar","B","IAM é raro em pediatria.

Correta. Eventos respiratórios precedem a maioria das PCR pediátricas.

FV primária é menos frequente.

TEP é raro em crianças."
"f03383b8-62cc-44f0-b833-6c5121879789","ME2","Toxicidade AL","3o Trimestre ME2 - Qual alteração é típica da síndrome de intoxicação por anestésico local (LAST)?","Hiperglicemia","Arritmias ventriculares","Broncodilatação intensa","Hipotermia","B","Hiperglicemia não é característica.

Correta. Toxicidade cardiovascular pode evoluir com arritmias graves.

Broncodilatação não é típica.

Hipotermia não é manifestação clássica."
"f1edf404-4834-4305-a17d-dbe69f644e65","ME2","Laparoscopia","3o Trimestre ME2 - Em cirurgia laparoscópica, o pneumoperitônio geralmente causa:","Redução da resistência vascular sistêmica","Aumento da pressão de vias aéreas","Hipocapnia","Aumento da complacência pulmonar","B","RVS tende a aumentar.

Correta. A elevação da pressão intra-abdominal reduz complacência.

PaCO2 geralmente aumenta.

Complacência diminui."
"f3fa556a-ba9e-4041-a88f-7b4082a047b4","ME2","Pós-Operatório","3o Trimestre ME2 - Em recuperação pós-anestésica, qual causa frequente de hipoxemia deve ser prontamente investigada?","Atelectasia","Hiperglicemia","Hipercalcemia","Poliúria","A","Correta. Atelectasia é causa comum de dessaturação pós-operatória.

Não causa hipoxemia diretamente.

Não é causa principal.

Sem relação respiratória."
"96ba7775-49cc-451e-a9f2-fc33132384da","ME2","Neuroanestesia","3o Trimestre ME2 - Em neurocirurgia, qual medida reduz pressão intracraniana?","Hipercapnia","Cabeceira elevada","Hipoxemia","PEEP excessiva","B","Hipercapnia aumenta PIC.

Correta. Elevação da cabeça melhora drenagem venosa cerebral.

Hipoxemia aumenta vasodilatação cerebral.

PEEP excessiva pode aumentar PIC."
"9dd1eac3-3c6a-4bba-bb87-d175f9ca2622","ME2","Transfusão","3o Trimestre ME2 - Em cirurgia cardíaca, qual eletrólito frequentemente reduz-se durante transfusão maciça?","Potássio","Cálcio","Magnésio","Sódio","B","Potássio pode aumentar.

Correta. Citrato transfundido quelante cálcio pode gerar hipocalcemia.

Magnésio pode alterar-se secundariamente.

Sódio não é principal alteração."
"bb540b36-ea7e-427f-84a2-20c1539bf5ab","ME2","Embolia Gasosa","3o Trimestre ME2 - Qual situação aumenta risco de embolia gasosa venosa?","Posição sentada em neurocirurgia","Litotomia","Trendelenburg","Decúbito lateral","A","Correta. O gradiente venoso favorece entrada de ar.

Litotomia não é principal fator.

Trendelenburg reduz risco relativo.

Não é principal associação."
"f34ad99e-6908-4552-a688-606f19c7614b","ME2","Obstetrícia","3o Trimestre ME2 - Em anestesia obstétrica, qual fator fisiológico contribui para maior dispersão cefálica do anestésico local na raquianestesia?","Aumento do volume liquórico","Congestão venosa epidural","Redução da progesterona","Aumento da complacência dural","B","O volume de LCR geralmente reduz-se.

Correta. A congestão venosa epidural reduz o espaço subaracnoideo funcional.

Progesterona aumenta na gestação.

Não é principal mecanismo."
"7fc93de7-5087-4705-94b3-ba607e66587d","ME2","Dor Aguda","3o Trimestre ME2 - Em analgesia pós-operatória, qual técnica proporciona melhor analgesia após laparotomia extensa?","Dipirona isolada","Peridural torácica contínua","Midazolam contínuo","Hiperventilação","B","Analgesia isolada é insuficiente em grandes laparotomias.

Correta. Analgesia peridural reduz dor e resposta neuroendócrina.

Midazolam não é analgésico.

Hiperventilação não trata dor."
"814e8eba-ec50-4a4d-922c-fd5cb059df30","ME2","Neuroanestesia","3o Trimestre ME2 - Em neuroanestesia, qual medida reduz consumo cerebral de oxigênio?","Hipercapnia","Convulsões","Propofol","Hipertermia","C","Hipercapnia aumenta fluxo cerebral.

Convulsões aumentam demanda metabólica.

Correta. Propofol reduz metabolismo cerebral e fluxo sanguíneo cerebral.

Hipertermia aumenta metabolismo."
"3dfc47b6-3422-40f6-be12-79253a058bcf","ME2","Queimado","3o Trimestre ME2 - Em paciente queimado após 48 horas, a succinilcolina deve ser evitada devido ao risco de:","Hipocalcemia","Hipercalemia grave","Hiponatremia","Acidose respiratória","B","Hipocalcemia não é principal risco.

Correta. Up regulation de receptores nicotínicos aumenta liberação de potássio.

Hiponatremia não é principal evento.

Acidose não é o principal mecanismo."
"b02c47a7-667a-4e9e-b6ca-2ef5e4af57db","ME2","Neurocirurgia","3o Trimestre ME2 - Em neurocirurgia na posição sentada, qual complicação deve ser monitorada?","Embolia gasosa venosa","Hipoglicemia","Hipocalcemia","Broncoespasmo","A","Correta. O gradiente venoso favorece entrada de ar.

Não é principal associação.

Não é típica.

Não é principal complicação."
"da42d5e9-5151-45d2-9aff-f43e29334b2b","ME2","Sepse","3o Trimestre ME2 - Em sepse grave, qual vasopressor é considerado primeira linha?","Dopamina","Dobutamina","Noradrenalina","Nitroglicerina","C","Dopamina possui mais arritmias.

Dobutamina é adjuvante inotrópico.

Correta. Noradrenalina é recomendada como primeira escolha.

Nitroglicerina é vasodilatador."
"689638c3-6d8f-4802-97ad-212ab10c144e","ME2","Pós-Operatório","3o Trimestre ME2 - Em recuperação pós-anestésica, qual causa frequente de hipoxemia deve ser considerada?","Atelectasia","Hiperglicemia","Hipocalcemia","Poliúria","A","Correta. Atelectasia é comum no pós-operatório.

Não provoca hipoxemia diretamente.

Não é causa principal.

Sem relação respiratória."
"5cf3132e-0c29-4698-aa36-03f1e9a5c01d","ME2","Dor Aguda","3o Trimestre ME2 - Em analgesia pós-operatória, qual benefício adicional da analgesia regional ocorre frequentemente?","Maior consumo opioide","Menor resposta neuroendócrina ao trauma","Hiperglicemia","Maior incidência de NVPO","B","Analgesia regional reduz opioides.

Correta. O bloqueio neural reduz resposta simpática e inflamatória.

Hiperglicemia não é benefício.

NVPO tende a reduzir."
"ed61f371-df74-4eed-b225-0cabd1cc968c","ME2","Anestesia Regional","3o Trimestre ME2 - Em bloqueio interescalênico do plexo braquial, qual complicação é mais frequente?","Pneumotórax bilateral","Bloqueio do nervo frênico","Parada cardíaca","Raquianestesia total","B","Pneumotórax é menos frequente que no supraclavicular.

Correta. O bloqueio frênico ipsilateral é comum devido à proximidade anatômica.

PCR é rara.

Raquianestesia total é rara."
"ce840e63-da6f-4be8-b2d6-53548b785707","ME2","Pediatria","3o Trimestre ME2 - Em anestesia pediátrica, qual característica anatômica favorece obstrução de vias aéreas?","Traqueia rígida","Laringe mais baixa","Língua proporcionalmente maior","Epiglote curta","C","A traqueia infantil é mais complacente.

A laringe é mais alta e anterior.

Correta. A língua relativamente maior dificulta manejo de via aérea.

A epiglote é longa e flácida."
"43e941f2-a509-4382-a44c-0e07c95eca45","ME2","Posicionamento","3o Trimestre ME2 - Em paciente submetido à posição prona prolongada, qual complicação grave pode ocorrer?","Neuropatia óptica isquêmica","Hipoglicemia","Hipocalcemia","Broncodilatação","A","Correta. Compressão ocular e hipoperfusão podem causar perda visual.

Não é principal associação.

Não é típica.

Não possui relação."
"d81f3f71-1571-4cd4-ad3d-45730006f293","ME2","Anestesia Regional","3o Trimestre ME2 - Em anestesia regional guiada por ultrassom, qual vantagem é observada?","Eliminação total de complicações","Maior visualização anatômica","Ausência de toxicidade sistêmica","Dispensa monitorização","B","Complicações ainda podem ocorrer.

Correta. O ultrassom permite visualização direta das estruturas.

LAST ainda pode ocorrer.

Monitorização permanece obrigatória."
"fbc1797c-fa3f-439e-ad82-b3076b925392","ME2","Pediatria","3o Trimestre ME2 - Em anestesia pediátrica, qual alteração fisiológica aumenta risco de dessaturação rápida?","Maior CRF","Menor consumo de oxigênio","Maior consumo metabólico de oxigênio","Maior reserva pulmonar","C","A CRF é relativamente menor.

O consumo é elevado.

Correta. Lactentes apresentam maior demanda metabólica.

Reservas pulmonares são menores."
"4564400b-6076-436f-a1e5-57c4a92e1247","ME2","Posicionamento","3o Trimestre ME2 - Em posição de litotomia prolongada, qual neuropatia é mais comum?","Nervo radial","Nervo fibular comum","Nervo facial","Nervo mediano","B","Radial relaciona-se mais ao posicionamento dos braços.

Correta. Compressão na cabeça da fíbula favorece lesão.

Nervo facial não é típico.

Mediano é menos comum."
"71d68ed0-d778-4461-ad6d-a1cbdb31dd93","ME2","Trauma Torácico","3o Trimestre ME2 - Em trauma torácico, qual achado sugere pneumotórax hipertensivo?","Hipertensão arterial","Ausência unilateral de murmúrio vesicular com hipotensão","Bradicardia isolada","Hiperglicemia","B","Hipotensão é mais comum.

Correta. O pneumotórax hipertensivo compromete ventilação e retorno venoso.

Bradicardia isolada não é típica.

Hiperglicemia não possui relação."
"ce72627d-98dd-44da-8cd2-d13ad9c0e353","ME2","Ventilação","3o Trimestre ME2 - Em ventilação mecânica, qual estratégia reduz atelectrauma?","PEEP adequada","PEEP zero","Volume corrente elevado","Hiperventilação intensa","A","Correta. PEEP reduz colapso alveolar repetitivo.

PEEP zero favorece atelectasia.

Volumes altos aumentam volutrauma.

Hiperventilação não reduz atelectrauma."
"70d95652-8a8c-4c7d-b2e8-618ce15a645c","ME2","Neuroanestesia","3o Trimestre ME2 - Em trauma cranioencefálico, qual medida deve ser evitada rotineiramente?","Normotermia","Hiperventilação prolongada intensa","Cabeceira elevada","Sedação adequada","B","Normotermia é recomendada.

Correta. Hiperventilação intensa reduz perfusão cerebral.

Cabeceira elevada auxilia drenagem venosa.

Sedação reduz consumo cerebral."
